,Words,Vectors
83,Canando,"(0.024109831, -0.029215116, 0.0031947342, 0.030708866, 0.02941152, -0.049596086, 0.043136872, -0.009461339, 0.01595821, 0.0121897785, 0.010895447, -0.02609851, 0.027477814, 0.006149423, 0.05027781, 0.051265992, 0.043282814, -0.006399732, -0.030442026, -0.026929963, -0.03531681, -0.040701076, -0.0062149246, -0.017336814, -0.017170087, 0.003542531, 0.0048424983, 0.007093452, -0.021629598, -0.033441495, -0.034954477, 0.011160689, -0.03368176, -0.05467294, 0.02338124, 0.0171475, 0.0011808552, 0.055310182, -0.0117250355, -0.0048077763, -0.04633489, 0.016242797, -0.042401355, -0.023593027, 0.042142328, -0.016629515, 0.01932874, 0.0063729775, 0.049071755, 0.041341703, 0.028863069, 0.043493364, -0.010103788, -0.04717775, -0.03619861, 0.0027754768, -0.05303918, 0.054441296, -0.030572575, 0.028254107, -0.008550079, -0.011557633, -0.050654233, -0.013425686, 0.044086773, -0.041884445, 0.02040291, 0.03723777, 0.02124845, -0.029904556, -0.011278956, -0.028067688, -0.035769135, -0.057039097, 0.005687986, 0.011065633, -0.045067046, 0.03179132, -0.041648004, -0.033822224, 0.004599486, -0.047407072, 0.019628732, -0.04391827, 0.015422753, 0.02775997, -0.04804144, 0.030353885, -0.011654918, -0.019821612, -0.001433687, 0.04003118, -0.0153622385, -0.0031258303, -0.026080655, 0.0067065894, -0.026242621, -0.03576119, 0.027171938, -0.024243852)"
84,PGH,"(0.02580123, -0.021504069, -0.034769632, -0.025297463, 0.022374045, -0.0044087395, 0.019005183, -0.024308229, -0.0117146745, 0.013210367, 0.016096104, 0.0367668, 0.0049497597, -0.018797815, -0.017001808, 0.009174872, -0.018544566, -0.013224982, -0.03228234, 0.02691764, -0.04859654, 0.025601093, 0.048220072, 0.01373085, -0.0034879446, -0.029626166, -0.015274107, 0.020607147, -0.02772963, -0.012417197, -0.04417876, -0.040708255, 0.024488676, -0.042863037, -0.020218015, 0.04562178, -0.034273937, -0.00840335, -0.03774661, 0.044319224, 0.0014758818, 0.022370841, 0.039856326, -0.029473996, 0.03910316, 0.040447924, -0.0007119179, -0.0035655499, 0.04477152, 0.04605004, 0.008598946, -0.01642356, 0.0013333671, -0.04421345, 0.023761418, 0.011446964, 0.039520178, -0.0002444759, -0.02928394, 0.04514685, 0.03204033, -0.0044991486, 0.007319011, 0.031032074, 0.011815131, 0.044992577, -0.018880296, 0.00338912, -0.04664905, -0.033687852, 0.00393964, 0.00011752918, 0.0042988174, 0.035801638, -0.0005443692, 0.017432544, 0.017564427, 0.030562643, 0.0058459155, 0.007009398, 0.010760665, 0.039529312, -0.006176971, -0.026222695, 0.010293424, -0.02396871, 0.0015447624, -0.005565226, -0.014054798, -0.035045315, 0.04270855, -0.00539596, -0.010982372, 0.03485923, 0.02348281, -0.026777089, -0.039871395, -0.004794609, -0.044678617, -0.014896214)"
85,today,"(0.009721689, -0.03409891, -0.04623938, -0.018739251, 0.024697043, 0.056698646, -0.014939023, -0.014185453, -0.034749202, 0.044924274, -0.03350153, -0.015869884, -0.053270012, 0.02981498, -0.056240913, 0.020903673, -0.050181326, 0.039296217, 0.012403092, 0.026656704, 0.00091384223, 0.012822027, -0.049660362, -0.0027935696, -0.03291338, -0.054557122, 0.017658386, -0.012189405, 0.054497134, -0.029188795, -0.020861354, 0.017998563, 0.023875369, 0.021005135, 0.014386174, -0.023054205, 0.0113118645, -0.036877964, 0.019414263, 0.0058786813, 0.015893549, -0.024206223, -0.024339708, -0.017739281, -0.023035994, 0.030642156, 0.020531425, -0.034370057, 0.022456056, -0.03455013, 0.05266698, -0.0014682072, 0.03052443, 0.047762528, 0.01949468, -0.008257935, 0.027697468, -0.015316953, 0.034244552, -0.0387355, -0.023441527, 0.027711155, 0.014186528, 0.0132239815, -0.022904305, 0.052150026, -0.012612473, -0.011066639, -0.009225945, -0.029763965, -0.019332051, -0.0087847905, 0.00597592, 0.052299216, -0.057651993, -0.029548747, 0.00068293454, 0.018335342, 0.055325076, 0.039480913, 0.01616747, 0.008590397, 0.0012776509, -0.0063939113, 0.017403334, 0.057270467, 0.02794252, 0.019569725, 0.052911974, -0.024990706, -0.030015593, -0.0294219, 0.028039424, -0.016267544, 0.018624984, 0.033779155, -0.018017283, 0.021086168, -0.032538325, 0.039778974)"
86,Southwest,"(0.0029896114, -0.01983408, 0.017486405, -0.0293051, -0.005429382, -0.001688679, 0.027749673, 0.026507936, -0.0055412613, -0.047959145, -0.010342128, 0.03885368, -0.0258006, 0.020009695, -0.010620775, -0.036066845, -0.019211913, -0.015186404, -0.03932975, -0.05403138, -0.00491746, 0.0008940486, 0.014954336, -0.02158701, -0.0067458297, -0.004410738, -0.03195982, -0.023097932, 0.001444212, -0.02396044, -0.051268633, 0.0105478745, -0.027443139, -0.04227181, -0.017030438, -0.046938147, 0.042322733, 0.021098528, 0.04253453, -0.0032605869, 0.030138047, -0.033181537, 0.04306313, -0.01704356, 0.016616834, 0.001260843, 0.030942256, 0.017209172, -0.039421923, 0.047073897, -0.036882546, 0.03486834, 0.046039205, 0.013983663, -0.008521171, 0.015470328, 0.0062669083, 0.02883069, 0.041288383, -0.0269667, 0.030527586, 0.033569124, 0.00086854585, -0.02738146, -0.002178572, -0.05155772, 0.012183841, -0.017651703, 0.034045115, 0.028554894, -0.0440162, 0.021068314, -0.0012913742, -0.041761436, 0.021990258, -0.021048857, 0.032931976, -0.035928525, 0.023641506, -0.03642808, 0.037266877, -0.025179945, -0.03216194, 0.019454746, -0.029376661, -0.048314437, -0.040976074, 0.01212853, 0.043136615, -0.0075446814, -0.03461438, 0.016629914, 0.030813618, -0.044029783, 0.007491149, 0.018535662, -0.039786305, -0.008352432, 0.046905097, -0.008864385)"
87,operate,"(-0.032042902, 0.015215614, -0.019768704, -0.02684419, 0.007652651, 0.0066594994, -0.05467578, -0.019453393, 0.04883616, -0.05192441, -0.0071629104, -0.020621466, -0.010609235, -0.010205678, 0.021078503, -0.0126358885, 0.043591425, 0.009827919, -0.00047379296, 0.03944881, -0.032770727, -0.022158846, 0.043493617, 0.0053016976, -0.014480607, -0.021944262, 0.060134884, -0.03187077, 0.0073783714, -0.05437788, -0.0058768345, -0.016540028, 0.036387917, -0.054847155, -0.03177512, -0.04813893, -0.027131256, 0.00036778802, 0.05156313, 0.024549678, -0.028627874, -0.055946004, 0.0042378027, -0.035595626, 0.016075673, 0.014985097, 0.0051125055, -0.027683428, 0.046515666, -0.035537206, -0.051834855, 0.03183002, 0.00037916203, -0.009037008, 0.045958832, -0.005057936, 0.021164788, 0.030261736, -0.008540468, 0.061003115, 0.039256833, -0.000524373, -0.0052629923, -0.018071715, 0.0054301405, -0.049694326, 0.032639746, -0.016507948, 0.03190518, -0.03082804, 0.022081515, -0.024525996, 0.050817005, -0.008198484, -0.02098607, -0.017646374, 0.019522255, -0.008385273, -0.052736815, 0.035982713, 0.005980946, -0.0063779927, -0.060959224, 0.012225831, -0.017308079, -0.022068314, 0.030937245, -0.030370522, -0.021257142, -0.014706047, 0.024853213, 0.057897676, 0.042793345, -0.019276278, -0.056603823, 0.028584149, -0.01737838, 0.037364896, -0.002741201, -0.034155417)"
88,havoc,"(-0.02587231, -0.060155876, -0.019709727, 0.025872199, -0.0045571905, 0.005978951, -0.03288027, 0.032369796, -0.014685045, 0.0076111187, -0.0023200985, 0.022103254, 0.057840742, -0.033475194, 0.020414107, 0.04688326, 0.01733786, 0.0031711883, 0.00023314053, -0.026437774, 0.02843288, 0.0018584911, 0.021918941, 0.023475757, -0.016091123, -0.0037979453, -0.020351173, -0.044733565, 0.0063331183, -0.024739718, 0.024955152, -0.041663446, 0.021435352, 0.00067982264, 0.031311493, -0.005718884, 0.061856218, -0.011069535, 0.048967127, 0.044344015, -0.058836468, -0.025392612, 0.033278815, -0.017723693, 0.020629685, 1.50712185e-05, 0.046966255, -0.004522304, 0.0446742, -0.023611907, 0.008269003, -0.0028008244, 0.0063221133, 0.017844936, -0.034021977, -0.03485906, 0.03229369, -0.020868288, 0.043723002, 0.049894717, -0.010757724, -0.046885252, -0.0006196647, 0.021351812, -0.00652153, -0.049028337, 0.013351173, -0.0034304215, -0.01691263, -0.01596753, 0.030086512, -0.05051204, -0.014099212, 0.02311942, -0.028032746, -0.034432985, 0.0009725288, -0.04030353, -0.039281096, -0.04772385, 0.019093731, -0.035323754, -0.015340464, -0.028572325, -0.0069271596, -0.019430434, 0.01814614, -0.04146314, 0.027259514, -0.00068619655, 0.054008003, -0.031194447, 0.054316707, 0.03882531, -0.04464338, 0.050991975, -0.0009631326, -0.029692192, 0.06142282, 0.02465385)"
89,Tropical,"(-0.025439356, 0.02530734, 0.026564058, 0.03858558, 0.037756637, -0.031397536, -0.051178835, 0.039770886, 0.004366372, 0.0009999964, -0.010021688, -0.047790892, 0.027429426, -0.051335726, 0.027238525, -0.027659066, -0.018110057, 0.033782847, -0.025865072, 0.0077805817, -0.052435536, 0.002558348, -0.007258766, 0.011241109, 0.034008052, 0.043414857, 0.01884017, 0.0038937628, 0.012234984, 0.0031326888, -0.058675982, -0.0061243232, 0.04433852, -0.010070003, -0.01574815, 0.008002094, -0.006273063, 0.0038773045, -0.028076455, -0.0013798019, -0.015497577, -0.05493526, -0.050966714, -0.02722967, -0.014645741, -0.023988573, -0.005458211, 0.041615713, -0.0020972646, 0.009483377, -0.049489982, -0.008824841, 0.035698436, 0.026635695, 0.046646588, -0.0284493, -0.025661781, 0.017325802, 0.032545835, 0.022730572, -0.004825933, 0.021790633, -0.0412539, -0.011690303, 0.03234868, 0.014963702, 0.029507788, -0.0013006676, 0.027431821, 0.028790867, 0.0074772793, 0.016000418, -0.020763705, 0.029330185, 0.036511913, 0.027905285, -0.039271735, 0.031107819, 0.03131794, -0.02313738, 0.019363822, -0.011615111, -0.046654858, 0.023512967, 0.029418034, -0.044262495, -0.002902822, -0.041269608, -0.032651022, -0.042705566, 0.022283038, -0.009934049, -0.011913039, -0.030687893, -0.028648945, -0.0100340005, -0.047995463, -0.0073880907, 0.032650515, -0.012669969)"
90,Areas,"(0.018263303, 0.04553382, -0.007187361, -0.0034165494, -0.021406736, -0.04846562, 0.012526772, 0.044557646, 0.041995548, -0.011115061, -0.0008792586, 0.022012379, 0.031220045, 0.058067977, 0.0101405075, -0.02644158, 0.028949516, 0.012993121, 0.04195149, -0.02378952, 0.02931627, -0.002921704, 0.013302546, 0.0038430148, 0.0063569434, 0.0028208946, -0.035656262, 0.020313362, -0.0477167, 0.02022401, -0.041138895, -0.0018379024, 0.03224904, -0.03489596, -0.048646342, -0.04233062, 0.050937872, 0.020831045, 0.025172988, 0.041542668, 0.027607271, -0.027044121, 0.019009892, -0.031213429, 0.025797693, 0.012383283, 0.013132898, -0.01470656, -0.0012872161, -0.027001146, 0.043163013, -0.041106757, -0.012934486, 0.01070274, 0.0044792625, -0.05451928, 0.011326055, -0.018925799, 0.049596656, -0.003587734, -0.040552437, 0.0054957643, -0.031396147, -0.034649488, 0.0466501, 0.03025326, -0.03522686, -0.026654536, -0.020651616, 0.027772194, 0.03736136, 0.0017990264, 0.025347326, -0.03400832, -0.031205436, 0.014907837, -0.025488142, -0.026195504, 0.004115998, -0.03585288, -0.021745909, 0.035410643, -0.0066813845, 0.0015371908, 0.022753319, -0.0368277, 0.014815628, -0.032222055, -0.042827163, -0.036239218, -0.020463591, 0.018853158, 0.0499009, 0.012692436, -0.030386716, 0.044858295, -0.02334326, 0.034600113, -0.005560361, 0.015676415)"
91,like,"(-0.011218759, -0.04274354, 0.013168624, 0.030127747, -0.045399424, 0.02180871, 0.014807528, -0.041603282, -0.028378373, -0.027462628, -0.016179496, -0.00050855376, 0.032671284, 0.030267254, -0.019052833, -0.021718703, 0.010783715, -0.03907269, 0.011038325, 0.05416889, -0.036318872, -0.031218063, 0.034021955, -0.013402968, 0.008213574, -0.011742047, 0.012183948, -0.011345775, -0.02842958, -0.015470629, 0.029286245, 0.054482464, 0.016505316, 0.020303292, 0.039803147, 0.013951931, -0.039462373, -0.012058132, -0.049771957, -0.00043308968, -0.0037576463, 0.022021435, -0.0108910175, -0.0065170457, -0.056948014, 0.023496652, -0.024070082, -0.007350289, 0.027185043, 6.153049e-05, 0.055892427, -0.0072087017, -0.022971228, -0.02073993, -0.015422417, 0.053589527, -0.028327513, 0.03092616, 0.01381648, 0.029521383, 0.01733862, 0.043791026, -0.039199587, 0.05732702, 0.012607506, 0.048744913, 0.002022315, 0.017903313, 0.011274154, 0.045155175, -0.011890068, 0.05361638, -0.030986534, 0.006990814, -0.05246183, 0.029193765, 0.040708266, -0.012549785, 0.045846827, 0.052907035, -0.044885233, 0.009977124, 0.014983868, -0.023023466, -0.03188946, 0.0011505295, -0.007308437, 0.049333, 0.016643228, -0.03676292, 0.006558403, 0.019271323, 0.018041315, 0.010046153, 0.0018869991, -0.0019934687, -0.029842425, 0.0033890326, 0.011990798, -0.04803449)"
92,manila,"(0.003336683, 0.021425253, -0.025816385, 0.013247503, 0.018893467, 0.03902712, 0.051412746, -0.03534332, -0.05118239, 0.0007379505, -0.032472514, 0.022727523, -0.04139436, 0.044988368, -0.027470807, 0.034184117, -0.013286042, -0.03876113, 0.014241086, -0.016847666, 0.021033097, 0.033787593, -0.053834025, -0.03370683, 0.030227434, -0.028827272, 0.03606018, 0.019356892, -0.024418429, -0.03841759, -0.00480702, 0.04160861, -0.025002591, 0.042040173, 0.029747408, 0.025986487, 0.027468491, -0.044809896, -0.023776587, 0.029878423, -0.024525927, -0.024902984, -0.033327136, -0.009031558, 0.026744757, -0.038836967, 0.012255972, -0.032786228, -0.043176033, -0.033090405, -0.030195886, -0.044119988, -0.03921162, -0.004212565, 0.002394859, 0.03270418, -0.05004778, -0.009825905, 0.0024475888, -0.04323233, 0.0061940956, -0.0195418, 0.03551221, -0.0042502205, 0.030871214, -0.03902331, -0.0014811781, -0.047626063, -0.0295777, 0.030960659, 0.0320272, -0.034661192, -0.0066752955, -0.02010526, -0.05630587, -0.05035084, -0.02694939, 0.057724304, -0.007873128, -0.008973329, -0.051151995, 0.057687607, 5.492242e-06, 0.027037898, 0.030339662, 0.026500765, 0.0060563073, 0.007876644, 0.013811467, 0.011666218, 0.041111965, 0.0054065576, 0.018297344, -0.03729488, 0.04405626, 0.032146223, 0.03630182, 0.012542048, -0.015093049, 0.041201074)"
93,mandatory,"(0.0349079, 0.035115786, -0.037238657, 0.019923352, -0.0319766, 0.008002866, -0.03705663, 0.024015909, 0.029949725, 0.02951399, 0.0046991515, 0.041387882, 0.021083929, -0.036766957, -0.008436255, 0.0043962053, 0.03204634, -0.039993454, 0.00041605506, -0.022861402, -0.01019414, 0.050964467, 0.002190567, -0.0028623042, -0.031800453, -0.008493993, -0.029661417, -0.020808853, -0.0062283226, 0.043144897, 0.028372176, 0.038875934, 0.047510114, 0.01591613, 0.009202104, 0.04049255, 0.015357711, -0.05328128, 0.030898446, 0.011499953, 0.022477109, 0.045082998, -0.025700042, 0.034774046, -0.05734834, -0.009472232, 0.019772837, -0.03729899, -0.056230526, -0.01030567, -0.00209967, -0.057976946, 0.01973764, -0.017930804, 0.008468429, 0.050523225, 0.028630435, 0.00057708053, 0.023708884, -0.010680773, -0.012055587, -0.005761355, 0.002838535, 0.0044713733, 0.038718954, 0.004273989, -0.040746555, 0.0066529154, 0.039054785, -0.036750507, 0.06039638, 0.0022476555, -0.03607332, 0.047328483, 0.021700466, -0.035939306, 0.02752875, 0.051026244, -0.03129822, 0.0432177, -0.0051648314, 0.029195148, -0.037364382, 0.00895912, -0.044376176, 0.05922085, 0.030034112, -0.022834979, 0.01487246, -0.020002404, -0.029202187, 0.0013349117, -0.012916711, -0.041036554, 0.009786329, -0.0077665867, 0.032013018, -0.059265576, 0.010700883, -0.04189874)"
94,town,"(0.049112406, -0.03693694, -0.03203062, -0.02036804, -0.0020584092, -0.037789036, -0.04769634, -0.019082999, 0.01950914, 0.017605726, -0.040478192, 0.04447372, -0.015505683, -0.04077909, 0.048670005, 0.006176889, -0.022735192, -0.023191547, 0.019025836, -0.0386302, -0.011428855, -0.013753105, -0.038833022, 0.027666423, 0.02278686, -0.04230802, 0.048491273, -0.009952404, 0.012710359, 0.022123586, -0.016144026, 0.03757945, 0.0021493807, -0.032409478, -0.0041329972, 0.038576137, 0.040892635, -0.012909234, 0.015771639, 0.043255236, 0.041189503, -0.02346232, -0.041755058, -0.042889763, -0.03859662, -0.035232235, -0.010601737, 0.021861363, -0.04849291, 0.0139593, 0.030519318, 0.04003649, -0.009907413, -0.012479592, -0.007601857, 0.02013788, -0.03710425, -0.04136492, 0.02065121, 0.044237737, 0.012428798, -0.01984079, 0.016751196, 0.02953576, -0.0033457167, -0.04931438, 0.018684689, 0.030495558, -0.023189152, 0.011215068, -0.0004500635, -0.048954703, -0.01271496, 0.028008942, 0.010747623, 0.036402676, 0.0006793849, -0.03859421, -0.046428468, -0.0068026893, 0.023385797, 0.04830933, -0.02641424, -0.029676652, -0.01987039, 0.03764422, 0.004371356, 0.034977045, -0.007645797, -0.005342804, -0.027243674, 0.021719608, 0.0397307, 0.032981303, 0.027901564, 0.020813908, -0.03998349, -0.0047336705, -0.019847786, 0.032156598)"
95,Traffic,"(0.04195442, -0.0365775, -0.0054870457, -0.052054584, 0.03286878, -0.01204265, 0.0011977478, -0.0040442133, -0.012777117, -0.049655274, -0.036351636, -0.016871028, 0.002441281, -0.016531402, -0.037612483, -0.018180888, -0.011420611, -0.051762454, 0.02888782, -0.040792856, -0.050266165, -0.026444254, 0.04579513, -0.02482973, 0.02689085, -0.031912275, 0.05838375, 0.01157186, 0.010810184, 0.008220248, -0.05692868, 0.01872393, 0.036866978, 0.014240702, -0.053381987, 0.012994755, 0.009946323, -0.009455103, 0.016515104, 0.009519833, -0.04975339, -0.010601546, -0.039838668, 0.012746335, 0.03944541, 0.04672943, -0.021926193, -0.01905757, 0.008869679, 0.035141014, -0.03865939, 0.04340591, 0.033742532, -0.05042884, 0.017222498, -0.030242825, -0.01186989, -0.00987345, 0.019244352, 0.04303931, -0.0066189584, -0.03490678, -0.009289845, -0.021199768, 0.029282976, 0.025019651, -0.010491246, 0.033525966, 0.01075302, -0.057758592, 0.026765214, -0.006173322, 0.0064334422, -0.0033323518, 0.05037992, 0.050503056, 0.03129979, -0.031882565, 0.016546868, 0.009758386, -0.005842468, -0.05544086, -0.031880505, 0.033044584, -0.010214789, 0.011134092, 0.0061477087, -0.054131594, 0.03985139, 0.0153606115, -0.022050569, 0.039096583, 0.026648352, 0.026431898, -0.007323749, -0.029566485, 0.01713177, -0.015443374, 0.051355105, 0.0035262767)"
96,01/16:16,"(0.032055166, 0.04522467, 0.046581294, -0.019281244, 0.014431346, -0.026694192, 0.010818519, -0.009263076, 0.0074162595, -0.007787276, -0.04059421, -0.048966885, -0.011508752, 0.022806201, 0.027983557, -0.049803138, 0.016464148, 0.032414224, 0.034441058, -0.0328959, -0.004529737, -0.03275788, -0.025556494, 0.032813717, 0.038780186, -0.0049184076, -0.034553874, -0.03671795, 0.035192106, -0.030381143, 0.03722879, 0.04147624, -0.006754577, 0.013631787, -0.01291411, 0.017705444, 0.009806752, 0.027084421, 0.029080298, -0.045021128, 0.009193193, 0.019332375, 0.0028839223, -0.010659825, -0.00351312, -0.03495382, -0.009446751, 0.01565424, 0.020490434, -0.00053914636, 0.042314377, -0.013126396, 0.012112655, -0.021627475, -0.0060841665, -0.032976687, -0.041110802, 0.019317891, -0.038473725, 0.038779628, -0.015039362, -0.028170157, -0.023028303, -0.026703287, -0.030551339, 0.020729747, -0.026673758, -0.0028256178, 0.035515074, -0.014997911, 0.032590713, 0.027883958, 0.0034174435, 0.033586707, -0.041720677, 0.013672639, 0.033551205, -0.0044980273, 0.028631661, -0.046022225, -0.036187828, 0.038613465, 0.014992882, 0.020142082, -0.0071795695, -0.0048872605, 0.023308728, -0.023633754, -0.022080744, 0.031547908, 0.043277536, 0.008913517, 0.021532644, 0.049504403, -0.00084321573, 0.04301287, -0.043098487, 0.03752767, -0.010335397, -0.023076404)"
97,SOME,"(-0.004466045, -0.047864407, 0.004069589, -0.023912385, 0.0019986217, -0.042627156, 0.037190244, -0.037540056, 0.045091663, -0.009190883, 0.032448918, -0.01363095, -0.034342412, 0.004831724, 0.051735148, -0.021172483, -0.03299865, -0.006038863, 0.0073224567, 0.026226282, 0.010659116, -0.03932425, 0.027894903, -0.022495968, 0.018388985, 0.008754152, -0.034641672, -0.0013226117, -0.00023737177, 0.017888565, -0.009574812, -0.026379732, -0.027387757, 0.035327807, -0.005104279, 0.009357113, -0.027443154, 0.010471282, 0.03564897, 0.050725706, 0.024858154, -0.01564534, -0.04427393, -0.059977148, 0.0026711002, 0.030455261, -0.033532854, 0.03956957, 0.02960318, -0.00032652426, 0.00029077224, -0.009761095, 0.038192775, 0.036503017, -0.033581167, -0.042953137, 0.0343656, 0.03539128, -0.037703417, 0.043836087, 0.055833206, 0.016823977, -0.004489477, -0.029623333, -0.040260985, 0.038543813, -0.037556693, 0.042303532, 0.0030403328, -0.037867617, -0.03451008, -0.060368445, 0.041038252, -0.030415243, -0.004328407, -0.028361265, 0.008550712, 0.014784422, -0.024781551, -0.0012554689, 0.029178431, 0.012782205, -0.043030474, -0.008270794, 0.050738104, -0.006670236, -0.022340126, -0.033346105, -0.051351648, 0.0062618544, 0.053126816, -0.017816966, 0.0073839226, -0.024167009, -0.01603885, 0.051450185, -0.038744368, 0.05317256, 0.059081674, 0.012713473)"
98,dost_pagasa,"(-0.033787537, -0.03588639, -0.0029982727, -0.05185245, -0.00930713, -0.036688704, -0.046628986, -0.018485403, 0.0018004293, 0.016176138, 0.03379396, -0.020761028, 0.011570882, -0.018148897, 0.038203657, -0.0016939405, -0.019796025, -0.0059833666, -0.036533523, -0.037869986, -7.736216e-05, -0.000591221, -0.012977143, -0.027481385, -0.0329122, -0.01918724, 0.030423796, -0.050475672, 0.017509077, 0.01230663, 0.0183585, -0.012992572, 0.050644416, 0.01596901, 0.0026771212, -0.039100386, 0.013338361, -0.037545625, -0.004836224, 0.029772447, -0.01479869, -0.042618573, 0.014711989, -0.032814234, -0.02956171, -0.013006125, 0.03368671, 0.03414313, -0.01788948, -0.030468373, -0.028187195, 0.021137701, -0.034684274, -0.026020698, 0.04448868, 0.020361645, -0.038036596, 0.010646342, -0.02798095, 0.049359404, 0.04291538, 0.039841183, -0.011240918, 0.03567186, 0.00941514, -0.022087803, -0.021449871, 0.04109, -0.052233778, 0.0075631733, -0.016400184, -0.01190139, 0.0027592818, -0.011987906, 0.016353644, -0.041541405, 0.023179445, 0.04306072, -0.0075496286, -0.025908427, -0.009182705, 0.03162903, -0.030451385, -0.0014686012, -0.038174774, -0.015784338, 0.034186043, 0.020433621, -0.014808613, -0.008785037, -0.02300629, 0.034369882, -0.020894943, -0.04075242, -0.034751974, -0.030527202, -0.057596266, 0.011147319, 0.020288246, 0.03249522)"
99,power,"(0.0052488074, -0.0020932667, 0.020893339, 0.009678923, -0.0039954185, 0.00562682, -0.015077602, 0.04804087, -0.0305125, 0.018758189, 0.018028822, -0.003005933, -0.009696115, 0.008281838, 0.046951566, 0.025046099, 0.010461353, -0.030130243, 0.02971505, -0.043926597, 0.0058863647, 0.018413652, 0.011755228, 0.031521644, 0.002448488, 0.02625985, -0.009144355, -0.01616951, -0.0015734546, -0.04224087, -0.04385377, -0.047728527, 0.023038257, -0.017457891, -0.0060000904, -0.0053481683, -0.019759512, 0.026139129, -0.011791576, -0.038681258, 0.045373034, -0.0059576035, 0.010118555, -0.03292452, -0.006642293, 0.006643571, 0.021838073, 0.011562895, 0.0050239787, -0.011872638, 0.01147275, -0.014266111, 0.03857467, -0.045205094, -0.036085226, -0.03031776, -0.04879575, 0.004265569, -0.007215105, -0.041246902, 0.0148031, -0.017803885, -0.028415943, 0.00539751, -0.02831701, 0.02004521, 0.0046766177, -0.04390217, 0.01782732, 0.02115177, 0.038428295, 0.00629773, 0.040374707, 0.02735636, 0.04344136, -0.032510675, -0.0030499585, 0.02013341, 0.003030587, 0.0016969554, -0.037460923, -0.026104212, -0.04420302, 0.021447767, -0.023057615, 0.016681682, -0.02886138, 0.0029638894, 0.016444746, -0.036425747, 0.0137007125, -0.042515885, -0.039409317, -0.046366584, 0.025981318, -0.04624908, 0.014320504, 0.013748061, -0.031801596, -0.031544387)"
100,crew,"(0.0013750071, -0.06373514, 0.055092543, -0.029960323, -0.02229703, -0.0004993599, -0.052711327, -0.02947952, 0.014297094, 0.036525685, 0.042929262, -0.05006995, 0.038467295, 0.030030675, -0.03672434, -0.03490898, 0.04013621, -0.0482671, -0.013834413, -0.009898154, -0.04164056, -0.0071866806, -0.0058384463, -0.0050061406, -0.0018324931, 0.026058955, 0.02403513, 0.032858074, -0.051973928, -0.032514647, -0.02834311, -0.058344997, 0.0039932616, -0.030136418, -0.030639498, -0.03490829, 0.048906974, 0.060377777, 0.052793417, -0.038262896, 0.004543559, -0.0015969662, 0.022219656, 0.040065065, -0.0052499124, -0.014307929, 0.055620287, 0.0001731854, -0.028497532, -0.022594769, -0.05870615, -0.0034314876, 0.030033404, -0.021335645, -0.022597292, -0.045303266, 0.037590656, 0.046660222, 0.02183525, 0.0028654528, 0.037008017, -0.0380418, -0.011873687, -0.009748309, 0.050988045, -0.04364392, 0.032652304, -0.0239355, -0.05071999, -0.024691124, 0.04276296, -0.008285546, -0.014071556, -0.027339173, 0.015108863, 0.022040518, -0.01597065, 0.013096124, 0.0026291364, -0.015374909, 0.030172555, -0.04422392, -0.04887524, -0.059025716, -0.0051419316, -0.05381482, -0.036331523, -0.05386544, -0.030507911, -0.04941939, 0.004741382, 0.022836136, 0.044924773, 0.046001803, -0.0026049877, 0.021968665, 0.033451654, 0.030184599, -0.025133986, 0.039465066)"
101,cycloneupdate,"(-0.012191951, 0.0471686, -0.019041527, 0.029950295, -0.045350946, 0.035191704, -0.03303187, -0.030138766, -0.039672054, -0.021867633, 0.020152453, -0.042280354, 0.016572367, -0.029418528, -0.030074645, 0.016269457, 0.043692913, 0.014979724, 0.036565628, -0.031401157, 0.042597245, -0.028725779, -0.027960027, -0.039442766, -0.026820589, -0.049120106, -0.046256304, -0.020730866, 0.01845565, -0.017760538, 0.037021164, -0.0256868, 0.0072428957, 0.0030906796, 0.004651498, 0.024176601, 0.021174517, 0.0008194335, 0.028784517, 0.0071788915, 0.007628631, 0.049702678, 0.03370409, -0.035623334, -0.04981747, -0.005012475, -0.037019767, 0.016629424, 0.032904755, 0.0073988065, -0.019869233, -0.01741935, -0.014270939, -0.032235146, 0.015636865, 0.038713645, 0.03078952, 0.047756743, -0.04693642, 0.016033161, 0.032236088, 0.014121141, -0.03131248, 0.04599682, 0.025289867, -0.018054415, 0.0017114282, -0.0064245947, -0.028968347, 0.01766986, 0.031752776, -0.028988982, -0.038647912, -0.047989465, 0.033856783, -0.03372103, -0.033836186, -0.0032597557, -0.034996904, 0.04074267, -0.04823177, 0.031647753, -0.040121842, -0.012109578, 0.02719779, 0.0016386621, -0.0060675256, 0.032987308, 0.018361282, -0.02470131, 0.014149036, -0.01754924, 0.026710417, -0.012618113, -0.03576243, -0.047413148, -0.031614147, 0.048159767, -0.04306201, 0.042965952)"
