,Words,Vectors
41,2,"(-0.0050175563, -0.042078532, -0.032550946, -0.030030096, 0.04844496, -0.007397186, 0.043179404, 0.028463278, 0.012053631, -0.036214054, -0.009852994, 0.039755885, 0.031955134, -0.0144147165, 0.042378988, 0.013942767, 0.0010065436, -0.042381205, 0.0014048815, 0.0059009567, 0.01055913, -0.030736757, -0.04823455, -0.040472247, -0.026896728, 0.011814833, 0.015984569, 0.028841961, -0.047083307, 0.0023247227, 0.04668912, 0.036250245, -0.028114725, 0.0021797307, -0.039538622, 0.040841628, 0.021267626, 0.015362825, 0.04239044, 0.010216761, 0.034973968, -0.028866673, -0.03758787, -0.010610066, 0.03382354, 0.031320933, 0.028838087, 0.028703343, -0.01904806, -0.04533844, 0.04056475, -0.012586117, 0.019814495, 0.025313292, -0.013595592, 0.047796454, 0.040428724, -0.03341309, 0.0025236718, 0.042376164, -0.015267335, -0.01759373, -0.020604348, -0.04374658, 0.046803188, -0.016886018, 0.0143294595, -0.019094003, -0.02483492, 0.039309416, 0.04880737, 0.038904097, -0.03615854, -0.048029877, -0.031724155, -0.039943863, -0.025509655, 0.027047265, -0.030469239, -0.025211299, -0.037987005, 0.045454953, 0.04878707, -0.048402835, 0.017982338, 0.047514904, 0.0006467812, -0.014285959, 0.0001369007, 0.024143193, -0.035001624, -0.041069232, 0.030348588, -0.047538545, -0.004833542, -0.03603809, -0.036360882, 0.016631436, 0.03453486, 0.038490478)"
42,EFE,"(0.005377829, 0.0068166964, -0.0014589429, -0.0033747777, 0.030203369, 0.02001724, 0.016023409, -0.035573304, -0.030300427, 0.042036925, 0.003257893, 0.0033598319, -0.034046255, -0.04175373, -0.03910177, 0.036483776, 0.015299287, 0.04242063, 0.03273951, -0.022721624, -0.039417874, 0.017120209, -0.04296216, -0.049536683, -0.02427013, -0.008185305, 0.0029975176, -0.027279843, 0.02421299, -0.021646285, -0.02853328, 0.006922625, -0.009919237, -0.008859791, 0.024421465, -0.047542263, 0.015635502, -0.0103294365, 0.0052699447, 0.027986158, -0.041959405, -0.018464137, -0.044068065, 0.018887173, -0.041883003, -0.041484762, -0.019644989, -0.0028501041, -0.039216388, 0.01615775, 0.023924302, -0.030513514, -0.0008503683, 0.040659714, -0.007358812, 0.038133215, 0.0103114955, 0.033174608, 0.017743293, 0.031498563, 0.012540784, -0.044309713, 0.029495668, -0.028637767, -0.025138557, 0.00097421557, -0.027848518, -0.04404354, -0.02291677, -0.038114466, 0.032293472, -0.04603821, -0.015091252, 0.039418567, 0.039447162, -0.039164007, -0.03915242, 0.029935803, -0.040427603, 0.009950317, 0.0152007975, -0.019602776, -0.022439515, -0.01678785, -0.013745498, -0.0064115524, 0.044971634, -0.03213506, -0.021989906, 0.00011051819, 0.018830668, -0.034694422, -0.04020505, -0.047991253, 0.02569623, -0.026019668, -0.013201226, 0.046378363, 0.012064338, -0.020184005)"
43,Hong,"(0.0075932853, -0.019917, 0.036070336, -0.036396146, 0.034197334, 0.015342902, 0.028938655, 0.020963158, -0.015683103, -0.01178702, -0.0074815154, -0.045541048, 0.0439328, 0.015103947, -0.021631634, -0.008961797, 0.012254119, -0.02220179, 0.00093404204, 0.03315628, -0.025623297, 0.044557903, -0.036599625, -0.039327692, 0.013725493, 0.034359846, 0.040059935, -0.006131422, 0.03595208, 0.017523479, -0.02497046, 0.007868707, -0.021841658, 0.04367465, 0.021733318, -0.034513034, 0.038981084, -0.0279323, 0.044200588, 0.036537293, 0.049143326, 0.00730573, -0.04465213, 0.025550213, -0.036371313, -9.3948096e-05, -0.031022573, -0.0494076, 0.013645384, 0.0168715, 0.0064017996, -0.012479164, 0.014420476, -0.0047901496, 0.047464933, 0.025789056, -0.041579615, 0.048110235, -0.014492381, -0.03491205, 0.033195447, 0.049789716, -0.02067349, 0.006027557, -0.031775616, 0.022492561, 0.047426376, -0.048654534, -0.045524504, -0.048032224, 0.014621351, 0.031805504, 0.039705243, 0.011272918, 0.044485774, -0.03520589, 0.006752871, 0.01867148, 0.005457282, -0.02139864, 0.020160425, 0.003554035, 0.04539044, 0.048222113, 0.023931358, -0.0011408329, 0.040380646, 0.019487228, 0.012509201, -0.020986844, -0.04310999, 0.0472777, 0.031432617, -0.04171554, -0.019201124, 0.019020628, 0.0027558208, -0.0468624, -0.04748868, 0.005395841)"
44,Indian,"(-0.03774958, -0.015703084, 0.012591887, 0.009137227, -0.037163712, -0.050831217, 0.018584639, -0.015584051, 0.027421128, -0.042477842, 0.01205218, -0.042354643, 0.032777455, 0.012896705, -0.011082153, -0.052218914, 0.026825283, -0.031372286, 0.03605868, -0.012636143, 0.0066532395, -0.034385942, 0.0046573975, -0.0147811, -0.04494787, -0.03245815, 0.0130526, 0.030845536, 0.0032767325, 0.055194978, 0.0051440885, -0.039430358, -0.020010717, -0.027913883, -0.008024963, 0.032423966, 0.028589584, 0.022491606, -0.04030488, 0.017950289, 0.044607855, -0.033460014, -0.018639611, 0.0085012335, 0.022530777, -0.013924128, 0.02655781, -0.044484187, -0.00023888718, -0.039466318, -0.05698989, -0.015474942, -0.05611874, -0.023657845, -0.016623078, 0.01572133, -0.010587988, -0.0351784, 0.027663143, 0.03200924, 0.008396194, 0.056269426, -0.015938079, 0.036649533, 0.023932356, -0.02463032, -0.009517873, 0.052663393, -0.029542709, 0.017617365, 0.041583873, -0.010615797, -0.051958058, -0.008895709, 0.028918933, 0.0167221, 0.040668603, -0.033373214, 0.037000265, 0.0046311473, -0.032313254, 0.047816027, -0.02009371, -0.036763836, -0.007639103, -0.017759401, -0.019493885, 0.009625808, -0.014011886, 0.025084447, -0.032050796, 0.016964152, -0.024806615, 0.0029750161, -0.0058080945, -0.034785334, 0.046245724, 0.02318315, -0.028304512, -0.008666417)"
45,SoulVultures,"(0.023561774, 0.030611282, 0.023264555, 0.016549401, 0.0369677, 0.048830926, -0.01818989, -0.029456204, -0.025784276, 0.046427146, 0.05482817, 0.023937512, 0.019137982, 0.042755947, 0.025355283, -0.0033212546, 0.012710522, 0.031910118, -0.04971253, -0.031433333, -0.031534243, 0.03569155, 0.004722502, 0.009644593, -0.035464756, 0.060597748, -0.034471907, 0.03850461, -0.04121345, 0.030833237, 0.012471259, 0.039446723, -0.01560941, -0.009506306, 0.046699524, 0.031453773, -0.054032993, 0.011190272, -0.055395324, 0.012814873, -0.052363586, -0.005458316, 0.009328989, -0.013299852, 0.035258986, -0.04857641, 0.013816048, -0.0056318664, -0.006331011, 0.03132939, 0.045781776, 0.013974939, 0.023123408, -0.012625681, -0.0011349026, 0.028686086, -0.032479342, 0.059810158, -0.05121009, 0.023319343, -0.019126747, -0.01774299, -0.0006543875, 0.02838851, 0.03037372, 0.036136277, 0.025817666, 0.0017482982, 0.039139327, 0.018748615, 0.018727437, 0.005363525, 0.024118043, -0.036627624, -0.018142056, 0.048485577, 0.0042292355, -0.03582251, 0.013810255, -0.033039972, -0.005278448, -0.05461417, -0.0010105851, 0.031147908, 0.0077953357, 0.050169162, -0.011574509, -0.03689023, -0.04901299, 0.05433513, -0.016597396, -0.03061782, -0.0005735986, -0.024381205, 0.042299516, -0.04840397, -0.056720972, -0.032022197, 0.01659523, -0.02756752)"
46,RT,"(-0.045727625, -0.034491997, 0.024655575, 0.024276858, -0.03459825, -0.012625779, -0.05401972, 0.048899647, 0.008475513, -0.0172549, 0.005650191, -0.018487822, 0.008797261, 0.0003659998, -0.0005730437, 0.05427459, 0.033608194, 0.0036545016, -0.06157843, -0.030082345, 0.04265851, -0.013261624, -0.0060387333, 0.03883344, 0.023152804, -0.0119799385, 0.028738445, 0.05412828, -0.0149541255, 0.031040149, 0.064629234, -0.03570311, 0.0073721516, 0.024188275, 0.06174478, -0.029153874, -0.026128463, -0.011014413, -0.03435285, -0.00041780985, 0.024634266, -0.016807826, 0.03186583, 0.0051645325, -0.0413857, 0.019147856, -0.031774074, 0.01513102, -0.00076588034, -0.0013724269, 0.06040303, 0.045744173, 0.0018641254, 0.022250738, -0.026619513, -0.017535884, -0.022995431, 0.0027369997, 0.03242047, 0.0040801093, 0.059326537, 0.024349827, -0.04814554, -0.03369313, -0.027992267, 0.006957182, -0.028601918, -0.06162103, 0.026014308, -0.051613502, -0.039123803, -0.010574696, 0.038521208, -0.017217878, -0.0123280985, 0.027941631, -0.03420999, 0.04613238, -0.0025882204, 0.020572215, 0.0018197534, -0.002332515, -0.0054589566, -0.015296973, -0.0036635739, 0.040213987, -0.038178027, 0.012124949, -0.04007381, -0.035847742, 0.03368957, 0.01495357, 0.0031559411, -0.054082308, 0.061266486, -0.0643734, -0.028126853, -0.000921062, -0.045339894, 0.015438954)"
47,dead,"(0.025947798, -0.046438824, -0.03518291, 0.017241733, -0.03384218, 0.03559521, 0.023786522, -0.014599243, -0.019151296, -0.0057621244, -0.04317898, -0.028687226, -0.039768975, -0.033870526, 0.020799385, 0.008818879, -0.008544338, 0.038417004, -0.009783294, -0.015172324, 0.007921382, -0.00027422694, 0.0055114618, -0.016216412, 0.022521067, 0.013521198, -0.029725453, -0.0399735, -0.033804897, 0.032746073, 0.013344748, -0.012798512, 0.012439167, -0.03322276, -0.046263766, -0.040693212, -0.019807989, 0.024215136, -0.038315155, -0.043058645, -0.02166641, -0.013416647, 0.03828464, -0.019632341, -0.037886504, 0.029615898, 0.0033827787, -0.0009099999, -0.056991868, -0.013298728, -0.043829568, -0.05219654, 0.009309871, 0.029902939, 0.009455623, 0.02058778, 0.052813027, 0.04929339, -0.0028719513, 0.019271713, 0.045454673, 0.021856414, -0.03159956, -0.0059792004, -0.00940458, 0.023276823, -0.0068456, 0.008553136, -0.0035325245, 0.0012300992, -0.021915287, -0.047361646, -0.06494269, -0.026509304, -0.033013742, -0.009071211, 0.031826083, -0.01748635, -0.02566294, 0.0620282, -0.011191145, 0.009090207, -0.01314136, -0.010019359, -0.010596903, -0.0075899037, -0.029836668, -0.015886689, -0.041025713, -0.0073163607, 0.023894582, 0.045748733, -0.006468739, 0.019203331, -0.05152118, 0.016820965, -0.039786994, -0.04168208, 0.039373863, -0.0034878198)"
48,uncle,"(-0.0046911724, 0.018779997, 0.01690868, 0.011542298, 0.042018715, 0.026487064, -0.047888912, -0.036663733, -0.026099598, -0.0045204274, -0.018233787, 0.039070275, -0.0019907355, 0.00805334, -0.04936838, 0.028428186, -0.011001576, 0.038987663, -0.0034969933, 0.021721449, -0.021125913, -0.04357524, 0.037931774, -0.0088192, 0.03625008, 0.041084293, 0.022978332, 0.022363018, 0.031350795, 0.008527398, 0.03199706, 0.024870459, -0.036679875, -0.039095245, 0.04821917, -0.036553144, -0.02957884, 0.0336358, -0.03337419, 0.026700344, -0.007129263, -0.0057165623, -0.04843379, 0.023704458, -0.03379512, 0.02201065, -0.021747923, 0.0005495772, 0.017067205, -0.02388264, -0.049823653, -0.01243192, 0.012583923, -0.031974994, 0.046731364, -0.016281843, 0.04233812, 0.030041885, -0.033025585, 0.04814658, 0.04865158, -0.03169276, -0.013044752, -0.010756768, -0.011463724, 0.034138907, 0.040790584, -0.0359884, 0.04069859, -0.004175734, -0.0029686093, 0.012692843, 3.232807e-05, 0.006675612, -0.008358967, 0.041939247, -0.024270058, 0.0048950315, 0.048356626, 0.039092872, 0.013934586, 0.03734057, -0.04223738, -0.033927917, 0.004268836, 0.0125413425, -0.015492938, 0.0370891, -0.0050777197, 0.03123771, -0.028391851, 0.03682928, -0.016738366, 0.037590753, 0.024181496, 0.014582325, -0.027710749, -0.04645784, 0.047307443, 0.026581336)"
49,yr,"(0.011971705, -0.0133918375, 0.039204642, -0.03315738, -0.046792094, -0.01623888, 0.061684735, -0.03333434, 0.045142405, 0.018942421, -0.013960491, 0.027156012, -0.0018126433, 0.015197505, 0.057695255, -0.007946961, -0.022304073, -0.03095774, -0.025058579, 0.05532129, 0.037519682, 0.032415472, -0.009015886, 0.01247455, -0.0063761408, 0.011055785, -0.014157784, -0.051845893, -0.019936863, 0.035187237, 0.002556986, 0.016363574, -0.008779492, -0.014113239, -0.060983207, -0.023583231, 0.020827068, -0.022126235, -0.018081492, -0.02616845, -0.013005083, -0.047706954, -0.001473706, 0.0221171, 0.030002486, -0.005507421, -0.011045102, -0.04268006, -0.043170486, -0.05354483, -0.020840896, 0.03366866, -0.027917828, -0.0034914804, -0.029388936, 0.0051534376, 0.035744354, 0.03554522, 0.00047962746, 0.02565474, -0.04425467, 0.035243437, 0.027384315, -0.033116583, -0.0052955444, 0.006362808, -0.020852352, 0.06359682, -0.009885838, 0.0066191126, -0.021536618, 0.0290395, 0.005174159, 0.040185522, 0.04489926, -0.017506707, -0.047641985, 0.04560925, -0.027563121, 0.045718957, 0.021404693, 0.046446327, 0.030421572, -0.016962297, 0.038510546, -0.057202604, -0.024648642, 0.04026969, -0.032253176, -0.04850959, 0.04303328, -0.023269715, 0.048855532, -0.022697972, -0.049460348, -0.009516047, -0.0021121302, 0.0101702055, 0.039053127, -0.056864105)"
50,RTâ€¦,"(-0.057759758, -0.025313541, -0.038907062, -0.04006604, 0.018319396, 0.054653443, -0.0021098596, 0.0650838, 0.022381587, -0.01836869, -0.023591746, 0.021948634, 0.033932246, 0.012126715, -0.028361075, -0.011926901, 0.017847305, -0.04692596, 0.0050497134, -0.020844247, 0.025677573, 0.051634643, -0.0648366, 0.05976348, 0.044891164, 0.06265396, 0.004811673, -0.014664072, 0.00061637, -0.053191908, 0.022434743, 0.026112972, 0.021313163, -0.06345509, -0.02476598, -0.05385067, 0.02862962, -0.011195696, -0.021775087, 0.0027277367, 0.0116177555, 0.058706276, -0.05812652, 0.032801967, -0.018111682, -0.03822471, -0.030217873, -0.028085165, -0.058140524, 0.02997113, -0.009439061, 0.056570496, 0.0003307133, -0.067875795, 0.021987181, 0.0077702464, -0.04717434, 0.0060044145, 0.03080759, 0.008980094, -0.015539412, 0.022645181, 0.02805862, -0.021444893, -0.025674406, -0.058170207, -0.0353169, -0.0024683734, -0.0063970955, -0.029402617, 0.009045794, 0.055326175, 0.046226762, 0.0054127946, -0.059006795, -0.02008774, -0.0006775365, 0.0016464627, 0.021586524, 0.004180462, 0.010280202, -0.0014762713, 0.056435306, 0.040231597, -0.023070576, 0.008871852, 0.008582785, -0.035414647, 0.010906027, 0.058530238, 0.056647234, 0.019006543, 0.018104248, 0.023663003, 0.03688467, -0.009328516, -0.057486203, -0.044069085, -0.058639552, 0.034939922)"
51,RobDavis_Wx,"(0.01367173, -0.0038540252, 0.049306545, 0.009991039, 0.04437769, -0.025665855, 0.030054476, -0.008123446, -0.024900485, 0.03371877, 0.00435517, 0.027744662, 0.023164202, -0.04491489, -0.038880885, 0.03607169, -0.00175675, 0.02878182, 0.037474778, -0.021930922, 0.039832797, -0.026133453, 0.027555678, -0.0055022836, -0.03681959, 0.04423747, 0.029198412, 0.027715433, -0.013396572, 0.025439952, -0.04944166, -0.021505237, 0.027126025, -0.023135114, 0.018032048, -0.03595574, -0.046274185, 0.02562448, -0.026963318, 0.039156247, 0.0085016005, -0.034991372, -0.048362136, -0.004013192, -0.010201763, 0.038308535, -0.0028334036, -0.0011051521, 0.024871442, 0.04779544, -0.008966662, 0.017352294, -0.011923421, 0.013171803, 0.023633253, -0.018811895, -0.03227581, -0.04078442, 0.033372413, -0.038127232, -0.023466468, -0.018635202, -0.025908208, 0.02306578, 0.04971, 0.046697523, -0.047760513, 0.014025796, -0.04211098, 0.044091437, -0.016388249, 0.026440036, -0.046940565, -0.015295364, 0.04133028, -0.036501408, 0.015957598, -0.04696069, 0.03047761, 0.04559548, -0.049916543, -0.019189179, -0.048640776, -0.017521512, -0.03293202, 0.04967567, 0.0054559708, -0.0049524307, -0.012604106, 0.0066636316, 0.04249758, -0.02982217, -0.034951795, 0.0004194863, -0.022186661, -0.047812678, -0.045443177, 0.010641158, -0.032776464, 0.036219444)"
52,today,"(0.008888483, 0.028100755, -0.014194548, -0.045673575, 0.026746776, 0.011973262, -0.011317134, 0.034307625, -0.03290496, 0.02142078, -0.043064654, -0.03591752, 0.032744896, -0.008541513, 0.0055035353, 0.008829784, 0.010253213, -0.009498395, -0.009875201, 0.0015919693, 0.012315251, 0.03819165, 0.022937264, -0.031680085, 0.022915218, 0.03707314, -0.009863865, 0.030032251, 0.04839078, 0.037154127, 0.03631263, 0.0052126534, 0.037292074, 0.024760928, 0.03599609, 0.002897583, 0.029339995, -0.04441322, 0.04616947, -0.03759712, -0.022384917, 0.009062696, -0.019313741, -0.034768783, 0.027536068, 0.04978839, -0.032909155, -0.034904897, 0.028651658, -0.04805387, 0.020108033, 0.026004586, -0.0012337081, 0.035702292, -0.016931463, -0.025039887, 0.031924654, 0.0019682273, -0.02217914, -0.032440208, 0.013493683, -0.029133499, -0.038108695, -0.044273473, -0.016888298, 0.046051692, -0.007836342, 0.01807693, 0.004955601, -0.004245173, -0.04179758, 0.0017509833, -0.008341849, -0.009941947, -0.009004962, 0.012540389, -0.043795824, -0.03507056, -0.016095389, -0.012836672, 0.026994694, -0.03644936, 0.04050466, 0.03769138, -0.017996274, 0.040878642, 0.026563052, 0.02187178, 0.0031839497, -0.0016466491, 0.03309566, 0.04122064, -0.012042679, 0.00070597976, 0.042912696, 0.048707794, -0.040649246, -0.041046165, 0.019378994, 0.034961727)"
53,big,"(0.014698103, 0.048838302, 0.021407312, -0.016818725, 0.001082088, 0.04024447, 0.030377127, 0.052130066, -0.021553328, 0.004890382, -0.010094752, 0.013819563, 0.05651231, 0.042002838, -0.05205811, 0.042461507, -0.0396636, 0.0041156034, -0.043494824, -0.04901648, -0.010708878, 0.039981503, -0.027166022, 0.005619432, 0.0037299448, 0.016068123, 0.047526475, -0.02169639, -0.024048757, 0.025031963, 0.0030115054, -0.017164377, -0.050251525, -0.044875808, -0.005975188, -0.018007489, 0.0021694845, -0.052306406, -0.0012048366, 0.0028477525, 0.0050152773, -0.0016296287, -0.011764418, -0.027919246, 0.01589767, -0.050482664, -0.0098766545, 0.04610861, -0.026129846, -0.006350241, -0.038689602, -0.0038740563, -0.005432085, 0.033015344, -0.034368798, -0.03595591, 0.0045615914, -0.0180192, -0.052746326, 0.011143058, -0.033137146, -0.041321874, -0.055983752, -0.031503864, -0.017931832, 0.0048626442, -0.03655132, -0.0011967913, -0.022878848, -0.02979485, -0.05629971, -0.023155052, -0.00084760925, -0.05230139, 0.03350791, -0.01132718, -0.022966322, -0.0012010576, 0.012342887, 0.026035395, -0.019764861, -0.033213306, 0.045147665, -0.02025778, -0.009683654, -0.028389622, -0.003561468, -0.009200422, -0.04969135, 0.05188331, 0.00456472, -0.017414507, -0.014314, -0.05188596, 0.0389819, -0.04169187, -0.030395638, -0.022831066, -0.016782196, -0.008702131)"
54,NepalQuake,"(-0.014171902, -0.0028662037, 0.0018856917, 0.002253366, -0.043403815, -0.039533056, 0.032938644, 0.023248885, 0.06549348, -0.040681504, -4.138713e-05, -0.04722945, -0.07267086, 0.0001061882, -0.0025433018, 0.0012462279, 0.056374244, 0.047648896, 0.063256904, 0.00095550774, -0.051900614, -0.027293649, 0.035237316, 0.020009963, -0.06263368, 0.008694126, -0.013162889, -0.06410169, 0.023795335, 0.05946849, -0.013950856, -0.003721498, -0.011499885, 0.05136655, 0.004825226, 0.0396677, -0.024109714, 0.055983394, 0.065085, 0.0016835482, 0.021642009, 0.0061967294, 0.04746946, 0.045031223, 0.0129522765, -0.0027075838, -0.035625, -0.019065624, 0.048752457, -0.06297791, 0.014752241, 0.00051340665, -0.009859425, 0.043885797, -0.02677033, 0.013413461, 0.06678292, 0.06995199, 0.05432308, 0.04484661, -0.0018319421, 0.0012246999, 0.029933276, 0.027245594, -0.02191387, 0.05478061, 0.009620567, 0.0116186, 0.014945758, 0.029523954, 0.05816313, 0.017429851, 0.0047241757, -0.004047373, -0.0050902944, 0.0038604182, -0.04005138, 0.040972408, -0.0005462031, 0.06681092, -0.03220889, 0.012152763, -0.027922887, -0.052589085, 0.055829708, -0.01844851, 0.07260098, 0.029964883, -0.019861126, -0.023570703, -0.0634829, 0.047281828, 0.01529597, 0.002332105, -0.053996745, 0.01291828, -0.01206107, 0.07381966, 0.050813105, 0.02300472)"
55,Kong,"(0.033106163, -0.021615649, -0.035877626, 0.01441439, -0.025346573, 0.0040847706, 0.05194443, -0.06325125, 0.030004099, -0.017336624, 0.009698122, -0.012782231, 0.0007760841, 0.0011998978, 0.04373523, 0.032510757, 0.045326803, -0.019880341, -0.021300377, -0.004041759, -0.012982889, 0.032799862, 0.0022824379, 0.04114291, -0.010668919, 0.008466958, 0.038191594, -0.047412194, 0.030806314, 0.009861793, 0.030141436, 0.031262275, -0.022692269, 0.031319972, -0.0070090014, 0.035117187, 0.059877906, 0.053601928, 0.0028397057, 0.01683338, 0.054005057, -0.060191717, -0.0034712437, -0.051759206, 0.059490122, -0.04109792, 0.0063254256, 0.030763911, -0.023558268, -0.024828535, -0.0126245655, -0.003518429, 0.007796816, -0.022466656, -0.011564304, -0.05708811, -0.0042040297, 0.047588293, 0.009785993, -0.01440323, -0.0014579816, 0.06221762, -0.008039022, -0.005043598, 0.023550346, 0.038580015, -0.0054460648, 0.027298367, 0.03695726, -0.010761474, 0.05117281, 0.011698195, 0.03295321, 0.01058216, 0.055604666, 0.031452358, 0.03228404, -0.02134449, 0.053806894, -0.011665225, -0.03969948, 0.019310823, 0.046765935, -0.061585546, -0.010341916, 0.034402784, 0.0565495, -0.0043432033, -0.022830542, 0.032070782, 0.024775136, -0.007532459, 0.032979626, 0.03491894, -0.04178458, -0.04025739, -0.0021736617, 0.045245543, -0.009896181, -0.05160457)"
56,M,"(0.019156523, 0.027832566, -0.0072496026, -0.010969299, -0.014817489, -0.0016442578, -0.03641786, 0.035349056, -0.0031661126, 0.05741708, -0.0016083857, 0.055948585, 0.030156253, 0.05417675, 0.015558582, 0.0011014388, -0.020698829, -0.00217286, -0.026417855, 0.021019146, 0.006257449, 0.043022014, -0.045810763, 0.030049523, -0.0019595502, 0.045743838, 0.057511743, 0.03740653, -0.026122514, -0.052129813, 0.04716057, -0.024158431, -0.057775863, -0.059504062, 0.03388371, 0.0103712715, 0.020312665, -0.009789307, 0.030174859, -0.032341313, 0.028842632, -0.022357935, 0.0036336707, 0.035619184, -0.03641117, -0.027254943, 0.01961171, -0.02820495, -0.008092633, 0.026690988, 0.056774635, 0.02037494, -0.012992535, -0.057879522, 0.015447171, 0.05586855, -0.01989751, -0.004176967, 0.016432961, 0.023981638, -0.0032366812, -0.05142893, 0.02817696, -0.018736765, 0.023628354, 0.03192269, 0.008693657, 0.0311831, 0.033399444, 0.0083387615, -0.016535372, -0.0054615047, -0.022836048, -0.012724248, -0.056227844, 0.03620734, 0.04778842, -0.018306404, 0.013337073, 0.0283566, -0.029148538, -0.06319721, -0.021833654, -0.03251007, -0.03231514, -0.008869622, -0.060115892, -0.04463639, -0.022831475, -0.003450201, 0.06318775, -0.009839583, 0.04084018, 0.0008446514, 0.025482066, -0.025270946, 0.007322564, -0.021776158, -0.04576867, -0.023480631)"
57,quake,"(-0.03722789, 0.007476736, -0.023510063, -0.048670124, 0.037814643, -0.007230807, 0.031771827, -0.03839327, 0.004892003, -0.031785168, -0.031574033, -0.04289446, 0.019113991, 0.025595557, 0.02487402, -0.023563743, -0.004152607, -0.041804753, 0.03987116, 0.015284959, 0.00093571097, 0.009650111, -0.04854802, 0.0032642484, -0.011380315, 0.031129364, 0.038277175, -0.049667217, -0.04322597, -0.018564772, -0.017025124, -0.014580131, 0.007091224, 0.04708935, -0.047217645, 0.024287906, -0.015956461, -0.048454024, -0.047070336, 0.018234085, 0.021658156, -0.0023354776, -0.008334767, -0.023925519, 0.007903468, 0.046446268, -0.0073932037, -0.00072456524, -0.031276204, -0.020766592, -0.040881656, -0.046761658, 0.029936638, -0.04452281, 0.0005420819, 0.018189479, -0.034937013, -0.024820317, 0.041276503, -0.011744641, -0.0307063, 0.04913262, 0.015605416, 0.04474706, 0.045312453, -0.0012411699, -0.0059793703, -0.012363803, -0.024827434, -0.04398718, -0.016093932, -0.036456205, 0.020405006, 0.015240561, -0.018511426, -0.0076322556, -0.026355673, -0.020715548, -0.049323417, -0.028351044, 0.04099654, 0.03694511, -0.04657892, -0.04209249, -0.028806342, 0.012425043, -0.039381683, -0.025568558, -0.015117466, 0.002776064, -0.04965924, -0.0031043403, 0.047927465, 0.008701075, 0.0039876103, 0.018964816, -0.02855662, -0.033245817, -0.022964014, 0.028180506)"
58,7.4,"(0.013378383, 0.043874837, 0.018750567, -0.04975731, 0.020459589, 0.013407115, -0.012186818, -0.024519663, -0.011687275, 0.0022610927, -0.026623046, 0.03796845, 0.02363862, 0.030277818, -0.03953837, 0.02004117, 0.014736224, -0.048674043, 0.017174426, 0.0071555865, 0.0077174725, 0.031100897, 0.028281309, 0.05777982, -0.0063930997, 0.05044422, 0.043078415, -0.024960848, -0.04483219, 0.028188445, -0.001815272, -0.024971068, 0.030815136, -0.021267613, 0.038374647, -0.039032955, 0.025609853, 0.010628547, -0.024384577, 0.03001726, -0.015707571, -0.004947308, -0.02003794, 0.03535634, -0.0471556, -0.024814423, 0.05712952, -0.035469174, -0.030040307, -0.013494232, 0.035131913, 0.03215307, 0.058065988, -0.03315952, 0.037367906, -0.0026753356, -0.024134679, -0.022204794, 0.0039855284, -0.040993523, -0.0295408, -0.015997931, -0.007848364, 0.006116899, -0.021309419, 0.047746167, 0.009430317, -0.058129188, -0.046257418, 0.023343347, -0.047884032, -0.038462516, -0.03190127, -0.04345985, -0.016025385, -0.031214302, 0.026849909, 0.01151919, -0.03972622, -0.010088767, -0.008896695, 0.034110058, 0.026359268, -0.005127938, -0.0006068388, 0.051369205, 0.018878812, 0.01667111, -0.0022517855, 0.002284922, 0.027577884, 0.0035336784, 0.009209048, 0.013882246, 0.023935415, 0.008313522, -0.0025280544, 0.012284146, -0.054458234, -0.021258881)"
59,SW,"(0.039329026, -0.042152382, -0.021629322, 0.0062659867, -0.033239983, 0.019917298, 0.046123747, -0.026603436, -0.007071566, 0.022956137, -0.03689885, -0.038706113, -0.0353292, 0.025847722, -0.039744474, -0.038668312, 0.038529824, -0.020824647, -0.020859038, 0.045251023, 0.0143108405, -0.013430189, 0.011560954, -0.04410876, 0.032222044, 0.04966073, -0.009789705, -0.046521463, 0.012603726, 0.0043947473, -0.035723843, -0.046379473, -0.04416212, 0.031323876, -0.034787536, 0.042555127, -0.01451664, 0.036799256, -0.017291509, 0.0010825768, -0.010255493, -0.017338086, 0.030055646, 0.020970311, 0.037823502, 0.029618848, -0.007426657, -0.014855385, -0.03810674, -0.021009792, -0.020208037, -0.04958389, -0.011924315, 0.002047468, -0.009176433, 0.022244487, -0.017294072, -0.022457374, -0.014380515, 0.0114637725, 0.039811645, -0.005726088, -0.022397494, 0.014917601, 0.0014991984, 0.030990425, 0.046297576, 0.012373757, 0.04270554, 0.03172559, 0.04743326, -0.03284029, -0.028757513, -0.048503567, 0.048353795, 0.035178635, -0.018766046, -0.026600575, 0.03645562, -0.028191293, 0.007917859, -0.008072853, 0.014818501, 0.0015541203, -0.022890067, -0.022036327, -0.038532484, -0.042804312, 0.023736943, 0.02012216, 0.0014501922, -0.020736648, 0.005187344, -0.03671231, 0.008346498, 0.01825117, 0.01801354, 0.038922157, -0.029216839, 0.0024102554)"
