,Words,Vectors
37,person,"(0.007939506, 0.029067483, 0.00045107678, 0.01587424, -0.013697721, 0.046402086, -0.016877543, -0.034183405, -0.03399481, 0.01344255, 0.034920882, -0.048004914, -0.020218754, -0.012405254, 0.03953732, 0.029413234, -0.016355049, 0.028006975, 0.025149655, -0.04813973, -0.030751122, 0.030770529, -0.014909603, -0.047538556, 0.013728846, -0.010596789, -0.042720675, -0.02775128, -0.0019153953, 0.011824537, 0.0003513582, 0.031673443, 0.007299233, 0.033957135, 0.039502744, -0.015435554, -0.038701117, 0.03347114, 0.023939256, -0.037755467, 0.012922738, -0.019908953, -0.013540268, 0.018683206, 0.023832683, 0.038931575, -0.03541889, -0.021788074, -0.02801695, -0.03604462, -0.047461938, -0.04544587, 0.041756157, 0.01458374, 0.0336031, 0.027771953, -0.012932885, -0.04391111, -0.03591019, 0.036891256, -0.04893017, -0.043309033, 0.01182263, 0.022105876, 0.015543018, -0.036646497, 0.0047037825, -0.04550649, -0.033286534, -0.048008002, 0.008167706, -0.03706213, 0.0026845448, -0.031681024, -0.017945804, 0.019687865, -0.021358145, 0.0028848276, 0.039529707, -0.0466043, 0.0379234, -0.021149253, 0.04212377, 0.004205931, 0.02084503, -0.02320056, -0.0025968924, -0.031397976, 0.0050715804, -0.01737938, 0.026722822, -0.042890787, 0.042399574, 0.01814333, -0.0152955875, -0.012705315, -0.017179213, -0.0006406419, -0.03220742, 0.046991754)"
38,Nr,"(0.00645547, -0.028494883, 0.012967933, -0.04375819, 0.0352051, 0.043645117, 0.025189046, 0.033464517, 0.040354762, -0.03963672, 0.040559914, 0.039246965, 0.041935388, 0.01933838, -0.032352686, -0.0012344941, -0.04411459, -0.024961805, -0.032893598, 0.040684666, 0.0078024045, -0.044092666, -0.040010203, -0.006233562, 0.034451213, 0.0222896, -0.028333008, 0.031091284, -0.032038763, -0.046641003, 0.046480212, 0.049526248, -0.023316253, -0.017819274, 0.022703085, 0.017455447, -0.036272027, -0.030732417, -0.02568308, -0.04077246, 0.045933593, 0.017131094, 0.041799042, -0.049354028, -0.017528139, 0.014018599, -0.041310538, 0.029738832, 0.010386087, 0.02083436, -0.009592306, 0.040663708, 0.027361069, 0.029726472, -0.00076363236, 0.032700423, -0.029490078, -0.0016680732, -0.0022143945, -0.03629856, -0.018770004, 0.0042288676, -0.001752533, -0.029173851, 0.03664675, 0.005210899, -0.04463321, -0.020434892, -0.048968326, 0.015299108, 0.045615103, 0.046746816, 0.028744172, 0.04493059, -0.032783404, -0.021427095, -0.020448852, -0.026163936, 0.002514802, 0.015255664, 0.0035445802, -0.04230076, -0.020259548, -0.028821588, 0.045896735, -0.004693281, -0.026974607, -0.013664447, -0.049052943, -0.04125737, 0.042162064, 0.016220104, 0.04506347, -0.04663266, 0.03956387, 0.0066586845, 0.007772006, 0.017796028, -0.039590467, 0.047223616)"
39,train,"(-0.035510827, -0.021681285, -0.038852252, 0.0069712177, 0.041543495, 0.01117624, -0.027418304, -0.017126214, 0.048635785, -0.034827232, -0.0049630515, -0.022023117, -0.020543694, 0.015983853, -0.019756317, -0.042554, -0.03178786, 0.0351114, 0.031076822, 0.007923257, -0.035383154, 0.020531144, -0.025204122, -0.0052220933, -0.010836899, 0.00887116, 0.017821733, -0.0030906312, -0.049800087, -0.03464625, -0.009058081, -0.022775007, 0.013772476, 0.04844996, -0.018855322, -0.017414413, 0.03011242, 0.03876308, -0.0033796653, 0.005981803, -0.041885473, 0.025743674, 0.0323225, -0.04798602, 0.04133744, -0.04019139, -0.015508592, 0.016784322, 0.042831566, 0.013318371, -0.008891057, -0.046293974, 0.009089671, 0.0044209585, 0.017699126, -0.011684835, -0.017593183, 0.02697337, 0.04610673, -0.008717321, -0.044402625, 0.0074318536, -0.025077892, -0.012620937, 0.028066527, -0.019341946, 0.013007034, -0.03522575, -0.029190063, 0.0064114816, -0.0369233, -0.011065781, 0.045858096, -0.03358637, -0.04860082, 0.007771291, 0.019862738, -0.01098628, 0.030838039, 0.005210627, 0.038069416, -0.040838443, 0.04957359, -0.047881342, 0.042134825, -0.011717081, 0.02947544, -0.004827667, -0.028864944, -0.04942726, -0.044282403, -0.040374182, 0.02274878, -0.047025967, -0.02626506, -0.019861782, -0.0044462793, -0.0013799444, 0.00062060356, 0.02771921)"
40,mall,"(0.040414516, 0.040835727, -0.028649986, -0.027432311, -0.044284653, 0.03190327, -0.011883806, 0.03422362, 0.04333217, 0.014627945, 0.04021999, 0.049932543, 0.0039676055, 0.04303844, 0.04483295, -0.04493575, -0.008881666, 0.04510412, -0.04996512, 0.013511147, -0.01936363, 0.020609666, 0.018402327, -0.03160403, -0.0077053793, 0.037325982, 0.030939128, 0.032559816, -0.022920012, 0.015860286, -0.0059587955, 0.02197845, -0.023565317, 0.020043138, 0.0024687648, -0.020400751, 0.0040196553, -0.04025183, -0.0070440285, 0.04772124, -0.033271432, -0.01063782, 0.03164616, 0.042848203, 0.0004320033, 0.008707929, -0.013891138, -0.0022824295, 0.045498673, 0.027950313, -0.037198342, -0.023614002, -0.025537884, -0.015510522, -0.037896823, -0.029051496, -0.036468018, 0.021464083, 0.02820355, 0.017815996, -0.04326562, -0.0025355928, 0.021324638, 0.014751803, 0.026864063, 0.041192416, -0.0011559725, 0.049673263, -0.012509979, -0.0055248365, 0.009375848, 0.0026117451, 0.04474021, -0.040115487, 0.037798356, 0.02469695, 0.046987783, -0.01388558, -0.047624577, -0.023687327, -0.026358474, 0.044152092, 0.040082965, -0.038763415, 0.022371415, 0.03510927, 0.018248651, -0.009270668, -0.018847812, -0.013981521, 0.041475836, -0.038251758, -0.04043268, -0.047225166, 0.038094614, 0.040552128, -0.035261415, 0.0051877014, -0.0043432824, -0.03671236)"
41,rollover,"(-0.0343706, 0.04803035, 0.007912764, -0.042704392, 0.0022584307, 0.014117501, 0.0034608343, 0.032549612, -0.051357444, -0.019086946, 0.0007495809, 0.042651106, 0.019240668, 0.0027355184, -0.03470709, 0.012407547, -0.018933456, -0.04946397, -0.0065747695, -0.02747803, -0.04706898, -0.03469028, -0.039534286, -0.0028955068, 0.0026221375, -0.025324807, -0.038138118, 0.0022789277, -0.027635017, 0.040082514, 0.025619289, -0.0038680031, 0.00865656, -0.0056374418, 0.032467972, 0.0183473, -0.013568318, -0.04142305, -0.0067559537, -0.022903541, 0.04541565, -0.009775299, 0.042302486, 0.0030886168, 0.02853027, 0.008145717, -0.022393484, 0.010139886, -0.013922428, -0.00864326, 0.043196864, 0.01129448, -0.03575043, 0.002427715, -0.02181078, -0.014314885, -0.03921106, 0.006931595, -0.021043047, 0.013588537, 0.03820579, -0.009518307, 0.044070825, 0.039134134, 0.035533953, 0.023615584, 0.011061651, 0.044524096, -0.020053295, 0.052965067, 0.007486354, -0.049185034, -0.028147068, 0.0028608036, 0.027664252, 0.0044388487, 0.0121976305, 0.016882323, -0.045050744, -0.015381262, 0.017139262, -0.030746471, -0.036670964, 0.04306659, 0.010559057, 0.023351911, -0.018003376, 0.03244217, 0.045739625, -0.019814247, 0.02080718, 0.0036224974, 0.049354095, -0.04333313, 0.01202998, -0.03137469, -0.0014235935, -0.020851593, -0.018461607, 0.018990023)"
42,info,"(-0.035695266, 0.008114, 0.009469265, 0.030496355, 0.040308207, 0.03249816, -0.04121284, 0.04652933, 0.046914082, 0.0067406734, -0.00888012, 0.039770376, -0.0039088298, 0.0073703025, -0.024397556, -0.02054552, 0.0038060595, -0.005368211, 0.000936824, -0.044891063, 0.04430647, -0.032037646, 0.038877003, 0.025248678, 0.010916101, -0.0030270293, 0.01888276, -0.0037619914, 0.03970937, 0.0016329647, 0.0342176, 0.014582732, 0.0288703, -0.027056212, 0.05736768, 0.036338866, 0.017242955, -0.038674146, -0.029322663, -0.027677877, -0.036040198, 0.013143469, 0.025042363, 0.023752935, 0.035635736, 0.046398062, -0.029656732, 0.045655686, -0.025739059, 0.03145475, 0.0075560007, 0.033375878, 0.0033315313, 0.031586897, 0.027051458, -0.018166402, 8.7257344e-05, -0.020768011, 0.033090144, 0.02168867, -0.028889924, -0.025179738, -0.007180631, 0.053702366, -0.023368433, 0.043552116, -0.0154036265, -0.034064364, 0.017151397, 0.027454926, 0.05155003, -0.012604105, -0.02452618, -0.009162149, 0.021047283, -0.0116803795, -0.03275968, 0.004246836, 0.009781358, -0.03633101, 0.0017808018, -0.0031463401, 0.044914227, 0.021709774, -0.02646607, -0.037848834, -0.028765483, 0.019692125, -0.04762506, -0.006794708, -0.01356456, -0.020255184, 0.016010322, -0.028405735, 0.051591612, -0.044223364, 0.008698309, -0.003272249, 0.00193888, 0.01558809)"
43,residents,"(-0.005667556, -0.028232956, -0.041882932, 0.045719776, 0.043056656, -0.0401739, -0.00795909, -0.027093804, 0.035240557, -0.027526272, 0.017188098, -0.033753444, -0.030693306, -0.02008376, -0.006860841, -0.040429294, 0.04099988, 0.002689708, 0.01997519, -0.0058255307, 0.010101151, 0.0196491, 0.04144207, 0.03166027, -0.03448676, 0.029633667, -0.049333405, 0.012578849, 0.015099797, 0.03177197, 0.009932779, -0.04129659, -0.03020878, -0.028700734, -0.022567047, -0.025845826, -0.02349031, 0.029178891, -0.020014632, -0.048833515, -0.043605853, -0.040053666, 0.031696115, 0.036108937, 0.03955288, 0.043068256, -0.0151273385, -0.0066717863, -0.00038175657, 0.0041763075, 0.014737491, -0.027613198, -0.02249514, 0.049539376, 0.040578697, 0.049706567, -0.049260546, 0.03625622, -0.031839002, -0.038873114, -0.04347471, -0.039115988, 0.0010219105, -0.008316625, 0.043355893, 0.036818866, -0.02081281, 0.010537792, -0.021925211, 0.03499743, -0.018295515, 0.029439557, 0.013169002, 0.035543326, -0.049614456, 0.028322246, -0.015468739, -0.00541804, 0.03353617, 0.020285044, -0.046690322, -0.023947109, -0.007788837, -0.009503484, -0.026055766, -0.03406191, -0.048484683, -0.038728714, 0.024006795, -0.028703606, -0.019298507, 0.017861832, -0.042938173, -0.009647142, -0.007879734, 0.017437551, 0.013000559, 0.044382144, 0.00034233183, -0.04241203)"
44,head,"(-0.02890645, 0.012072779, 0.015019037, 0.014363656, 0.004609364, 0.02773105, 0.018435266, -0.04321799, 0.023602245, -0.03143063, 0.04539866, 0.044012204, -0.042774912, 0.045550544, 0.026443636, -0.027034355, 0.010589511, 0.05618231, 0.01668114, 0.023817193, 0.03953623, 0.00049696857, -0.031912796, -0.042713977, -0.03479412, 0.016939878, -0.014179612, 0.017110921, -0.012683316, 0.049977105, -0.0036676712, 0.057346556, -0.018750273, 0.031314686, -0.025071518, -0.016675554, 0.041753396, 0.020976292, 0.040763326, -0.05074196, -0.018329658, -0.0030354667, -0.0009343481, -0.02348431, -0.013138621, -0.011663144, -0.037187353, -0.017865576, -0.022402095, -0.017146666, -0.044567037, -0.025056133, 0.0031340886, 0.0369626, 0.0055343527, 0.01438128, 0.0058199316, 0.02623786, 0.029578235, -0.0066896765, 0.01019239, -0.028300336, -0.045009598, -0.0022636938, 0.01604288, -0.003709449, -0.02083707, 0.009278453, -0.035576265, 0.033682995, 0.042164087, -0.014403089, 0.032318752, 0.05086026, 0.041570064, 0.03754146, 0.042302936, 0.04134576, -0.00057436473, 0.036134385, -0.010437986, -0.0076202406, 0.059708487, -0.027849702, 0.0006487178, 0.02568407, -0.058004506, 0.044751495, 0.038494263, -0.017874524, 0.03260539, -0.046723258, -0.044047106, 0.047730155, -0.007480533, -0.03133291, -0.010821099, 0.019547736, -0.030596672, 0.019571409)"
45,Our,"(-0.034580614, 0.017932788, 0.026430722, -0.020235285, 0.052014463, 0.001664419, 0.027857335, 0.0581517, 5.5414654e-05, -0.0217055, 0.018732034, -0.044756092, 0.011209068, -0.053387873, 0.04666086, 0.003828243, -0.03821166, -0.03531029, 0.02063202, -0.048829615, -0.0415496, -0.04109309, -0.02325993, 0.016319366, 0.027207533, -0.05821049, -0.015809126, 0.014415184, -0.035355393, -0.020918358, -0.009537847, -0.024529986, -0.0118811475, 0.023240322, 0.04826822, 0.030065695, 0.030167412, 0.045083333, -0.00061957736, -0.01966762, 0.02415083, 0.013842124, -0.012951751, 0.0015963631, -0.013345735, -0.043128937, 0.027222615, -0.021546224, -0.009311313, -0.0077638347, 0.009073398, 0.02896715, -0.004707351, 0.018677715, -0.031913675, 0.03108104, -0.03416792, -0.021321943, 0.053561803, 0.010113303, 0.05201014, 0.015456565, -0.0024769895, 0.022714313, 0.034698468, -0.043960147, -0.026952753, -0.035404157, -0.04355129, 0.025201213, 0.047181323, -0.010432026, 0.012754881, -0.033191163, -0.0012205372, 0.03730138, -0.04379241, 0.022246232, 0.0023539176, 0.041986126, -0.048682425, 0.0066264737, -0.04661777, -0.039389893, -0.03926964, 0.037458505, -0.018563168, 0.034436837, 0.041528746, -0.008124766, -0.021338275, 0.029668221, 0.005167974, -0.025957378, -0.032997213, 0.03167443, 0.011799895, 0.0054017557, 0.0570783, 0.00033139822)"
46,appeal,"(-0.023021543, -0.048132088, 0.041098658, -0.038002193, -0.00902475, -0.026922679, -0.0026065484, 0.030831937, 0.018383551, -0.04759357, 0.008303393, -0.038239587, -0.031744063, -0.00053402036, 0.04311644, -0.0448184, -0.047663655, -0.016284168, -0.036266673, -0.040966917, 0.03943271, -0.03585454, -0.036064256, 0.049546372, 0.0047317035, -0.02787137, -0.027670575, 0.017233852, 0.041086588, -0.023660243, -0.020732319, -0.04807607, 0.041532103, -0.018633008, -0.027929235, 0.0021570325, -0.020466113, 0.031074751, 0.028493177, 0.04150076, -0.04492357, -0.015124105, -0.047991063, -0.013079513, 0.012132335, -0.042016875, 0.04099221, -0.044375468, -0.043079723, -0.007389806, 0.010525275, 0.0384722, -0.015959453, 0.038174037, 0.04893298, 0.0121390335, 0.0028060302, 0.02538519, -0.026366998, -0.038275838, 0.038293723, 0.018993083, 0.0032990687, -0.033800043, -0.008126199, 0.035888854, -0.0023746379, 0.0010599717, 0.029937353, -0.017762937, -0.011604428, 0.039555196, 0.032068957, -0.030752838, -0.034020685, -0.0001517646, -0.016610645, -0.037311293, -0.020297075, 0.027065758, 0.039758418, -0.046385624, 0.0486635, -0.025046205, 0.014935408, 0.008455645, -0.00835631, 0.04121233, 0.04918995, 0.0076453686, -0.039803028, 0.04193547, 0.0031967536, -0.026844442, -0.019667184, 0.015582096, 0.03097177, -0.014046062, 0.030937914, -0.039091744)"
47,QPSmedia,"(0.047913905, 0.03623501, 0.039530307, -0.0141523825, 0.03930163, 0.056744725, -0.055035885, -0.03162864, -0.012431194, 0.055351906, 0.03976891, -0.012132785, -0.01612431, 0.007636269, 0.023946116, -0.019428596, 0.04152069, -0.004382383, -0.043581255, 0.035757862, -0.03109942, 0.008488273, 0.03627155, -0.010346489, 0.011326762, 0.025676457, 0.047664795, 0.014776488, 0.036366086, 0.009335443, 0.056137193, 0.045949563, 0.04051856, -0.011092139, -0.03335187, 0.014208051, -0.0037203925, 0.0011027938, -0.007023132, -0.004030756, -0.02071279, 0.01722009, -0.0012777327, -0.029444477, 0.025323328, -0.0015585567, 0.0018569478, 0.028746849, -0.041591074, -0.049840067, -0.0012485544, -0.00070674164, 0.023630014, 0.036607932, 0.0065696044, 0.0053486736, 0.026216825, -0.030172868, 0.019312896, 0.0012538043, -0.020993745, -0.0059032897, -0.019234236, -0.025031481, -0.01624418, 0.01459152, 0.035385787, 0.03407934, -0.007332553, -0.007022331, 0.045490943, -0.030107362, 0.01578618, 0.012716495, -0.025508966, 0.00973963, 0.043431904, -0.024355307, -0.016141448, -0.055911325, 0.040255, 0.018216735, -0.03855964, -0.027332898, 0.049728103, 0.03321302, -0.02700077, 0.052285384, -0.010817533, 0.034399375, -0.020830091, -0.013467385, 0.019236043, 0.050715398, 0.025446735, 0.01386278, 0.025346056, -0.0062749954, -0.025780689, 0.035240754)"
48,Kalaw,"(0.03152864, 0.01539186, 0.015075032, 0.015809063, 0.01764417, 0.041163493, 0.014991809, -0.016083002, -0.0049198493, 0.013584983, 0.028263453, -0.048923504, 0.047294308, -0.049260437, 0.035682056, -0.020466495, -0.0005516298, -0.03350501, -0.028132915, -0.03213755, 0.04233661, 0.04094242, 0.03216281, -0.010479175, 0.030244444, -0.044984628, 0.008602463, -0.021453394, -0.028369367, 0.027037863, -0.021339023, 0.0020605102, 0.0370226, 0.033398237, -0.00034514815, 0.022280227, -0.006700836, 0.02370986, 0.01960716, 0.044750024, -0.021185327, -0.03098085, -0.045009162, -0.01040528, 0.045291726, 0.0036142692, 0.031934384, -0.01184826, -0.003124714, -0.015089441, -0.001828026, 0.012561049, 0.005058825, 0.042104747, -0.03136851, -0.04628122, 0.00458771, -0.02102976, 0.049975637, 0.036442984, -0.035034142, 0.048871767, 0.03426328, -0.021911323, 0.0009664893, -0.042852294, 0.01685441, 0.023236427, -0.0054453835, -0.016365636, -0.009493172, -0.02013669, -0.0015376806, -0.04215, 0.007496964, -0.02180096, 0.016074229, 0.0461807, -0.0069679394, -0.037928782, -0.02990439, -0.035533667, 0.0003029704, 0.022148538, 0.04761645, 0.018789876, -0.046987426, 0.040116835, -0.0069591403, -0.011324156, 0.019381847, -0.01976099, 0.042179335, -0.01803688, 0.039241005, -0.010108996, 0.004207492, -0.041752577, 0.0316999, 0.0044602156)"
49,Pretty,"(0.0039844625, 0.024587382, 0.037264597, 0.042626206, 0.0030396208, -0.035595156, 0.020259503, 0.04126623, 0.026757505, 0.025403623, -0.034436204, -0.011110425, 0.0110080615, 0.009477653, 0.04545344, 0.016290758, -0.045196414, -0.02179085, 0.04919794, 0.03215934, 0.0480819, -0.039145004, -0.023011459, -0.009864699, -0.045387983, -0.036589347, -0.036205865, 0.03136443, -0.034291938, -0.016447067, 0.016423289, 0.0037007108, 0.0057228096, 0.043611053, -0.033887982, 0.030022059, -0.04843662, -0.032036174, 0.010744523, 0.04917923, -0.0068494193, 0.041732978, 0.021914732, 0.02379651, 0.0065764077, -0.04485346, 0.04315496, 0.023196254, -0.028127778, -0.030856526, -0.009574927, 0.04307648, 0.010465048, -0.002184011, -0.015523769, 0.031311918, -0.006863393, 0.020705152, 0.021133114, 0.0019006953, -0.01150601, 0.0030668378, 0.0135871805, -0.013153624, 0.0038800016, -0.0062767267, -0.005375635, -0.04239565, 0.037760142, 0.046703864, -0.0255867, 0.047948528, -0.04859779, 0.012824122, 0.02918202, 0.034489404, -0.020251716, 0.03522582, -0.02998494, -0.031582907, 0.037650432, 0.04913279, -0.0012782589, -0.021399975, -0.020336509, -0.035654046, -0.025298953, 0.00020941347, 0.012065493, -0.04711665, -0.023866786, 0.045970466, 0.02430972, 0.014039721, 0.018135082, 0.03563452, -0.009141613, 0.017155912, 0.035718504, 0.03972527)"
50,due,"(-0.041398406, 0.027325299, 0.0004357472, 0.021265414, -0.04836408, 0.02080493, 0.021917392, -0.004416503, -0.013581276, 0.04844257, 0.04878379, -0.032588877, -0.026621426, 0.014529619, 0.01649734, -0.011187494, 0.014476601, -0.0066985115, 0.047340516, 0.014354195, -0.0062905066, 0.043175522, -0.026703788, 0.022506263, -0.037795376, 0.0047858246, -0.036078144, -0.030183936, -0.00732138, -0.02017436, 0.019316625, -0.016866516, -0.023056794, -0.03439032, -0.03329158, -0.030062973, 0.025322739, -0.017487705, -0.02049923, 0.046927754, 0.04701109, 0.008125614, -0.021230627, 0.0058159344, -0.008887816, -0.020773018, -0.0069207177, -0.0029991865, 0.012360524, 0.036464896, 0.00078880787, -0.0038106553, -0.046740472, -0.0335351, -0.011903882, -0.037908863, 0.038548853, 0.013652455, -0.004700899, 0.043720994, -0.046301413, 0.024408434, 2.0645559e-05, -0.043384373, 0.004105188, 0.014025774, -0.032230318, -0.03975321, -0.028561914, 0.020048324, 0.02884468, 0.0106109865, 0.017809022, -0.03542347, 0.032453623, 0.027736995, -0.021716058, 0.016086709, 0.034172904, 0.0020849109, 0.021781076, -0.032497216, 0.0073853955, 0.03630564, -0.022727871, 0.048204873, -0.0072546825, -0.008190274, -0.004846286, 0.0024028309, -0.035265017, 0.00676316, 0.0014095306, -0.047778286, -0.040125847, -0.025993252, -0.04616622, 0.016993929, 0.0068933144, -0.042030357)"
51,water,"(0.009007238, -0.04157698, 0.032638285, 0.029306028, 0.0016486049, 0.010626614, 0.022679772, -0.03774017, 0.04139583, 0.027795505, 0.034102667, -0.005555976, 0.029867735, -0.031062711, 0.02196784, -0.0091253035, -0.03935914, 0.020683143, -0.011697449, 0.032018904, 0.04962692, 0.01941656, 0.026863504, -0.008406449, 0.031003926, 0.026513431, 0.025554243, -0.032823876, 0.030250777, -0.010634184, 0.03943603, 0.015416909, -0.046177663, 0.049237918, -0.030333567, 0.03586192, 0.002431035, 0.038975645, 0.03747991, -0.029126955, 0.043763194, 0.037426803, -0.033165086, -0.014441311, 0.0077922456, 0.020882595, -0.036242746, -0.048753645, 0.004950594, -0.015151598, -0.044661082, -0.029807342, 0.027540866, 0.027780477, -0.039734162, -0.0003194213, 0.0267005, 0.045854714, 0.04167587, 0.03818697, 0.007142484, -0.023271276, -0.032632187, 0.04777724, -0.025842702, -0.008746088, 0.04082552, 0.041336644, 0.0013922565, -0.04458306, -0.036634076, -0.00761937, -0.021099342, 0.040331427, -0.041924227, -0.025264919, 0.017317463, 0.031874303, -0.025272597, 0.0021397695, -0.011878468, -0.04982121, 0.015421536, 0.03508259, 0.03888953, 0.044426594, -0.045429695, 0.001394093, 0.023035299, 0.018429127, 0.00096916035, -0.022458518, 0.046994377, 0.0100264065, -0.004515089, 0.025913153, -0.03668467, -0.028185487, 0.023167465, 0.005466424)"
52,BREAKING,"(-0.01276473, 0.026018035, 0.029138926, -0.04894607, -0.017008651, -0.023083603, -0.045566954, 0.048515644, -0.04748055, -0.04695182, -0.03052411, 0.036705744, -0.013653658, 0.022411276, 0.016240668, 0.0057688467, -0.043231286, 0.027303185, 0.047804344, 0.018848587, 0.026108075, -0.04575882, 0.018071543, -0.02205193, 0.0116969235, 0.03456867, -0.027851153, -0.049881496, -0.04324622, 0.022105489, 0.0049759634, -0.0139037, -0.042338062, -0.03178104, 0.024439994, 0.042313825, 0.013464201, -0.027430667, 0.043390546, -0.024932647, 0.029789317, -0.04538188, -0.0062951446, 0.022719596, 0.029809322, 0.02781513, 0.004894197, -0.0015773289, -0.025861716, -0.011527337, 0.006617345, -0.024116611, -0.0014542118, 0.03998666, 0.005204987, 0.0022581331, -0.011508357, -0.02912544, -0.036936678, 0.040163312, 0.022818271, 0.036685053, 0.02051239, -0.035206605, -0.013467334, -0.030357553, 0.04813646, 0.03954551, 0.021881785, -0.013785757, -0.013566054, 0.0096182935, 0.034926865, -0.02822112, -0.02824688, 0.023267042, 0.007713031, 0.0313756, 0.008335661, -0.03387352, 0.030508626, -0.03899591, -0.008778799, -0.02660798, -0.0036178455, -0.008149624, 0.0037609562, 0.007345356, -0.009129416, 0.03770593, -0.045033064, 0.011034049, -0.010910712, 0.02435882, 0.023840193, -0.026291823, -0.006266296, -0.009310164, 0.024464402, 0.0011256114)"
53,fire,"(-0.038788762, -0.008299073, -0.026546359, 0.040963583, 0.009743937, -0.035894915, -0.020503769, 0.026171658, -0.015432442, -0.042324968, -0.053633545, 0.020492287, -0.024257956, -0.04754994, 0.019152613, 0.009785503, 0.02682395, -0.04910387, -0.02508693, 0.022543337, 0.021269219, -0.04931127, 0.040454395, 0.016463697, 0.006827302, 0.0012888485, 0.03938034, -0.0010040582, 0.055214703, -0.02731879, -0.039896596, -0.021633357, 0.050145973, -0.04157132, -0.029100128, -0.012485175, -0.0039937585, -0.0063775964, -0.018115466, 0.05144442, -0.0069942125, -0.028932756, -0.012916341, 0.046466906, -0.023780786, 0.035658468, 0.012549759, 0.013892941, 0.0319039, 0.049135905, 0.039212152, 0.0044348775, 0.04074591, 0.022471052, 0.00042608974, 0.010176936, 0.04501919, -0.020561783, 0.050652906, 0.054952107, 0.031145142, -0.0059219804, 0.039777685, 0.024254417, -0.003919567, -0.019847663, -0.019121306, 0.018755756, -0.019516012, -0.042800527, 0.0074164835, -0.016151464, 0.02593065, -0.014128182, 0.01426284, 0.045961086, -0.03541679, 0.01153406, -0.012686939, 0.050358523, -0.038608424, -0.013246821, 0.045788232, -0.0037767224, 0.024620764, 0.016350212, -0.03295531, 0.018083166, -0.024184013, 0.008837887, -0.033093493, 0.023703827, -0.009192348, -0.033376746, 0.030863665, 0.006258155, -0.055661716, -0.008538135, -0.0065627843, -0.035218865)"
54,australiaday,"(0.054069087, 0.024822468, -0.027113816, -0.010737301, 0.017064119, 0.04542813, -0.030877987, 0.028391525, 0.03150659, -0.04344759, 0.003899601, 0.039317206, 0.014926921, -0.022150774, 0.015811533, 0.0006538514, 0.0019040721, 0.025054581, -0.021862388, -0.04422423, -0.025596334, -0.003970827, -0.010892242, 0.007776682, 0.017430106, -0.029092453, 0.04489818, -0.0023034546, -0.014043957, 0.0391802, -0.028242338, 0.04368508, 0.04540735, 0.026614947, 0.026587917, -0.033446502, 0.038829055, 0.025637256, 0.034418464, -0.029122988, -0.033388983, 0.00046592474, 0.041614164, -0.0401895, -0.045351695, -0.013848507, -0.031684194, 0.039546054, -0.022897698, 0.014849438, -0.0019821036, -0.0098793395, 0.02834364, 0.024656385, -0.022227852, 0.0005211773, -0.02094635, 0.012000936, 0.022697723, 0.030461375, -0.027032968, -0.04224291, -0.0006624045, 0.029112766, -0.05085549, 0.03898351, -0.026647484, 0.030432466, 0.0378101, 0.0031709014, -0.0028997832, -0.043572873, -0.028274981, -0.013893269, 0.0428933, -0.0069812965, 0.026624173, -0.018464163, 0.020900222, -0.0073537934, -0.038665418, 0.011499634, 0.050646733, -0.051551532, 0.031134209, 0.042511944, -0.011064614, 0.00588477, -0.047764678, 0.016206509, -0.0010156194, 0.011871477, -0.054708075, 0.036334455, 0.025793867, -0.009945313, 0.008358357, -0.013377678, -0.00035167337, -0.009091494)"
55,LPUCavite,"(0.025418889, -0.04668169, -0.03553132, -0.016413368, 0.033601094, -0.0060209148, -0.042742707, -0.025226414, -0.011946775, -0.042203512, 0.039913837, -0.022852695, -0.00935607, -0.005932294, -0.017190076, -0.03058821, -0.019261122, -0.010984816, 0.0072692037, 0.0049066544, -0.012376547, -0.042959224, 0.023685504, -0.014472209, -0.033979513, -0.04834112, 0.040657666, 0.042237353, -0.012273572, -0.037011612, -0.040622473, -0.049035143, 0.0025964156, 0.0036886334, -0.045805838, 0.007561922, 0.039158907, -0.0052821413, 0.043451916, -0.02514273, -0.016298331, 0.0226374, -0.01918956, 0.035265934, -0.035152864, -0.003779877, -0.039447226, 0.03597248, -0.016145863, -0.03212408, 0.046140816, -0.02491467, 0.023642566, -0.040092636, 0.049933862, 0.017421786, 0.016819503, -0.0013972633, -0.009412982, 0.020807836, 0.030403625, 0.002769649, -0.03501271, -0.035522748, 0.03938624, -0.008792721, -0.044809114, 0.01751392, 0.0006750338, 0.017654289, 0.0074864402, -0.013682149, -0.005392812, 0.0026811138, -0.045844983, 0.0065543167, 0.035220433, 0.025714885, 0.044934247, 0.046804894, 0.02569319, -0.008649122, -0.009568177, 0.03834069, -0.023250675, -0.04367144, -0.04868139, 0.020697717, -0.04727433, 0.03720366, 0.013674285, 0.0313111, 0.02114607, 0.041086104, 0.04069333, -0.007116437, 0.031412076, -0.030992365, -0.012974024, 0.038793925)"
