,Words,Vectors
62,need,"(0.021007668, 0.014739599, -0.025356412, -0.005368568, -0.03290981, -0.025257815, -0.03641913, 0.034055915, 0.03900149, 0.01569039, 0.0057280436, -0.048086025, -0.049208403, 0.0056024417, 0.04142568, -0.025698388, 0.0076485053, -0.0073825605, 0.004428994, 0.0328405, -0.024366343, 0.043999854, 0.024574842, -0.023821032, 0.014825452, -0.042857695, 0.014123384, 0.03224585, -0.022193337, 0.002210714, 0.013943221, -0.0088506825, 0.040911425, 0.046536352, 0.02331357, 0.025832284, 0.009982776, -0.028796947, -0.040338863, -0.04039825, 0.007100988, 0.010646142, -0.028750991, 0.009950876, 0.010335386, 0.007156063, -0.03523145, -0.0116201155, -0.04932269, -0.033249605, -0.028076245, 0.04193676, 0.045606624, 0.023860764, 0.043596152, -0.020960784, -0.045402575, 0.0044768676, -0.01226636, 0.034914326, 0.027083587, 0.015764784, -0.021522785, 0.04899061, -0.021009648, -0.009034872, 0.0032129511, 0.011065282, 0.017715994, -0.012223721, -0.0031346083, 0.0056417584, -0.016530313, 0.042143356, -0.04568665, 0.036046516, 0.043634024, -0.014705323, 0.033731136, 0.038617197, 0.037764493, 0.03848393, 0.0050063618, -0.048657503, 0.037761424, -0.023893679, -0.014030863, 0.017844204, -0.004217338, -0.010034896, 0.02788407, 0.025364045, 0.03367349, -0.003948342, -0.047814775, -0.031232525, -0.03432282, -0.04104457, -0.027049506, -0.022876585)"
63,Monsoon,"(0.049805533, -0.04039731, -0.023153817, 0.009923302, -0.020775294, -0.020000149, -0.04288287, 0.017599974, -0.022874808, 0.013228301, -0.022028053, 0.032542292, -0.012626529, 0.044627618, 0.028621327, -0.018836522, -0.019291734, -0.048593115, -0.010433268, 0.034688953, -0.017532516, -0.039373793, 0.030015338, -0.044056322, -0.01414609, -0.027490033, -0.046690285, 0.031651948, 0.030398216, 0.0071046725, 0.030056108, 0.02282064, -0.028359711, -0.04962423, -0.0074350126, -0.02938515, -0.04763211, 0.0404024, -0.047350135, 0.03222375, 0.018385861, 0.026194941, 0.03060789, -0.01610471, 0.0026841536, 0.021650996, -0.026297081, 0.014775526, 0.02719644, 0.04446805, -0.009637557, 0.026891444, 0.047250222, -0.036293052, 0.023757245, 0.027868818, 0.0148492195, -0.015026104, 0.04529352, -0.007720016, -0.032803, -0.043063104, 0.028836515, -0.0294703, 0.013019469, -0.04669434, -0.009600915, 0.012447882, 0.043790746, -0.009532452, 0.0020918474, 0.045296934, 0.034858536, -0.025230264, -0.048193075, -0.023599982, 0.048094396, 0.024258185, 0.040464494, -0.0018018112, 0.011927474, 0.001019109, -0.026433587, -0.026552213, 0.030963767, 0.033557426, -0.00822518, -0.021010423, 0.03578197, -0.048386574, 0.048364032, 0.035978686, 0.015463743, -0.0026610605, 0.03593911, 0.034220304, -0.027296579, 0.024058472, -0.010710575, -0.024040414)"
64,AJEWeather,"(-0.037743796, 0.038122024, -0.034689177, -0.010513462, -0.002761878, -0.047452725, -0.035820175, -0.0016335733, 0.025606956, -0.02657032, -0.027797079, -0.049719453, -0.01845318, 0.028332423, 0.036255192, 0.045395557, -0.00529895, 0.035988066, -0.00847175, -0.00055671856, -0.012712728, 0.045422364, 0.014062788, -4.8182905e-05, -0.018618524, -0.021810401, 0.004627656, -0.0339752, 0.03895582, -0.006205283, -0.009841464, 0.03761034, 0.03424846, -0.04048438, -0.03464974, -0.01713147, -0.01518178, 0.00010236353, -0.01890328, 0.047658432, 0.0098057985, 0.01676685, 0.015308861, -0.011878967, -0.018551778, -0.044754397, 0.031569574, -0.015373778, -0.049008846, -0.0052057616, -0.030065453, -0.01754421, 0.047486518, -0.017839383, -0.049156822, -0.043171383, -0.03280796, 0.03689683, -0.002209533, 0.011758186, 0.045227457, 0.00027307123, 0.028290916, 0.0032231435, -0.0040894523, 0.00014156103, -0.031123007, 0.035861943, -0.031658903, -0.033942774, 0.03142233, 0.004131783, 0.010601781, -0.020363951, 0.031052027, -0.025873078, -0.020862985, 0.041988578, 0.013026562, 0.028535131, 0.006020941, 0.015441585, -0.008941054, -0.03951584, 0.009760477, 0.04321489, 0.02544694, 0.048587177, -0.016252566, -0.021785164, -0.021928085, -0.0072937384, -0.040778458, -0.0015357137, 0.039082933, 0.0054535754, 0.031040136, 0.007765949, -0.03647547, 0.022030924)"
65,2:15am,"(0.041096773, 0.0062571876, -0.0054130442, 0.0155063905, -0.019529939, -0.049910318, 0.030907903, 0.0178517, 0.048656154, 0.030137483, -0.022651136, -0.0398767, 0.038153294, 0.0042167194, -0.008282948, -0.049042262, -0.03788512, 0.025250603, 0.002139546, 0.018076051, -0.020576263, 0.042801213, 0.0071459785, 0.006483745, -0.03527956, 0.025024485, 0.040524963, 0.0092149, 0.028532874, 0.041117106, 0.00064029545, -0.049481656, 0.008392729, 0.03250427, -0.028245186, -0.022884239, 0.0051415674, 0.008826457, -0.005215753, -0.030054523, 0.040492605, -0.012885608, -0.005535938, 0.021679249, 0.0015565641, 0.014032651, 0.020116474, 0.016142573, 0.012376357, 0.04508588, 0.015673343, 0.049179707, 0.03873949, -0.008576047, -0.0023475513, 0.022713508, 0.013735723, -0.046634376, 0.03694881, 0.047881555, -0.047908258, 0.0042304993, 0.0447228, -0.018738877, 0.026565623, 0.0063564405, -0.04834911, 0.014420871, -0.020174516, -0.019508434, -0.04135258, 0.011291146, -0.02183975, -0.016900241, -0.030463839, 0.038721476, -7.4617565e-06, 0.031339575, 0.044383395, -0.0018576756, 0.009137653, 0.039753247, 0.043086324, -0.040353835, -7.337332e-05, -0.04244697, 0.03564569, 0.0011240467, 0.0061150678, -0.035250116, -0.03978919, -0.04469036, 0.026436832, 0.017978143, 0.029444668, 0.02250177, -0.019014215, -0.0067904815, -0.02905649, 0.020824436)"
66,Gympie,"(-0.028309997, 0.04657586, -0.025308093, 0.05691643, -0.045270585, -0.023545703, -0.033364963, -0.01333587, 0.032328848, -0.035384398, 0.019805584, -0.030688476, -0.017381255, 0.032740533, -0.031039905, 0.026181435, 0.04413352, 0.0014631867, -0.047057003, -0.04802025, -0.0066456427, 0.0148433745, -0.018412307, -0.00053973193, 0.010397267, -0.01683343, -0.010039971, 0.023448387, -0.008322961, 0.024649043, -0.048436407, -0.03540809, 0.005967214, 0.026796019, -0.0062222555, 0.007831134, 0.018745191, 0.0152565995, 0.004125266, -0.031132584, 0.0256221, -0.014039623, 0.05381025, -0.034571692, 0.013770352, -0.016270239, 0.06233272, -0.008215745, -0.022552418, -0.037123375, 0.029586084, 0.006351478, 0.036085486, -0.016648062, 0.023711154, -0.007268345, 0.050913945, -0.0034876561, -0.0030173864, 0.013209773, 0.034145042, -0.050070666, 0.014076301, 0.035874467, -0.02845457, 0.009153633, 0.010721216, -0.05271595, 0.020349, -0.0071358113, 0.018823458, -0.0034924021, -0.004920435, 0.03309937, -0.057701174, -0.010709183, -0.060399916, 0.0079698125, 0.043956537, 0.013181603, -0.011410855, -0.02945883, -0.039449863, -0.0154887475, 0.06065304, -0.018921452, 0.05986911, 0.052986078, -0.026485031, -0.034498904, 0.063227616, -0.05712562, -0.05523473, 0.020861605, 0.00859707, -0.009386766, 0.042570267, -0.0081855655, 0.0024042814, 0.050918143)"
67,â€�,"(-0.046031468, -0.009012562, 0.024201112, 0.03811985, -0.022741735, 0.024287775, 0.015739169, 0.01585828, 0.03838029, 0.012638191, 0.03289137, 0.04463723, -0.02454335, 0.037466813, -0.010727753, -0.0016401202, 0.006187237, -0.01257981, -0.02516599, -0.029247524, 0.018468935, 0.060927823, 0.03137216, -0.046106912, -0.03660028, 0.03265071, -0.0006456766, 0.043310344, 0.0063527892, 0.037231214, -0.010065221, -0.0242435, -0.030458879, 0.027569143, 0.0010808514, -0.03160724, -0.03245498, 0.038457178, -0.053486895, 0.023438612, -0.02558193, 0.047393665, -0.04327088, 0.034768507, 0.03725306, -0.03467354, 0.009854023, 0.003446809, 0.0019679312, -0.01913887, -0.00044457277, 0.002701622, -0.043195374, -0.0071842717, -0.015745409, 0.026324524, -0.05267759, 0.019672709, -0.009791234, -0.047424473, 0.022676446, -0.016778074, 0.022181237, 0.015015843, -0.0071180495, 0.00053590594, -0.03289299, 0.0016555993, -0.032142613, -0.024990158, 0.045337774, -0.0017406924, -0.006456342, 0.017199889, 0.048628595, -0.03325748, 0.012762087, 0.034001246, 0.035293072, 0.029793963, 0.025873603, -0.027202358, 0.015453208, -0.01606571, 0.028298989, -0.034669265, 0.0046296045, 0.033260323, 0.0361362, -0.0011501987, 0.019360935, 0.00092084415, 0.033130914, -0.020974174, -0.017430564, 0.03132768, 0.006951392, -0.008231742, 0.054293513, -0.041427903)"
68,UERM,"(0.033464, -0.011693175, -0.019841764, -0.03293204, -0.039358873, 0.025849475, -0.036681365, -0.0068753506, 0.025962586, 0.033539787, -0.002528632, 0.015838027, -0.009809158, 0.013502351, -0.053220436, 0.030003322, 0.040622935, -0.015889402, 0.019870747, -0.026276298, 0.0060090544, 0.01053291, 0.051505066, -0.0016051474, -0.06329767, -0.018261781, 0.060373068, 0.0116517125, -0.029455839, -0.048786864, -0.021887785, -0.009453287, 0.020461878, -0.02126994, -0.020307804, 0.05364077, 0.013771231, -0.027671358, -0.003952254, 0.036283534, 0.007650157, -0.037135124, 0.005771981, -0.029656162, 0.057527587, -0.04800413, 0.0029529573, 0.010775768, 0.021958984, 0.031213766, 0.033920445, 0.004715265, -0.014571234, 0.014548016, 0.031940874, 0.0018265356, -0.027386524, -0.023915645, 0.043145906, 0.0073784217, -0.06339806, -0.030635824, -0.053151656, 0.010485258, 0.019849548, 0.012982732, -0.034936696, 0.03133783, 0.018224858, -0.01703482, 0.032642655, -0.034424573, -0.035835445, -0.01521745, -0.022259802, -0.020869244, 0.009638414, -0.024316967, 0.041432448, -0.047029167, -0.0062252595, 0.021704683, 0.011510861, 0.030474313, 0.03639093, 0.022948375, 0.007285033, 0.024433956, -0.057565033, 0.012402297, 0.01742952, -0.0124215, -0.039616875, 0.011143258, 0.036489442, 0.020550856, 0.031139992, 0.057944696, -0.020685758, -0.025630226)"
69,2,"(0.025991717, -0.04013431, -0.0018874494, 0.031269155, -0.02838319, -0.02100554, -0.028490331, -0.012282478, 0.019414648, 0.024108708, -0.022314359, -0.04717579, -0.022902986, -0.01187189, -0.038357846, -0.029336493, 0.024831032, -0.020865927, -0.010205996, 0.025368748, 0.027592948, -0.046411607, -0.013281063, 0.021419864, -0.028403245, 0.001594688, 0.017025653, 0.00064066047, 0.050195944, -0.01498586, -0.022295255, 0.045974206, -0.004729617, -0.038451884, -0.030823605, 0.04328659, 0.042025816, 0.047440916, -0.026378315, 0.021296604, -0.02029765, 0.032926332, 0.013320306, -0.0224375, -0.04438818, 0.014889489, 0.00920797, -0.0032206022, 0.006197752, -0.016914628, -0.040298022, 0.019358192, -0.034415815, -0.031312168, 0.03344461, 0.034877628, 0.04857505, 0.040230185, -0.045851376, -0.04685382, 0.039010685, 0.008907491, -0.0180425, 0.03511813, -0.031536713, 0.04607609, -0.020572472, -0.025891865, -0.014838786, 0.022518411, -0.04263329, -0.014047718, 0.034603823, -0.04488859, 0.027444405, -0.004271257, -0.045885347, 0.030529752, 0.008871509, 0.049903627, -0.0121361, 0.011540589, -0.024820933, 0.022853652, 0.0012472752, -0.006150989, 0.04629201, 0.016495597, 0.007535872, -0.0077477787, 0.030670272, 0.041509833, -0.048040062, 0.0033396212, 0.018765137, -0.033251897, 0.005092953, 0.00195955, -0.046687037, 0.050560262)"
70,Cooktown,"(-0.009743351, -0.0058570295, 0.038278252, 0.0044743405, 0.03043827, 0.011253694, 0.016455747, 0.015592455, -0.002910417, -0.0026031965, 0.02840529, 0.030957196, -0.018939354, -0.005929744, -0.048578072, -0.022599315, -0.014517288, -0.0030046967, -0.023988837, 0.041192703, -0.005692054, 0.002325177, 0.0024075813, 0.026064226, -0.016301828, 0.04346899, -0.021273743, -0.040602252, -0.0033665947, 0.037426643, -0.027687974, 0.049001887, 0.037587695, 0.009836465, 0.0050398936, 0.015602869, 0.03243019, -0.0017718258, 0.002482652, 0.010117329, 0.008747491, 0.030432211, -0.05310027, -0.0037175908, 0.040889747, -0.003988566, -0.024702402, -0.01017, -0.0011302994, 0.036953464, -0.008211936, -0.044660296, -0.007465878, -0.033285942, -0.028354822, -0.043336377, 0.021336919, -0.02425194, -0.028337214, -0.032156765, 0.03806572, 0.0011929317, 0.021172406, 0.0063848537, -0.015384677, 0.00722065, 0.032417636, -0.015791388, 0.03921826, -0.03743494, 0.020326557, -0.037099563, 0.019030455, 0.046761293, -0.035370518, 0.030139705, -0.0026963227, 0.03848129, 0.037152875, -0.04077716, 0.04249806, -0.026628945, 0.012326092, 0.046099182, -0.017866937, -0.0034191995, 0.04891887, 0.03023152, -0.017836753, -0.002635025, 0.02726308, 0.018257732, 0.023028007, 0.024768302, 0.029138561, -0.02551154, 0.009258863, -0.02644912, 0.01651215, -0.041155707)"
71,Gladstone,"(0.048273508, -0.038788356, -0.04243944, -0.016028367, -0.024340464, -0.035642195, -0.015051089, 0.008241236, -0.047272693, -0.033077657, 0.012316298, -0.004523672, 0.030730631, 0.02375796, -0.006490063, -0.024103915, 0.019520555, 0.015653137, -0.04006945, -0.00023926422, 0.02339096, 0.045115832, -0.04788811, -0.04407383, 0.0076041333, 0.018237446, -0.04601116, 0.020878043, -0.0054447874, 0.020681802, -0.011112891, -0.003235735, 0.021344986, -0.039289497, 0.019944314, -0.012916554, -0.01432582, 0.026074614, 0.005085122, -0.029997004, -0.023422813, 0.014619242, 0.0338904, -0.042300105, 0.04768056, -0.004409395, -0.020512164, 0.012556899, 0.041117776, 0.014874581, 0.009755351, -0.0061270483, 0.0042925254, -0.0054584034, -0.044340253, -0.017354988, 0.02985945, -0.004362367, 0.04891688, 0.038287293, -0.024067212, 0.046845783, -0.012168337, 0.03741062, 0.011733688, -0.009696711, -0.024200236, 0.0135712065, -0.03601092, -0.01481675, -0.028686393, -0.014459241, -0.01190611, -0.022867978, -0.03468542, -0.010468163, -0.04869789, 0.044037867, 0.019326758, -0.04570501, 0.01713569, -0.013250805, 0.048459735, -0.046512045, -0.02262112, 0.044597413, -0.04690206, 0.049372878, 0.002189219, 0.047482323, 0.022017684, -0.041776765, 0.0279557, 0.0205688, 0.005724538, -0.03547422, 0.010371327, -0.009531546, -0.03999456, 0.032057595)"
72,/â€¦,"(-0.013879873, -0.048601236, 0.00569259, 0.0068175197, 0.026662994, -0.0042718872, 0.042942848, -0.014121223, 0.025560651, 0.04975399, 0.0040296204, 0.028748814, 0.039850954, -0.049573243, -0.02623923, 0.02686527, 0.010237623, -0.0033459887, -0.040284, -0.011278115, 0.04502282, -0.01721872, 0.014873687, 0.033080254, 0.040952113, 0.01187674, 0.020756368, 0.017826844, -0.011053406, -0.045090426, 0.0018393025, -0.016381908, 0.0215845, 0.011381257, 0.020179797, 0.0123152025, 0.020679023, 0.046213176, -0.0258057, 0.009516943, -0.032876372, 0.0073457137, -0.039811336, 0.015735041, -0.034084335, -0.018640839, 0.017768715, 0.033075858, 0.006793298, -0.034423877, 0.012794007, 0.013502035, -0.042745244, 0.020960238, -0.047997534, 0.047825787, -0.040667437, -0.03686911, 0.027623143, 0.003251195, 0.027936283, 0.03463849, -0.026010191, 0.0141859315, 0.027668979, 0.0146211125, -0.042662084, 0.029218484, -0.048815932, -0.03197267, -0.028095722, -0.026634455, 0.03455312, 0.01643243, 0.0043925047, 0.020043205, 0.007836152, -0.021465087, 0.0008544922, -0.004922606, 0.033508684, 0.016380858, -0.0018392801, -0.04081576, 0.023003805, -0.0277547, 0.013522457, -0.0009680167, -0.009812642, -0.008762836, -0.012660097, -0.007487487, -0.0422974, -0.002143003, -0.006190408, -0.0061823726, 0.039297525, -0.009528745, -0.014009774, -0.017439269)"
73,RT,"(0.02846272, 0.021945145, 0.015350904, 0.011296023, 0.03731319, -0.03553436, 0.02242143, 0.02304652, 0.039172556, 0.02065761, -0.047061216, -0.029683506, -0.009414732, -0.046984445, 0.009502899, -0.0005142316, -0.026419735, 0.0044693723, -0.042086434, -0.027033234, 0.020343397, -0.016911425, -0.025708033, -0.017262578, 0.0028249398, 0.008101188, 0.033086803, -0.002074767, 0.024360422, -0.03807565, 0.021376465, -0.032747068, -0.013802089, 0.021765519, 0.02526385, 0.003819026, 0.017245594, 0.026866209, -0.048892405, -0.015671898, 0.031726334, -0.038250983, 0.0072131045, -0.006839931, 0.04417633, -0.046201754, 0.008842148, 0.0009802952, -0.03315108, 0.030788373, -0.021030439, -0.0334916, -0.0041926987, 0.038404133, 0.029115308, 0.029961947, 0.038841438, 0.0304701, -0.029136991, -0.023184706, -0.046452798, 0.019133959, -0.040584337, -0.019572843, 0.029370833, -0.04811653, 0.033084963, 0.028563652, 0.0385386, 0.019590762, -0.014572419, -0.0480044, 0.0268577, -0.026523054, -0.044667076, 0.048433635, 0.008911442, -0.01724409, 0.020789694, 0.048659336, -0.04391812, 0.049146082, 0.02543353, 0.01833636, 0.024110746, 0.046259094, -0.049194492, 0.024167065, 0.023852471, -0.005250681, -0.0044723265, 0.005756937, 0.041431475, -0.035075486, 0.012485005, 0.0032887235, -0.038163375, -0.04001359, 0.037580375, -0.043326106)"
74,sa,"(-0.03167989, 0.037821893, 0.04123682, 0.049165342, -0.014834095, -0.0135518685, -0.04212278, 0.011272512, 0.0061407313, 0.013579201, -0.03341683, -0.004435301, -0.03081634, 0.02859744, -0.036655724, 0.026057806, -0.019550288, -0.021855343, 0.03333093, -0.021929312, 0.03957485, 0.020568777, -0.0146276355, -0.04603803, -0.039136134, 0.027646769, 0.02170739, -0.013577841, 0.047535744, 0.03369153, 0.011602234, 0.030802194, -0.03795749, 0.007957149, -0.029755915, -0.015730094, 0.04646674, -0.02467469, 0.0451175, -0.0061188824, -0.035815537, -0.047915913, -0.007023014, 0.005886376, 0.026034225, 0.011603605, 0.04456928, -0.008524489, 0.029068496, 0.0024505034, 0.023857985, 0.0262913, 0.016769659, -0.015491117, -0.021226777, -0.026081085, 0.0387632, -0.049948063, -0.021979619, 0.012368798, 0.029961076, 0.002022326, -0.048203673, -0.046440363, -0.016517125, 0.028089587, 0.018668417, -0.020124722, 0.045999374, 0.009650849, -0.026976181, 0.00824704, -0.047326256, -0.023403382, -0.0010525212, 0.040826704, 0.033483755, 0.03837217, -0.030254556, -0.026853919, -0.0019761547, 0.024643991, 0.0116830245, 0.04313029, 0.03133395, -0.012755476, 0.03733952, 0.04183575, 0.04749913, 0.045364942, -0.017916393, 0.045245197, 0.026759949, 0.023578469, -0.04063015, 0.022516202, 0.024373006, -0.024584008, 0.045164037, 0.0062666535)"
75,Marikina,"(-0.046767235, -0.01819124, 0.04656918, 0.021644358, 0.03034098, -0.01901642, -0.04735973, -0.04660287, -0.008788548, -0.022635937, 0.0023804307, -0.02655524, 0.03274757, 0.019292321, -0.016377248, 0.023877416, 0.0045466423, 0.0066423304, -0.035190783, 0.039855372, -0.02251408, -0.04165008, 0.024254572, 0.020454418, 0.0023394935, 0.0077164285, 0.04266547, 0.0044609793, 0.023497593, -0.014433362, -0.018609118, -0.011452269, -0.026815891, -0.04070133, -0.04141309, 0.03578874, -0.020171285, -0.012070261, -0.0088334195, -0.012450803, 0.0015223734, -0.021128928, -0.048776794, 0.021608297, -0.012218095, 0.042390656, 0.03469651, -0.01189499, 0.039201114, -0.012464415, 0.043476675, -0.020636082, -0.011977375, 0.0155010335, -0.02729292, 0.016462754, 0.038434986, -0.0041283257, 0.0014561303, -0.04764179, -0.026956988, -0.0005343333, -0.01906817, 0.002940677, 0.049225356, -0.020456588, 0.03985334, -0.048523046, 0.03419629, 0.031646673, -0.038690854, 0.03652552, 0.013815496, -0.036002625, -0.0064732805, 0.04785527, -0.007014919, 0.0044592395, -0.012071241, 0.019156586, -0.004465174, -0.040518068, -0.030509401, 0.040453147, -0.042857863, 0.00094246864, -0.030331088, 0.045282844, -0.044517588, -0.016025044, 0.041908886, -0.030057777, -0.02813151, 0.04086205, 0.01596931, -0.0020770654, -0.042052973, -0.028090274, -0.0016161911, -0.03960073)"
76,FOR,"(0.011117317, 0.011747815, 0.005265437, 0.049635593, -0.006377101, 0.014250923, -0.02623098, -0.017063688, -0.049319934, -0.036082685, 0.022414949, 0.00688722, 0.03875235, 0.0435594, -0.040310312, 0.016869012, 0.022821072, -0.02095884, -0.0057856217, 0.037972238, -0.005152084, 0.033169854, 0.0002478361, 0.03316431, -0.0045193806, 0.034832183, -0.032894373, 0.022874031, 0.0011408217, 0.02481692, 0.0020157471, 0.044335995, 0.04187428, 0.03828199, 0.032670368, 0.0147626065, -0.009024609, -0.037929107, 0.032786276, 0.02913649, 0.04847807, -0.0015466698, -0.01241076, 0.025214616, -0.04782188, 0.029229764, 0.04917309, 0.024090175, 0.016937304, 0.010208428, -0.0010654815, -0.006262839, 0.02097753, -0.024603462, -0.003621567, 0.0025976188, -0.017995097, 0.037638094, -0.02948538, -0.03783847, 0.033401106, 0.010898806, -0.040430237, 0.027273867, -0.020004809, 0.04886024, -0.022986293, -0.023815488, -0.041564573, 0.028628144, -0.04150753, 0.026820932, -0.031110812, -0.017720662, 0.015689205, 0.03326649, 0.007558368, -0.043121852, 0.03630605, -0.030432642, -0.047567498, -0.035273753, -0.04971179, -0.016205393, 0.044711713, 0.042103056, 0.0089203715, -0.007386662, 0.049579177, 0.045560803, 0.017176475, 0.040622797, -0.038713146, -0.009181976, 0.009621989, 0.048014317, 0.047360454, -0.013591994, -0.04438242, 0.016085092)"
77,WEATHER,"(-0.04457373, -0.034380507, 0.017770167, 0.024019895, 0.0017092862, 0.054701556, 0.051907975, 0.040816687, 0.018686946, -0.032651406, 0.012875017, -0.0067263637, -0.010617007, -0.030489203, 0.018379845, -0.024525154, -0.045880213, 0.01907034, -0.019318782, 0.056502864, 0.030668447, -0.020781375, -0.0068704444, -0.01314374, -0.025232762, -0.0056757103, -0.020651456, -0.008796671, -0.014999911, 0.008100444, -0.02711549, -0.013734203, 0.050693262, -0.0033018137, 0.02374943, 0.03305602, -0.024618322, 0.0045385384, -0.029221108, 0.04643429, 0.013046446, -0.03828763, 0.004658387, 0.023228168, -0.03395415, -0.022219948, 0.015211067, -0.006859686, -0.01104306, 0.05294513, -0.02693974, 0.027062977, 0.007594625, 0.0019920566, -0.014088476, -0.03581239, 0.022395218, -0.036945347, 0.012123139, -0.0027931165, 0.05493174, 0.040369272, -0.022214554, 0.040176187, 0.021973724, 0.034857795, 0.009883573, 0.0006857687, -0.03748653, 0.0438985, 0.038962916, -0.023827853, -0.010083735, 0.026003497, 0.0030008699, 0.010964383, 0.016840748, 0.027578508, -0.0242765, -0.006662106, 0.022721311, 0.0024247307, -0.020852521, -0.01235191, 0.02464691, -0.03146672, -0.028555198, 0.008227309, -0.036395896, -0.0540715, -0.042206094, -0.036521345, 0.0102481395, 0.027084487, 0.028249212, 0.01911647, 0.007928964, 0.003393152, 0.048966557, -0.014554448)"
78,Current,"(0.005485988, 0.027806751, -0.060823634, 0.012890851, -0.0115743615, 0.0068526836, -0.0007226763, -0.032217912, 0.0013019242, -0.03538893, -0.020616673, 0.026901577, 0.005109523, 0.038020343, 0.049031347, 0.040218625, -0.04031144, 0.03148873, 0.041347925, 0.013172339, 0.015180004, 0.03674453, -0.054569885, -0.016015457, 0.034244075, -0.019705426, -0.04954471, 0.039464884, 0.025125675, -0.014898034, 0.042862274, 0.021714045, -0.034045022, -0.002992966, 0.014531234, -0.024339998, -0.0009178269, -0.012823456, 0.035190355, 0.029523954, 0.0033630256, -0.02498901, 0.005441621, 0.01867108, -0.04751935, 0.008589337, -0.0046847374, 0.06021807, -0.019822363, -0.036277942, 0.0037769598, -0.016036944, 0.025274951, 0.01460071, 0.008955297, -0.00710801, -0.0014714729, -0.007886761, 0.0008777363, -0.033682536, -0.03804828, 0.030904036, -0.0112619335, -0.04505072, -0.028449472, -0.024272598, 0.027394766, 0.057519417, -0.011235278, 0.03592553, -0.014661951, -0.017015819, -0.0008974769, -0.011902132, 0.0054133837, -0.029906483, -7.7235745e-06, -0.02052594, -0.027724154, -0.03543916, 0.058509216, -0.034155253, -0.031535033, -0.022687243, 0.030480575, 0.037049696, 0.03065665, -0.006591731, -0.0014555266, -0.019798914, 0.022687037, 0.03202276, 0.009296602, -0.04898304, -0.05011612, 0.005821815, 0.0032925294, -0.0519733, -0.027291685, -0.014770221)"
79,Villa,"(-0.014378894, 0.030737113, -0.0030660853, 0.017376278, -0.003439881, -0.04360322, -0.004674554, 0.03165349, -0.040458154, 0.010527562, -0.019484688, -0.024981702, 0.042719487, 0.023926858, -0.04607662, -0.007235706, -0.0061805844, -0.03104626, -0.046540108, 0.02716818, 0.024666514, 0.015030634, 0.006247055, -0.026317382, 0.011619091, -0.006738521, -0.043328334, 0.0013352409, 0.023905959, -0.0015634298, 0.013616327, 0.012271393, -0.0075782426, -0.030670619, -0.0019425154, -0.006876327, -0.01914519, -0.017056357, -0.0049470775, 0.011901032, -0.030824615, -0.048172858, -0.021354938, 0.00917194, 0.036077056, -0.0014649853, 0.023534942, 0.0022218227, 0.014482591, 0.047947083, 0.036035243, 0.049594667, 0.010981403, -0.042046227, -0.022449577, 0.017261814, 0.037000034, 0.026661959, 0.011217833, -0.017457377, -0.00646751, 0.030802343, -0.02285899, 0.0029090643, 0.016605582, -0.0036179647, 0.0133931525, -0.0069496855, 0.0032993667, -0.048053503, -0.041029047, -0.021899952, -0.0044844747, -0.008425653, -0.010411203, -0.0005515814, -0.047805548, -0.044936396, 0.03485847, -0.013935126, -0.01887597, -0.026005996, 0.047053885, -0.009548031, -0.0052381977, 0.02003124, -0.038873266, 0.049805354, -0.019324316, 0.03557458, -0.0175398, 0.0130603425, 0.0060800314, -0.016247548, -0.012778915, -0.04861492, 0.04761645, 0.02576207, -0.04727694, -0.002747856)"
80,Canando,"(0.019401837, -0.01029221, 0.022982802, -0.048166167, -0.036364734, -0.03952415, 0.041824367, 0.009655632, -0.045641568, -0.017508708, -0.016120754, 0.035060372, -0.03862852, 0.03096727, 0.018841933, 0.0022936687, 0.00915847, 0.04820225, -0.024923861, -0.03733162, -0.044235256, 0.031898025, 0.025659513, 0.031550933, 0.0013218038, 0.033331547, -0.01494211, -0.017651238, -0.041895926, -0.024839712, -0.04298028, -0.012283005, 0.047243718, 0.012423169, 0.017647836, 0.02817646, -0.046990037, 0.03887235, 0.04610609, 0.023770478, 0.011799194, -0.016146459, 0.028111126, 0.0143086575, -0.0073054656, -0.009928513, 0.007437777, -0.0035863742, -0.048306145, 0.014649514, -0.030786991, 0.010456301, 0.032032285, -0.045681644, -0.011418354, -0.03201337, -0.046875574, 0.020204175, -0.047218453, -0.002584029, 0.013793234, 0.030717622, 0.040975634, -0.040039062, 0.014143776, -0.04054582, -0.016861904, -0.027617563, -0.018451907, 0.041789506, 0.0036578067, -0.035977054, -0.008274972, -0.03192343, -0.030414129, 0.024821911, 0.037239943, -0.010416996, 0.04902691, 0.010747351, 0.01332004, -0.0076770782, -0.040885188, 0.011166524, 0.042444434, 0.02236532, -0.047041725, -0.036975335, -0.025538648, -0.04847144, 0.0061563477, 0.010350037, 0.042348836, 0.029369723, -0.02253275, -0.03909559, 0.03101151, 0.023245681, 0.048878048, 0.013542499)"
