,Unnamed: 0,ID,Tweet,Event,Retweet_Count,Follower_Count,Source,User_Created_at,Tweet_Created_at,User_Language,User_Screen_Name,User_Location,Event_Decrption,Categories,Priority
2255,2255,965368238010806272,@missmayim Why arenâ€™t you blaming poor Nickolous Cruz? You libtards ignore punishing him for the horrific crime andâ€¦ https://t.co/f6jXGIisPU,flSchoolShooting2018,0,24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2009-03-24 00:06:07,2018-02-18 23:31:38,en,Gimmeabreak1,,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Sentiment', 'ContextualInformation']",Low
2256,2256,965251768186818560,"Democrats are more outraged that President Trump called out the FBI for ignoring Nikolas Cruz, who killed 17 kids,â€¦ https://t.co/yFqNNzdNLW",flSchoolShooting2018,6,4364,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2015-03-16 03:00:10,2018-02-18 15:48:49,en,morrison_bryson,United States,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Discussion', 'ContextualInformation']",Low
2257,2257,964823737492271104,"RT @domehomehoney: @CNN Dear Ted Cruz, here are some facts:

Las Vegas concert: many people killed
Orlando nightclub: many people killed
Teâ€¦",flSchoolShooting2018,1,50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2016-11-05 15:41:14,2018-02-17 11:27:59,en,cu90726684,"Arkansas, USA","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Discussion', 'ContextualInformation']",Low
2258,2258,964762070548819969,#My condolence to the families that lost children #killed #wounded #injured in Parkland FL #Ted Cruz comment wait for all the information,flSchoolShooting2018,1,1873,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",2015-07-19 00:07:54,2018-02-17 07:22:56,en,LesterS38734894,,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Hashtags', 'Sentiment', 'ContextualInformation']",Low
2259,2259,964712330872475648,"@DavidJollyFL Ted Cruz today said
 ""Its not a gun issue,  it's a violent criminal issue"" ...

Like the kid could'veâ€¦ https://t.co/vg9DR7TBgt",flSchoolShooting2018,84,1223,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2013-03-21 16:31:42,2018-02-17 04:05:17,en,deep714purple,_______________ Valley,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Hashtags', 'Discussion', 'ContextualInformation']",Low
2260,2260,964680330794987520,"Years before a man killed 17 people at a Florida school, his mother repeatedly called police to help deal with hisâ€¦ https://t.co/bHKajrU9Q0",flSchoolShooting2018,0,2471,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",2012-02-11 03:53:33,2018-02-17 01:58:08,en,TopTwts,Worldwide,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['MultimediaShare', 'Discussion', 'ContextualInformation']",Medium
2261,2261,964259331700117504,"BREAKING: The leader of a white nationalist group in Florida confirmed Nikolas Cruz, the shooter who killed 17 peopâ€¦ https://t.co/QXj2Q859QH",flSchoolShooting2018,0,283,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2014-06-15 18:54:41,2018-02-15 22:05:14,fr,ptitoursblanc,Partout dans le monde,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Hashtags', 'Sentiment', 'ContextualInformation', 'OriginalEvent']",Low
2262,2262,964251217173065729,NYTimes  Florida Shooting Live Updates: White Supremacy Group Claims Nikolas Cruz as Member - Names of all 17 peoplâ€¦ https://t.co/1oHNWabLNw,flSchoolShooting2018,0,727,"<a href=""https://ritekit.com"" rel=""nofollow"">RiteKit</a>",2016-07-05 10:19:10,2018-02-15 21:32:59,en,CPirateNetwork,,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['MultimediaShare', 'Factoid', 'Hashtags', 'ContextualInformation']",High
2263,2263,964246457623695365,More on Cruz and the 17 people killed tonight at 5 #WLKY https://t.co/EgXRrXFPKi,flSchoolShooting2018,0,3902,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2011-07-08 23:34:47,2018-02-15 21:14:04,en,WLKYVickiDortch,"Louisville, KY","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['MultimediaShare', 'Hashtags', 'Discussion', 'ContextualInformation', 'OriginalEvent']",Medium
2264,2264,964232904112070656,RT @PaulaChertok: @CNN UPDATE: 17 confirmed dead in Florida high school shooting. 12 shot inside the school. 2 killed outside. 1 on nearbyâ€¦,flSchoolShooting2018,10,1217,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2014-06-20 04:22:54,2018-02-15 20:20:13,en,CoolHipgrandma,your dads house,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Factoid', 'Discussion', 'ContextualInformation', 'OriginalEvent']",Medium
2265,2265,964216648906477573,"â–¶@NewsOne: The Florida School Shooter Is A Racist Terrorist, So Why Wonâ€™t Police Call Him That? - The teenager whoâ€¦ https://t.co/QvUbXDx6NM",flSchoolShooting2018,2,12601,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",2016-01-07 15:38:43,2018-02-15 19:15:38,en,blacqer,"Manhattan, NY","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Sentiment', 'ContextualInformation']",Low
2266,2266,964162133104578560,Breaking: Florida school on lockdown after â€˜shotsâ€™ 7 miles from yesterday's shooting https://t.co/jWgHHsbEGO,flSchoolShooting2018,2,11796,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2012-03-07 13:54:43,2018-02-15 15:39:00,en,IrishSunOnline,"Dublin, Ireland","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['EmergingThreats', 'MultimediaShare', 'OriginalEvent']",Medium
2267,2267,964063502317989888,"RT @MICHAELDOLLAR: UPDATE: Marjory Stoneman Douglas High School shooting in Florida: 17 killed, suspect Nicholas Cruz in custody in Floridaâ€¦",flSchoolShooting2018,6,1141,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2009-10-05 14:40:21,2018-02-15 09:07:05,en,ShellyLazoff,,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['MultimediaShare', 'Factoid', 'Hashtags', 'News', 'OriginalEvent']",Medium
2268,2268,967581217905397760,Tracy is a wonderful person who has always been there for us and our kiddos shooting many of their sporting... https://t.co/jVwcXLhHsH,flSchoolShooting2018,0,399,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",2009-06-02 02:36:22,2018-02-25 02:05:13,en,boblillyjr,"Dallas, TX","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>",['Irrelevant'],Low
2269,2269,967459907552325632,Thanks   @FloridaMadeLady please #Help Check out my #GoFundMe Video https://t.co/x3WJI3r1XL -) &amp; #Crowdfunding pageâ€¦ https://t.co/DHjhNtw6tm,flSchoolShooting2018,1,5313,"<a href=""https://twitter.com/"" rel=""nofollow"">@KPsychonautics</a>",2012-01-11 00:35:22,2018-02-24 18:03:11,en,KPsychonautics,"Ohio, USA","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Donations', 'Discussion', 'ContextualInformation', 'OriginalEvent']",Low
2270,2270,967407551011868672,"RT @tempestdevyne: #KyleLaman, survivor of the MSDHS, Parkland Shooting, still in hospital and needing lots of work - parents need help RAIâ€¦",flSchoolShooting2018,1,758,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2009-03-27 18:48:03,2018-02-24 14:35:08,en,jasonpjfan,Fort Lauderdale,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Donations', 'ThirdPartyObservation', 'MultimediaShare', 'Discussion', 'ContextualInformation']",Medium
2271,2271,966868487317741568,Want to help the families and victims of the shooting at Marjory Stoneman Douglas High school? Consider making a doâ€¦ https://t.co/QvlOGtzZR1,flSchoolShooting2018,0,4440,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2017-02-11 19:34:11,2018-02-23 02:53:05,en,Camerams4,,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Donations', 'Discussion', 'ContextualInformation']",Medium
2272,2272,966648466251419648,RT @mcruzsr: Please support my GoFundMe campaign: https://t.co/mSV54gohx1 @gofundme #NeverAgain https://t.co/rRK3xNq6iZ,flSchoolShooting2018,1,2209,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2011-11-05 13:31:18,2018-02-22 12:18:48,en,mcruzsr,Massachusetts ,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Donations', 'MultimediaShare', 'Discussion', 'ContextualInformation']",Medium
2273,2273,966350899017695232,I'm raising money for Get Brandy Spayed And Shots!. Click to Donate:  https://t.co/kHzEITNBEC via @gofundme,flSchoolShooting2018,0,6759,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2012-01-24 03:20:20,2018-02-21 16:36:22,en,ChrisMollo2,"Tempe, Arizona","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>",['Irrelevant'],Low
2274,2274,966105684336107521,"RT @grammar_girl: Instead of screaming my face off about That Dinesh D'Souza Tweet, here is a link to a GoFundMe started by the Parkland stâ€¦",flSchoolShooting2018,6,358,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2009-01-22 22:03:05,2018-02-21 00:21:59,en,klemay,"New York, NY","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Donations', 'MultimediaShare', 'Discussion', 'ContextualInformation', 'OriginalEvent']",Low
2275,2275,965924140510261249,@iitzantshot Thank you very much for following! :-) heck out my #GoFundMe Video https://t.co/x3WJI3r1XL -) &amp;â€¦ https://t.co/U6RwUKYUmV,flSchoolShooting2018,1,5320,"<a href=""https://twitter.com/"" rel=""nofollow"">@KPsychonautics</a>",2012-01-11 00:35:22,2018-02-20 12:20:35,en,KPsychonautics,"Ohio, USA","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Donations', 'MultimediaShare', 'Sentiment', 'ContextualInformation', 'OriginalEvent']",Low
2276,2276,965557741417844737,Click here to support Parkland strong bracelet fund organized by Stephanie Frankel Cassidy https://t.co/LsiyAuLBhP,flSchoolShooting2018,0,396,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",2009-03-28 21:28:59,2018-02-19 12:04:39,en,JibRental,"New York City, NY","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Donations', 'Discussion', 'ContextualInformation']",Medium
2277,2277,965505625336692737,"ICYMI: recycleamericaradioshow Florida shooting victims helped by GoFundMe, comfort dogs and moreâ€¦ https://t.co/pszazCecpI",flSchoolShooting2018,0,336,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",2010-04-21 01:51:21,2018-02-19 08:37:33,en,2peterswift,,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Donations', 'Discussion', 'ContextualInformation']",Medium
2278,2278,964674557113196544,"RT @wsvn: UPDATE: Official GoFundMe page for victims of yesterday's mass shooting has already raised over $150,000 in just two hours. httpsâ€¦",flSchoolShooting2018,48,206,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2018-01-12 23:06:14,2018-02-17 01:35:11,en,KahzahnRusha,"Hialeah, FL","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Donations', 'Discussion', 'ContextualInformation', 'OriginalEvent']",Low
2279,2279,964494050257711105,#AlwaysOn KRQE reference â†¦ Florida School Shooting Victims GoFundMe Page https://t.co/j0E0KbkFfv,flSchoolShooting2018,0,84070,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",2008-10-24 21:52:34,2018-02-16 13:37:55,en,krqe,"Albuquerque, New Mexico","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Donations', 'Hashtags', 'Discussion', 'ContextualInformation']",High
2280,2280,964284421644800000,"#FloridaSchoolShooting PLEASE STOP! Please read, #RT #Share, #like, and #help bring Isaiah #home. Lets take 5 secsâ€¦ https://t.co/asExVfN46y",flSchoolShooting2018,1,2018,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",2017-01-19 05:18:25,2018-02-15 23:44:56,en,CakeJamesIzzy,"Twentynine Palms, CA","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>",['Irrelevant'],Low
2281,2281,964179249069518849,"Anyone looking to donate to help the victims and families from the school shooting in Parkland, FL, please donate aâ€¦ https://t.co/PZ54ynWB9z",flSchoolShooting2018,62,663,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2010-07-19 05:03:11,2018-02-15 16:47:01,en,aliyumei310,"New York, NY","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Donations', 'MultimediaShare', 'ContextualInformation']",High
2282,2282,967478935196848128,"RT @abc13houston: TERRIFYING: Cellphone video shows the moment SWAT team officers cleared a classroom at Stoneman Douglas HS in Parkland, Fâ€¦",flSchoolShooting2018,22,333,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2015-01-05 14:25:37,2018-02-24 19:18:47,en,exactlylewis,not harrys tour,"On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['MultimediaShare', 'Discussion', 'ContextualInformation', 'OriginalEvent']",Low
2283,2283,967417959550304256,"RT @votevets: The @USArmy is awarding its Medal of Heroism to three #JROTC cadets killed in last week's school shooting in #Parkland, Floriâ€¦",flSchoolShooting2018,688,503,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2016-11-19 15:30:04,2018-02-24 15:16:29,en,Nmenon777,"Trivandrum City, Trivandrum","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['MultimediaShare', 'Hashtags', 'Discussion', 'ContextualInformation', 'OriginalEvent']",Low
2284,2284,967197209568555008,"@TheDemocrats @TheDemocrats donâ€™t care if kids are killed!  They only care WHERE they are killed!
School shooting?â€¦ https://t.co/kP6ZlX6TDA",flSchoolShooting2018,2,34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2016-07-16 04:04:46,2018-02-24 00:39:19,en,JustSRichardson,"Louisiana, USA","On February 14, 2018, a gunman opened fire at Marjory Stoneman Douglas High School in Parkland, Florida. The user is a response officer in the Florida command and control center who is just recieving reports of the shooting. <a href='https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting' target='_blank'>Wikipedia Page<a>","['Hashtags', 'Discussion', 'ContextualInformation']",Low
