,Unnamed: 0,ID,Tweet,Event,Retweet_Count,Follower_Count,Source,User_Created_at,Tweet_Created_at,User_Language,User_Screen_Name,User_Location,Event_Decrption,Categories,Priority
3630,3630,73023697123938304,RT @feedthechildren Help disaster victims at http://www.feedthechildren.org/disasterrelief #mo #tornado #pray,joplinTornado2011,0,4846,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2008-12-18 00:43:39,2011-05-24 13:53:00,en,MLAS,,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['Donations', 'ThirdPartyObservation', 'Hashtags', 'News']",High
3631,3631,73023697123938304,RT @feedthechildren Help disaster victims at http://www.feedthechildren.org/disasterrelief #mo #tornado #pray,joplinTornado2011,0,4846,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2008-12-18 00:43:39,2011-05-24 13:53:00,en,MLAS,,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['Donations', 'ThirdPartyObservation', 'Hashtags', 'News']",High
3632,3632,75424812020936704,@msfang @Effiemagic lmao. A lifetime.,joplinTornado2011,0,2044,"<a href=""http://www.myplume.com/"" rel=""nofollow"">PlumeÂ forÂ Android</a>",2010-11-27 08:11:34,2011-05-31 04:54:11,en,HopeyFresh,"Atlanta, GA","The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['Discussion', 'Irrelevant']",Low
3633,3633,75424812020936704,@msfang @Effiemagic lmao. A lifetime.,joplinTornado2011,0,2044,"<a href=""http://www.myplume.com/"" rel=""nofollow"">PlumeÂ forÂ Android</a>",2010-11-27 08:11:34,2011-05-31 04:54:11,en,HopeyFresh,"Atlanta, GA","The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['Discussion', 'Irrelevant']",Low
3634,3634,74249624017305600,Video of Kitten Found in Joplin Missouri Tornado Debris  http://bit.ly/l6NHKw,joplinTornado2011,0,157,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2009-11-30 07:52:48,2011-05-27 23:04:24,en,Anipalinfo,,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ThirdPartyObservation', 'MultimediaShare']",Medium
3635,3635,74249624017305600,Video of Kitten Found in Joplin Missouri Tornado Debris  http://bit.ly/l6NHKw,joplinTornado2011,0,157,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2009-11-30 07:52:48,2011-05-27 23:04:24,en,Anipalinfo,,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ThirdPartyObservation', 'MultimediaShare']",Medium
3636,3636,78566102136930304,RT @cardinals_raw: Cardinals News:: Cards-Royals series to benefit tornado victims http://bit.ly/lC56GW,joplinTornado2011,1,3761,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2011-03-03 21:39:47,2011-06-08 20:56:33,en,MOFarmersCare,,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['MultimediaShare', 'ServiceAvailable', 'News']",Medium
3637,3637,78566102136930304,RT @cardinals_raw: Cardinals News:: Cards-Royals series to benefit tornado victims http://bit.ly/lC56GW,joplinTornado2011,1,3761,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2011-03-03 21:39:47,2011-06-08 20:56:33,en,MOFarmersCare,,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['MultimediaShare', 'ServiceAvailable', 'News']",Medium
3638,3638,73894035332399104,RT @rqskye: #MONeeds #Volunteers City DistCtr to form teams we are sending into the area to help people with clean up. Open every day 9a ...,joplinTornado2011,1,776,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2011-02-22 17:59:37,2011-05-26 23:31:25,en,NJAThomson,🌞,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['Volunteer', 'ServiceAvailable', 'Official', 'CleanUp', 'Hashtags', 'News']",High
3639,3639,73894035332399104,RT @rqskye: #MONeeds #Volunteers City DistCtr to form teams we are sending into the area to help people with clean up. Open every day 9a ...,joplinTornado2011,1,776,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2011-02-22 17:59:37,2011-05-26 23:31:25,en,NJAThomson,🌞,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['Volunteer', 'ServiceAvailable', 'Official', 'CleanUp', 'Hashtags', 'News']",High
3640,3640,72787965184716800,"RT @elisemitch: RT @samsclubsusan: #samsclub in #Joplin has generators, tarps, fuel cans, ice, charcoal & other supplies. No membership  ...",joplinTornado2011,5,1666,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÂ®</a>",2009-06-24 20:30:48,2011-05-23 22:16:17,en,KateJAndersen,Northwest Arkansas,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ThirdPartyObservation', 'ServiceAvailable', 'Hashtags', 'News']",High
3641,3641,72787965184716800,"RT @elisemitch: RT @samsclubsusan: #samsclub in #Joplin has generators, tarps, fuel cans, ice, charcoal & other supplies. No membership  ...",joplinTornado2011,5,1666,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÂ®</a>",2009-06-24 20:30:48,2011-05-23 22:16:17,en,KateJAndersen,Northwest Arkansas,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ThirdPartyObservation', 'ServiceAvailable', 'Hashtags', 'News']",High
3642,3642,73429563790737408,RT @EllisonCampaign: Assistance for tornado victims is available at Fairview Recreation center. Please spread the word - http://bit.ly/j ...,joplinTornado2011,4,581,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2010-06-11 00:10:05,2011-05-25 16:45:46,en,ProgressPundit,All over the U.S.,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ThirdPartyObservation', 'ServiceAvailable', 'Official', 'Advice', 'News']",High
3643,3643,73429563790737408,RT @EllisonCampaign: Assistance for tornado victims is available at Fairview Recreation center. Please spread the word - http://bit.ly/j ...,joplinTornado2011,4,581,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2010-06-11 00:10:05,2011-05-25 16:45:46,en,ProgressPundit,All over the U.S.,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ThirdPartyObservation', 'ServiceAvailable', 'Official', 'Advice', 'News']",High
3644,3644,72698562223407104,Playhouse theatre in #Joplin. You can see the chairs if you look close.  http://twitpic.com/51k7t6,joplinTornado2011,3,831,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",2009-03-07 16:58:17,2011-05-23 16:21:02,en,borntorunnergrl,,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ThirdPartyObservation', 'Hashtags', 'Irrelevant']",Low
3645,3645,72698562223407104,Playhouse theatre in #Joplin. You can see the chairs if you look close.  http://twitpic.com/51k7t6,joplinTornado2011,3,831,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",2009-03-07 16:58:17,2011-05-23 16:21:02,en,borntorunnergrl,,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ThirdPartyObservation', 'Hashtags', 'Irrelevant']",Low
3646,3646,73562498883784704,"RT @TWCBreaking: Possible #tornado damage reported near Union City, TN.  Multiple trees down, one building destroyed.",joplinTornado2011,41,49,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",2011-05-25 06:19:30,2011-05-26 01:34:01,en,SevereAlertsNow,"Nashville, TN","The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['FirstPartyObservation', 'Weather', 'Hashtags', 'News']",High
3647,3647,73562498883784704,"RT @TWCBreaking: Possible #tornado damage reported near Union City, TN.  Multiple trees down, one building destroyed.",joplinTornado2011,41,49,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",2011-05-25 06:19:30,2011-05-26 01:34:01,en,SevereAlertsNow,"Nashville, TN","The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['FirstPartyObservation', 'Weather', 'Hashtags', 'News']",High
3648,3648,72871116724633600,"RT @michaelgibby1: @geoffogilvy please RT for those affected by the horrific Tornado in Joplin, MO! For those who want to help text REDC ...",joplinTornado2011,2,275,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2009-06-08 02:20:49,2011-05-24 03:46:42,en,sox309,,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ThirdPartyObservation', 'ServiceAvailable', 'News']",Critical
3649,3649,72871116724633600,"RT @michaelgibby1: @geoffogilvy please RT for those affected by the horrific Tornado in Joplin, MO! For those who want to help text REDC ...",joplinTornado2011,2,275,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2009-06-08 02:20:49,2011-05-24 03:46:42,en,sox309,,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ThirdPartyObservation', 'ServiceAvailable', 'News']",Critical
3650,3650,72827930719432704,I subscribed to CBS's channel on YouTube. http://www.youtube.com/user/CBS?feature=autoshare,joplinTornado2011,0,885,"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>",2009-04-13 17:29:15,2011-05-24 00:55:06,en,mhachey,Canada,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>",['Irrelevant'],Low
3651,3651,72827930719432704,I subscribed to CBS's channel on YouTube. http://www.youtube.com/user/CBS?feature=autoshare,joplinTornado2011,0,885,"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>",2009-04-13 17:29:15,2011-05-24 00:55:06,en,mhachey,Canada,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>",['Irrelevant'],Low
3652,3652,74928955110604800,"RT @SignosFodas: #Libra + Aries = Familia, brigas, ocasiÃµes, festas amigos folia",joplinTornado2011,144,982,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2010-04-26 21:25:06,2011-05-29 20:03:49,en,tahcapecci,,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>",['Irrelevant'],Low
3653,3653,74928955110604800,"RT @SignosFodas: #Libra + Aries = Familia, brigas, ocasiÃµes, festas amigos folia",joplinTornado2011,144,982,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2010-04-26 21:25:06,2011-05-29 20:03:49,en,tahcapecci,,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>",['Irrelevant'],Low
3654,3654,77520866371584000,Thx to @quickdeuce! RT @LSUwbkb Former Lady Tiger and WNBA guard Temeka Johnson contributing to tornado relief ... http://tmi.me/b9X11,joplinTornado2011,0,4172,"<a href=""http://www.echofon.com"" rel=""nofollow"">Echofon  Android</a>",2008-11-06 22:58:01,2011-06-05 23:43:09,en,MoheganMaven,"Connecticut, USA","The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ServiceAvailable', 'Advice', 'News']",Medium
3655,3655,77520866371584000,Thx to @quickdeuce! RT @LSUwbkb Former Lady Tiger and WNBA guard Temeka Johnson contributing to tornado relief ... http://tmi.me/b9X11,joplinTornado2011,0,4172,"<a href=""http://www.echofon.com"" rel=""nofollow"">Echofon  Android</a>",2008-11-06 22:58:01,2011-06-05 23:43:09,en,MoheganMaven,"Connecticut, USA","The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ServiceAvailable', 'Advice', 'News']",Medium
3656,3656,75101711995387904,RT @Disaster_News: #News City may offer loans for tornado damage: BY MATT GARFIELD - Staff Writer RALEIGH -- Residents struggling t... h ...,joplinTornado2011,1,152,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2011-05-18 07:44:17,2011-05-30 07:30:18,en,EVRYTHNG_DSTR,"Minnesota, USA","The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ThirdPartyObservation', 'ServiceAvailable', 'Hashtags', 'News']",Medium
3657,3657,75101711995387904,RT @Disaster_News: #News City may offer loans for tornado damage: BY MATT GARFIELD - Staff Writer RALEIGH -- Residents struggling t... h ...,joplinTornado2011,1,152,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2011-05-18 07:44:17,2011-05-30 07:30:18,en,EVRYTHNG_DSTR,"Minnesota, USA","The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ThirdPartyObservation', 'ServiceAvailable', 'Hashtags', 'News']",Medium
3658,3658,76258694077235200,#Connecticut Connecticut residents help in tornado response http://ctlocals.us,joplinTornado2011,0,51,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",2011-03-08 00:36:07,2011-06-02 12:07:44,en,ctlocalsus,"Norfolk-Hartford, Connecticut","The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ServiceAvailable', 'Hashtags', 'News']",Medium
3659,3659,76258694077235200,#Connecticut Connecticut residents help in tornado response http://ctlocals.us,joplinTornado2011,0,51,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",2011-03-08 00:36:07,2011-06-02 12:07:44,en,ctlocalsus,"Norfolk-Hartford, Connecticut","The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['ServiceAvailable', 'Hashtags', 'News']",Medium
3660,3660,73508848387891200,RT @oldrockhousestl: Old Rock House will donate $1 to Heart of Missouri United Way for Joplin Tornado relief every time this is re-tweet ...,joplinTornado2011,1469,146,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2010-08-12 21:41:56,2011-05-25 22:00:49,en,agtiger1,,"The 2011 Joplin tornado was a catastrophic EF5-rated multiple-vortex tornado that struck Joplin, Missouri, late in the afternoon of Sunday, May 22, 2011. The user is a response officer in the Missouri command and control center responsible for impact to the state. <a href='https://en.wikipedia.org/wiki/2011_Joplin_tornado' target='_blank'>Wikipedia Page<a>","['FirstPartyObservation', 'ServiceAvailable', 'Hashtags', 'Advice', 'News']",Medium
