,Words,Vectors
89,Reuters,"(4.6085566e-05, -0.01714449, -0.031129599, -0.04992212, -0.04892167, 0.0234267, -0.041417528, 0.0146760605, 0.0101599805, 0.026558015, 0.030055512, 0.04338279, -0.014204014, 0.003579162, 0.032800984, -0.040961575, -0.0001809001, -0.03028059, 0.021929432, 0.03019588, 0.02432618, -0.0459399, -0.009600174, 0.0040870793, -0.04046253, 0.006910585, 0.029924873, -0.046308696, 0.0042153113, 0.045160715, -0.0052707307, 0.036313, -0.025436008, -0.0075903423, 0.016620364, 0.012559716, 0.003449548, -0.03925792, -0.02204156, 0.029607598, 0.022334944, 0.0052889697, 0.01951928, -0.041227244, -0.03472761, -0.003238164, -0.03677144, -0.009027373, -0.033144318, 0.030875992, 0.03195664, -0.04065255, -0.021324014, -0.04871607, -0.04647101, -0.021890773, -0.014919449, 0.038930837, 0.0001154542, -0.029324329, -0.029374553, -0.034779716, 0.022581939, 0.010406077, 0.011283863, -0.010880373, 0.028738711, 0.03152634, -0.033567265, 0.010027099, 0.04047287, 0.028231192, -0.0138701685, 0.0032688603, 0.02056637, 0.004682552, -0.018258285, -0.023854686, 0.032226216, -0.028594052, 0.010967195, 0.042302195, -0.042928826, -0.028237928, -0.0029597767, -0.009467863, 0.036945295, 0.019845914, 0.016145837, 0.04045831, 0.010495327, 0.014801037, -0.015211463, -0.04021635, -0.0022080317, -0.02789246, -0.04502405, 0.028258253, 0.01524074, -0.009750985)"
90,really,"(0.017985206, -0.04233991, 0.04740981, 0.021256356, -0.016066466, 0.051588316, 0.04239678, -0.004949628, 0.010321603, -0.02584682, -0.022709234, 0.019918228, 0.01802053, 0.011353498, -0.01133623, -0.028658448, 0.033739448, -0.016953474, 0.0047638617, 0.018564276, 0.04012113, -0.040201444, 0.024948442, -0.024256304, -0.029072566, 0.03909718, 0.047169745, -0.0132636735, 0.026604924, -0.017041702, -0.02811385, 0.03420367, 0.022595748, 0.027175419, -0.012151526, 0.03199314, 0.012659475, -0.023277842, 0.043038275, 0.030405575, 0.004051412, -0.031791203, -0.04805096, 0.056349732, -0.025626354, -0.036405977, 0.050994463, -0.019211834, -0.028121892, -0.019971063, 0.021773592, 0.011235855, -0.027132878, 0.034477595, 0.018603986, -0.04071878, -0.0370928, -0.02454645, 0.030088596, -0.015157244, -0.035749257, -0.006434505, -0.025228499, 0.04812145, -0.052849527, 0.033745006, -0.0032313485, 0.006069379, 0.008054702, -0.010539072, -0.015365493, -0.046283994, 0.04041613, -0.05024373, 0.047394328, -0.0005383886, 0.0004996982, -0.016345056, -0.027598955, 0.014388241, 0.012266567, 0.02686738, 0.021029549, 0.023290874, -0.030272597, -0.026110036, -0.047493033, -0.006544448, 0.029949885, -0.0364089, -0.041311607, 0.009290142, 0.020074472, -0.033637546, 0.050203905, 0.05519692, -0.013902768, 0.03985734, 0.048701257, -0.053870164)"
91,precariously,"(-0.03840059, 0.046685304, 0.0370559, 0.014664795, 0.0056833513, -0.042399015, 0.020275857, 0.017238025, 0.017109815, 0.0018687956, 0.013325106, 0.017270196, -0.045923293, -0.024403179, -0.0019763485, -0.014456678, 0.029149499, -0.00079030916, -0.0056822523, -0.03311392, 0.018548999, 0.02519257, -0.013482094, 0.022764806, -0.019365966, 0.025717806, 0.04641099, 0.020111296, -0.02184595, 0.014896166, -0.028843438, 0.006487835, -0.009465218, -0.006819319, 0.0050749294, -0.01679919, 0.0028695352, -0.024418963, -0.012066282, -0.043935455, 0.020179156, -0.02942052, -0.020921707, 0.006274879, 0.034301523, 0.04415259, 0.004632402, 0.02101649, -0.026888192, -0.028944004, -0.036735773, 0.039784502, -0.04142238, 0.0436988, -0.012538791, 0.0014869943, 0.011034954, -0.007626068, -0.035583757, -0.040685438, 0.04209752, -0.005520083, 0.03731704, -0.01176412, 0.029945258, 0.0489445, -0.01817789, -0.021238102, 0.0111092925, 0.04595718, 0.046546508, -0.027981473, -0.021504844, -0.027116263, -0.031625047, -0.04376327, 0.047073726, -0.035176218, 0.033023503, -0.0054636225, 0.031029228, 0.04982997, -0.040483154, 0.0046067126, -0.040958118, -0.045553148, 0.036394384, 0.02572525, 0.041175414, 0.026282478, -0.020420982, -0.043945014, -0.026230408, -0.022625674, -0.03808285, 0.03843386, 0.007647671, 0.017096307, -0.044538226, -0.019276857)"
92,CITY,"(0.029957782, -0.0003023632, 0.008068539, 0.011510063, -0.009281803, -0.030021643, 0.006366074, -0.042653035, 0.030854177, 0.003559161, -0.006855607, 0.008912407, -0.0017672181, -0.022281755, 0.014416341, 0.047447648, -0.037918735, -0.042603064, -0.017321385, 0.0030104294, -0.025629615, 0.035220955, 0.043056075, 0.0019227043, 0.03916723, 0.04187653, -0.036827467, 0.017936256, 0.017762695, 0.022265602, -0.020626009, -0.037058163, -0.011469077, -0.04197315, -0.031260706, -0.0076156035, 0.045105938, -0.025826348, -0.042726614, 0.029927578, 0.0061248317, 0.045913126, -0.040201582, 0.020152543, -0.03098755, -0.02540629, -0.04496373, 0.02785248, 0.030877624, -0.008521628, -0.00824045, -0.032879196, -0.030984879, 0.010675419, -0.023199094, 0.0070035234, 0.04543965, -0.0386251, 0.0117436275, -0.022754896, 0.028166208, -0.042201806, 0.006813932, 0.037565146, 0.042861234, 0.023679387, -0.021108974, 0.036308948, 0.027707066, 0.029826056, -0.025983548, 0.027320053, -0.04388013, 0.033189964, -0.005670987, 0.02977189, -0.020626688, 0.032620836, -0.04824661, -0.024063146, -0.0036298148, -0.003781043, 0.0019307621, -0.04354607, 0.029080603, 0.015950475, 0.0181319, -0.03869313, 0.021460105, 0.0057859905, 0.01942065, 0.005615603, 0.0469752, -0.036046863, 0.0013308637, 0.03375378, 0.018684816, 0.037085306, 0.04441346, -0.016633786)"
93,250,"(0.02097055, 0.04989827, -0.012280084, -0.00395, 0.0043828376, -0.013291515, 0.007482957, 0.0063121915, -0.024091542, -0.042690136, 0.04604311, -0.023156751, -0.020127272, -0.025267292, 0.0010623559, 0.045358267, 0.020623688, 0.015421275, -0.04111279, 0.0044590235, 0.0012935027, 0.023088012, -0.0066587105, -0.0007278435, -0.018983245, -0.04630251, -0.011582147, 0.020449292, -0.013955522, -0.012542807, 0.04450733, -0.049216736, -0.011166014, -0.010198116, 0.04380143, 0.0072018504, 0.026331376, -0.009440817, 0.042517807, -0.015518881, -0.0186252, 0.0043366663, 0.039449368, -0.03496877, 0.026316825, 0.00883181, 0.027398493, -0.019519389, 0.0351174, -0.041012336, 0.033457432, -0.00140642, 0.011817217, 0.04851642, -0.048522927, -0.0022144802, 0.013053309, -0.021752466, 0.036621477, -0.034936808, 0.00871693, 0.025039855, -0.029264916, 0.038888965, 0.022509132, 0.026969124, 0.0058304183, 0.0108018145, 0.022359494, -0.041392315, -0.010114826, -0.049206056, -0.017511807, 0.018839452, -0.037651144, 0.026173923, 0.026479844, -0.026974952, -0.010078669, -0.031327475, -0.03663372, 0.00020132214, -0.0055249818, -0.038404964, 0.0062313788, -0.034105793, -0.0090716705, 0.0005319938, -0.010100342, 0.035726752, 0.039871696, 0.027542595, -0.044735994, -0.00049427897, -0.038053073, -0.008388616, -0.03478185, -0.0014683828, -0.018257964, 0.047749076)"
94,9News,"(0.0014140522, 0.031631816, -0.016051665, -0.007839651, 0.0057972944, 0.0032116123, -0.039818488, 0.029533017, 0.0030973547, -0.037654977, -0.0037238179, 0.024855752, 0.032596935, 0.005236775, -0.02579589, -0.017188467, -0.044980016, -0.022084352, -0.027737847, 0.035342857, -0.04790143, 0.015024804, -0.032980695, -0.029122505, 0.03093988, 0.01663514, -0.036632847, 0.0066439505, 0.0067027383, 0.02208994, -0.029434275, -0.05195692, 0.051699363, 0.036173973, 0.006156684, 0.035965398, -0.0070661744, -0.03231173, 0.0056494116, 0.03866458, 0.02727254, -0.023565702, 0.055793863, 0.019496229, 0.008491918, 0.00654364, -0.03603337, -0.0433307, -0.035778772, -0.05959337, 0.0151178, -0.017322766, -0.00022615073, 0.030272605, 0.024453998, 0.026569178, 0.013061481, 0.050381597, -0.018517142, 0.010995822, 0.010839423, -0.037668206, -0.009351376, -0.008220191, 0.025728576, -0.026778804, -0.027230732, 0.04274993, -0.015987495, 0.033426512, -0.010549179, 0.056044452, -0.030236682, 0.029041842, -0.035008978, -0.032762706, -0.03599921, 0.0033573855, 0.019585514, -0.0018164576, 0.022718491, -0.027604112, 0.02042693, 0.024426837, 0.020908797, -0.01598783, -0.035719123, 0.04513434, -0.057406053, -0.053405624, 0.054159734, 0.026617333, -0.057876028, 0.041615106, 0.02239728, -0.032728154, 0.017797757, -0.012452449, 0.033470433, 0.036312003)"
95,20m,"(0.008027397, -0.039084993, 0.012659226, -0.03787812, 0.030000795, -0.036571085, 0.048788454, 0.030926768, -0.042973053, 0.036756147, -0.0091722235, 0.01618607, 0.0013217814, 0.04437757, -0.0042746775, 0.0058094747, -0.04017842, 0.04397053, 0.012645576, 0.019328665, -0.026366426, -0.011673342, -0.018059768, 0.035007153, -0.03666698, 0.007934608, 0.014768448, 0.036763374, 0.008078087, 0.002888441, -0.022346724, -0.043570887, 0.008770704, -0.037450265, 0.01646408, -0.0012797117, 0.022071507, -0.008475281, -0.03996122, -0.039902557, 0.0026933923, -0.0041314363, 0.031236496, 0.009315036, -0.02583698, -0.04366758, -0.03589493, -0.02621211, -0.021168053, 0.040944625, 0.012681987, 0.013534252, 0.028104115, -0.023369385, 0.004796494, -0.036366712, 0.021215979, 0.016369943, 0.0014082305, 0.02153493, -0.028129542, 0.011962295, 0.041027594, 0.028503362, 0.0356532, -0.048619833, 0.005621325, 0.029506851, 0.038901236, 0.047591474, -0.03437791, 0.023689616, -0.004119087, 0.00457846, 0.0075755604, 0.009529483, -0.049066067, 0.03073791, 0.0200889, -0.013452172, -0.04105673, -0.0039418936, 0.048932377, 0.01507071, -0.0024351962, -0.006823443, 0.03263602, 0.03704864, 0.027253184, 0.009644736, -0.0014990345, 0.020423982, -0.008546136, 0.028127644, -0.0074119344, 0.026218329, -0.040335882, -0.017299484, 0.014896642, -0.040817153)"
96,S,"(-0.047112335, -0.010061789, -0.016431965, 0.006698407, 0.01811776, 0.018080462, 0.00095003843, -0.02520088, -0.049895134, -0.010044027, -0.009465504, 0.0046213754, -0.047480892, 0.04451256, 0.048063446, -0.029415607, -0.020397414, 0.04587779, -0.039971936, -0.006481994, -0.0019164309, -0.0021809563, 0.023939956, 0.024686877, -0.018709302, 0.019092966, -0.041045405, -0.016616512, -0.032816745, -0.04872867, 0.0079653375, 0.034416508, -0.038745295, -0.020701885, -0.032842174, -0.039253533, 0.042914007, 0.028002929, -0.012423731, -0.02028711, -0.048967134, -0.023398746, -0.04568695, -0.026964499, -0.032512426, -0.04128765, 0.0134860985, -0.013645638, 0.017091814, 0.03288119, -0.047028936, -0.045846034, 0.045724872, -0.0036911853, -0.02484765, 0.01932985, -0.028688002, -0.006054975, 0.017204437, 0.0047687665, -0.04646623, 0.0069743395, -0.002464354, -0.030190099, -0.026483214, -0.0057785735, 0.024586145, -0.008103885, 0.032502893, -0.030122949, 0.016802322, 0.04849488, -0.03207854, -0.015134573, 0.020789001, 0.006173026, -0.015899621, 0.02494431, -0.015518568, -0.012250803, 0.0140076615, -0.030981421, 0.0011066198, 0.041325357, 0.03631879, 0.016532447, -0.025218809, -0.03959023, 0.015091028, 0.041866217, 0.012941811, 0.037120115, 0.019638333, -0.049191654, 0.036386494, 0.01541933, 0.035368506, -0.049917426, -0.02033626, -0.016563036)"
97,Coast,"(-0.023111256, 0.019650334, 0.046535872, 0.020492766, 0.028369805, -0.016762644, -0.043109037, 0.047353115, -0.040102545, 0.037380204, 0.022390911, -0.039910182, 0.03895139, 0.007723087, 0.03615536, 0.00064296456, -0.048753385, -0.02554362, -0.053001925, -0.030277688, 0.03913486, -0.02519011, -0.038959548, 0.043184992, -0.03534089, -0.0242944, -0.041870236, -0.00047338544, 0.008455028, -0.0503904, -0.031312894, 0.04109875, 0.0077885524, 0.015449623, 0.0375932, -0.017667225, 0.017655415, 0.01632624, 0.035795495, 0.029446082, -0.020774795, -0.021164063, 0.025496753, 0.011054992, -0.0040429756, 0.02657432, 0.00065370667, 0.009897927, -0.046392642, 0.025603184, -0.010490502, -0.037613, 0.0051579005, -0.009577537, 0.010679457, 0.022948578, -0.037859656, 0.0037376177, -0.013014204, 0.011425799, 0.026096907, -0.035143808, -0.024545, -0.045646816, -0.039427157, -0.015508428, 0.05036123, -0.03627773, -0.013148989, 0.027674057, -0.0089165, -0.023661513, -0.015772041, 0.035812374, 0.0009436349, 0.012260633, -0.009440289, 0.042011928, -0.037882984, 0.041074444, 0.012223451, -0.052664712, 0.020648833, -0.039600875, -0.038718663, 0.011234586, -0.015489449, -0.030306086, 0.026856711, 0.010828419, 0.021690609, -0.028178755, -0.00214487, -0.035101436, -0.02363647, 0.024747377, -0.04830576, -0.030237101, 0.050184876, 0.01738355)"
98,Its,"(-0.037326604, 0.04598006, 0.0036772813, 0.0055105602, -0.034922324, -0.029667644, -0.037989743, -0.02499448, -0.005818478, -0.04294248, -0.033512745, -0.05585461, -0.022187598, -0.025868045, 0.019767998, 0.03868301, 0.012750343, -0.0031296497, -0.01307486, 0.043970544, 0.02773548, 0.05259697, 0.04326984, 0.012894973, 0.032887228, 0.025502788, 0.010459786, 0.047524184, -0.052506927, 0.005104562, 0.0039311424, 0.0043208846, -0.024964185, -0.014687274, 0.023870466, 0.037501555, -0.04693147, -0.01985449, 0.010956339, 0.010436068, 0.03232054, -0.036925904, -0.02781317, -0.057118505, -0.030559482, 0.0018979852, -0.00195488, 0.010108413, -0.02060787, 0.005550011, -5.4647942e-05, 0.014914842, -0.021380119, -0.010629738, 0.037037704, 0.0039248196, -0.016126059, -0.029721856, 0.046870224, 0.007809731, -0.0023292154, 0.02082345, -0.008158695, -0.01776525, 0.049993247, -0.039796315, -0.00048732167, 0.021252934, -0.025590947, -2.158113e-05, 0.04599105, 0.055455286, -0.036021385, -0.024247622, -0.028362542, -0.008015532, -0.016139831, 0.053387597, -0.0022418932, 0.035915624, -0.013560574, -0.037263025, -0.01409694, 0.0072689615, 0.0059647807, 0.024925387, 0.035419818, 0.034558915, -0.04635268, 0.036771897, -0.015938569, -0.0341166, -0.0047786096, -0.018533688, 0.013071923, -0.015699083, 0.006471028, -0.020906117, 0.009870012, -0.026362231)"
99,VIDEO,"(0.032728437, -0.014572958, 0.007940595, 0.025546072, 0.021232054, -0.03356263, -0.01453139, 0.010905505, -0.018315967, -0.0054901964, -0.044371687, 0.0031509434, -0.029434633, -0.007414943, 0.04608495, 0.037399475, -0.0074794926, -0.008728994, -0.060251735, -0.03521913, 0.015550749, -0.0438481, -0.041291308, -0.0024806648, 0.05603548, 0.027433453, 0.013228411, -0.029343186, 0.0012000402, -0.051547553, 0.0005914064, -0.010493556, -0.012602911, 0.0016176177, 0.062456597, -0.039176464, 0.005603577, 0.02503592, 0.0384397, -0.041500833, -0.06226312, -0.043021895, -0.005359252, -0.04305679, -0.020913335, 0.062236346, -0.0009870577, 0.033851054, 0.024000874, 0.007400393, -0.027069625, -0.044657763, 0.0016480793, -0.04421037, -0.05807274, 0.027070785, 0.028815446, 0.010277054, -0.043881316, -0.039527703, -0.015077475, 0.00015986948, 0.004805976, 0.02891439, 0.014195555, 0.039760355, -0.0019180877, -0.021089686, 0.019368384, 0.04035054, 0.014835226, -0.0041908314, -0.016682277, -0.03597195, 0.019909263, 0.0031647547, -0.010639179, 0.026755057, -0.041161656, -0.008320379, 0.0451406, -0.019727195, 0.004717142, -0.006478718, 0.028973617, -0.035312817, 0.014729044, -0.035168186, -0.032467805, 0.044941906, -0.020254832, -0.062066402, 0.019764114, -0.035252124, 0.042479973, 0.0024405802, 0.015169804, -0.03788522, -0.0001898002, 0.023951467)"
100,reliable,"(0.013658833, -0.020117486, -0.009871565, -0.04400753, 8.952618e-05, -0.017492972, -0.03445474, -0.026837481, -0.04157325, 0.008509934, 0.032547366, -0.02018491, -0.031569183, 0.026408684, -0.022099603, -0.0110452995, 0.011588372, -0.0319279, 0.024290513, -0.02966224, 0.017602269, -0.0070421323, -0.009097934, -0.045275595, 0.006487407, 0.00611075, 0.04529467, 0.03466369, -0.023938894, 0.0028067231, -0.019928455, 0.016002718, -0.0059535615, 0.048935305, -0.01951456, 0.034411278, 0.031499278, -0.024040818, 0.010435045, -0.013976254, 0.03943732, -0.044793677, -0.039453696, -0.02374363, -0.012362562, 0.01782718, -0.009691775, 0.03088877, 0.020580243, 0.040080357, -0.015419722, -0.028033866, 0.018405799, -0.047430135, 0.026626397, 0.03689445, -0.04580474, -0.015857719, 0.005613424, 6.486103e-05, -0.008807063, -0.021977533, 0.044771682, 0.018315163, -0.03491602, -0.03893485, -0.03987999, -0.013693072, 0.0045706406, -0.0012994781, -0.04535959, -0.014340065, 0.029195402, 0.024478447, -0.021593738, -0.0129682645, 0.027079117, 0.025178578, 0.04962689, -0.02367326, 0.005410362, -0.04777155, -0.020038737, 0.041650478, 0.001560092, 0.02632333, 0.049869407, -0.02874185, 0.035508644, 0.04102869, 0.022686254, 0.044785056, -0.03537513, 0.039875995, -0.0024509802, 0.010805678, 0.0072332025, 0.018098358, -0.0048311576, -0.040691398)"
101,Nepal,"(0.009321643, 0.04161588, -0.0015773367, -0.05765862, 0.008995741, -0.020391092, -0.0060774954, -0.042343922, -0.00838655, 0.0026774663, -0.044060327, -0.053504515, 0.014397381, 0.021167042, 0.027437985, 0.04690273, -0.0416146, 0.030312618, 0.020673031, 0.008258669, 0.024205908, 0.044130795, 0.02704762, -0.021945447, -0.04323924, 0.000708954, -0.050592877, -0.023433032, -0.046456788, 0.034585167, 0.032944452, 0.02493129, -0.03578961, -0.016524015, 0.00422035, -0.0014116754, 0.0028355038, 0.024266725, -0.04046651, -0.03443264, -0.02236606, -0.03482343, 0.046493348, -0.012637675, 0.05397085, -0.0014796411, -0.051541723, 0.0040068678, -0.016569817, 0.011629815, 0.004400646, 0.0071267225, 0.030187715, 0.011207747, -0.00033686758, -0.0014640341, 0.03506703, 0.04934726, 0.011756818, 0.050690312, -0.015485251, 0.030943872, 0.010523827, -0.03308272, 0.013363473, 0.036484763, -0.025367009, 0.0084697995, -0.030589582, 0.016704077, 0.008634068, -2.4074427e-05, 0.026146581, 0.036610857, -0.03356544, 0.015333176, -0.038159717, -0.041854557, -0.04443633, -0.03483676, -0.049491037, -0.011909115, 0.01948513, 0.018337108, 0.038760778, -0.019506263, -0.007114736, -0.019290335, -0.03334356, 0.044157613, -0.040807053, -0.022978121, -0.017991098, -0.0139361145, 0.025570244, -0.03046962, 0.028398337, -0.009312141, -0.012364767, 0.012654889)"
102,volcano,"(0.006593499, 0.045171898, 0.003045319, -0.027989442, 0.022158857, 0.033022843, -0.026218992, -0.038261265, 0.033354655, 0.013328836, -0.013905265, -0.020410705, -0.036513288, -0.03439932, -0.034896065, 0.037848912, -0.01670335, 0.02295254, 0.04275473, -0.0151218455, -0.048969693, 0.014764448, 0.0587849, 0.012206254, -0.030118946, -0.021317907, -0.036151655, 0.058230136, -0.0024871046, -0.014103668, -0.0371189, 0.025221795, -0.0079394365, -0.016456408, 0.026087891, 0.035947777, 0.022789601, -0.015426217, -0.047868088, -0.0151194995, 0.008371408, -0.030576518, 0.049343314, -0.032974355, 0.015977537, 0.03399031, 0.0063800984, -0.05296664, 0.015187558, -0.01985923, 0.0055988743, 0.053063896, -0.025475875, -0.010432506, -0.0029662426, 0.059698764, 0.041608576, 0.038460664, -0.037890214, -0.025791522, -0.036612734, 0.012770811, 0.015511112, 0.032359798, 0.051207118, 0.013199029, -0.0410293, -0.023545492, 0.022892956, -0.03564192, 0.010604474, 0.030019093, 0.012506031, 0.034976758, 0.011924058, -0.009051298, 0.059680775, -0.0036185854, 0.0093364725, 0.0063002403, 0.021523999, 0.0281518, 0.030875923, 0.0078046066, -0.05834412, 0.034300793, -0.020011887, 0.035585195, 0.02676817, 0.016261376, -0.0040229587, -0.01881792, -0.0022842477, -0.0063206395, 0.009622001, -0.0023394842, 0.018115433, 0.027708532, -0.028426291, 0.03442578)"
103,share,"(-0.021029478, 0.005458869, 0.04406161, -0.0032566893, -0.0418544, 0.03370554, 0.034492027, -0.04901636, 0.058123074, 0.05986603, 0.023463115, 0.033338863, -0.005122423, -0.05801407, 0.050524425, -0.0025715143, -0.025486896, 0.0023097673, -0.053060647, -0.057878837, 0.030087406, -0.021740183, -0.032905027, 0.0035923019, 0.016097005, -0.037510004, 0.0028542757, -0.033054177, 0.020366957, 0.002614162, -0.034843523, 0.012761554, -0.061693214, -0.050981276, 0.014621961, -0.003027966, -0.029766122, -0.0153626995, -0.0081459535, -0.005220358, 0.039361954, -0.027716102, -0.015793558, -4.917133e-05, -0.033361986, -0.011937292, -0.026646104, 0.016142942, 0.032689318, -0.025674857, -0.06073583, 0.011407255, 0.036176354, 0.032872025, 0.037035912, -0.014063638, 0.028715333, 0.02746693, -0.025214776, 0.012889239, 0.026046386, 0.02201702, -0.0049827215, 0.021364998, 0.0009788836, 0.035012744, 0.034826923, -0.011391377, 0.032880157, -0.023062207, -0.052979946, 0.010056253, 0.025172457, -0.05602773, 0.028904997, 0.009358538, -0.054662105, -0.038082197, 0.034608167, 0.035791967, 0.041549064, 0.039658643, 0.024915352, 0.030935975, 0.060394075, 0.018239621, -0.006471932, -0.019168321, 0.046708275, 0.008974918, -0.0075572953, -0.0065418025, -0.029495187, -0.040293284, 0.052874282, 0.020778412, -0.023598721, 0.002222132, -0.023215892, 0.009568928)"
104,scenario,"(-0.04831224, 0.0053337286, 0.017752543, -0.0015372874, 0.036725603, 0.016784884, 0.017718585, 0.03034236, 0.030483123, 0.020375172, -0.040154543, 0.04288198, 0.022903582, 0.011211088, 0.04472858, 0.012516841, 0.027798839, 0.0289958, -0.03852584, 0.0125926575, -0.035529956, 0.01555725, -0.049311154, 0.010322125, -0.04156333, -0.011161337, 0.0057237726, -0.0022775831, -0.032263447, 0.0044501047, -0.017211027, 0.0024534145, -0.008391841, -0.041531794, 0.050496325, 0.035539947, -0.01826485, 0.0380531, 0.04838841, -0.018290306, -6.346348e-05, -0.016608853, -0.036256157, 0.043411307, -0.050961897, 0.011252626, 0.050036147, 0.05001773, -0.040959753, 0.008357468, 0.012797991, -0.009374866, 0.046314713, 0.043026548, 0.0033118995, -0.017418014, 0.0008976064, 0.03305474, -0.0414062, -0.016371801, -0.01581349, 0.012756068, -0.020615535, 0.018148959, -0.041729983, 0.03659344, -0.045501105, 0.023739148, 0.027745062, 0.012069912, -0.016765643, 0.023966365, 0.014846254, 0.027322596, -0.037507933, -0.036777016, 0.021880725, -0.026540242, 0.043029197, -0.016373813, 0.009384431, -0.025208209, 0.037450965, -0.055563375, -0.014729947, 0.01024492, -0.009558526, 0.0006722642, 0.024401858, 0.031910043, 0.012736728, -0.03996588, -0.013723242, 0.0014712659, 0.025202677, 0.014701502, 0.047264896, 0.022966972, -0.022154056, -0.012801372)"
105,leave,"(0.023773937, 0.01256941, -0.019278722, -0.020362582, 0.00627677, -0.009818816, -0.018865934, 0.036199793, -0.012401352, 0.042945854, 0.0205357, 0.027873699, -0.050192025, 0.017696891, 0.047750596, -0.0022824977, 0.012724069, -0.0071783233, -0.049029697, 0.01582546, 0.0070061143, -0.031796012, 0.0069808955, 0.022005012, -0.014745433, 0.030637223, 0.050621867, 0.003601382, 0.012029873, -0.028545283, 0.007455313, 0.013406195, 0.0026604852, 0.008165306, -0.025970282, -0.0017975392, 0.038829472, 0.0139042875, -0.033590257, 0.014660619, -0.011065665, -0.011310926, -0.025043873, -0.00092494604, -0.049763985, -0.026482573, -0.011614878, -0.021373764, -0.016494056, 0.0054933643, -0.036813527, 0.003126319, 0.004950335, 0.033924703, 8.854506e-05, -0.036532678, 0.027151702, -0.0415207, 0.021014437, -0.025428085, 0.00879103, 0.000974538, 0.018917257, -0.016395332, 0.038414393, 0.0011108329, 0.053776212, -0.028392218, -0.0062552686, -0.008433051, 0.0057561235, 0.030040266, -0.0017840408, 0.023500463, 0.0033534952, -0.061146174, -0.03527881, -0.018607557, -0.031868156, 0.032216653, 0.03405391, -0.0384072, 0.02093074, -0.035171494, 0.040391997, 0.025460603, -0.013608182, -0.0594296, -0.015641732, 0.014422847, 0.020331841, -0.026825096, 0.035958827, -0.0012742248, 0.04528587, -0.030641466, 0.00929246, -0.021543643, 0.05715384, -0.0348185)"
106,Breaks,"(-0.038213264, 0.041635696, -0.010634601, 0.02446616, -0.02682457, -0.0061246864, -0.01276505, 0.041227665, -0.008515466, 0.031966854, -0.035674013, -0.039979853, -0.009954311, -0.024956858, -0.016544342, 0.0015669242, 0.040900696, 0.0074424967, -0.010677051, -0.032446563, 0.038618412, 0.04655904, -0.007596396, 0.029852334, 0.009093475, -0.015881084, 0.02261949, 0.02878673, -0.0019856915, 0.016135503, 0.028204832, -0.016191006, 0.0491851, -0.045879185, -0.0073130243, -0.008863412, 0.0019301176, 0.019455407, -0.036101688, -0.033951998, -0.004472684, -0.00955572, -0.047148205, -0.02436806, -0.002506055, 0.025168788, 0.04674523, -0.0074098594, 0.04316702, -0.0048726574, 0.006003499, 0.04229827, -0.035709403, -0.018056095, 0.02291489, -0.034438778, 0.0003068447, -0.029736651, -0.0045756698, -0.014984749, 0.021522913, -0.017811049, 0.034836557, 0.031457607, -0.01712811, -0.0051174164, -0.03360065, -0.036809135, -0.016212486, -0.04754969, 0.012632992, -0.00013036653, -0.019825459, 0.0010736808, 0.038230147, 0.019669715, 0.01426566, -0.04735892, -0.047472775, -0.04041288, -0.002253998, -0.0087584965, -0.02994672, -0.049001407, 0.03018869, 0.03559841, 0.04732498, 0.031113993, 0.01720542, -0.004432477, -0.04065472, 0.049939428, 2.823025e-05, 0.010686673, 0.023646478, -0.00158621, -0.016614176, -0.023940707, -0.030487943, 0.013556611)"
107,@,"(-0.0031443238, 0.035864282, -0.03909993, 0.048215058, -0.0045442693, -0.03901849, -0.019361496, -0.04432547, 0.049024727, 0.028074693, -0.030314839, -0.036204778, 0.0052172653, 0.014369216, 0.013905633, 0.042710174, -0.018941665, -0.0467695, 0.026635636, -0.04009068, -0.044012666, 0.023956548, -0.03274455, -0.02404089, -0.0021875873, -0.0031831972, -0.04730928, -0.032767236, -0.017679691, -0.039356433, -0.017323218, 0.03706527, -0.04221615, 0.020498905, 0.022143517, 0.004316069, -0.043044757, -0.026173461, -0.023420656, -0.015904594, -0.0045677647, 0.027577411, 0.046350863, -0.0009167567, -0.02696289, -0.049220838, 0.004142426, -0.029865062, 0.041315462, 0.019298818, -0.04453342, -0.03596922, 0.017956052, 0.03931686, -0.004400801, -0.006563116, -0.037287034, -0.027870094, -0.0034027807, 0.007661201, -0.021359373, 0.042408373, 0.01573005, 0.015685473, -0.022493303, -0.0010674112, 0.0074163564, 0.049707305, -0.017110884, 0.02621312, 0.0002842918, -0.044086434, 0.035672907, -0.039237358, -0.010476388, 0.028938305, 0.035924736, -0.0017848127, -0.030349184, 0.043451313, 0.011909008, 0.0074255355, 0.048051033, -0.027008032, 0.042278145, 0.020693008, 0.029141817, 0.007947266, -0.04595181, -0.029645538, -0.033552907, 0.047236685, -0.029443586, 0.00026339293, -0.047544457, -0.025462186, 0.004210472, -0.032133736, -0.019144952, 0.02135763)"
