,Unnamed: 0,ID,Tweet,Event,Retweet_Count,Follower_Count,Source,User_Created_at,Tweet_Created_at,User_Language,User_Screen_Name,User_Location,Event_Decrption,Categories,Priority
11,11,243362649100931072,RT @AlertNet: Strong earthquake hits Costa Rica http://t.co/sxICdjwl #costarica #quake,costaRicaEarthquake2012,4,150,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2010-12-09 22:39:00,2012-09-05 14:59:11,en,iangonzalesMD,,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
12,12,243362783322861568,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",costaRicaEarthquake2012,586,204,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",2012-02-14 06:40:00,2012-09-05 14:59:43,en,ZenTigerCG,"Pasadena, CA","The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['Official'],Low
13,13,243362997215571968,"""@RobertaCBS5: Breaking: 7.9 #earthquake off Costa Rica coast. #Tsunmai WARNING for west coasts of Central America.""",costaRicaEarthquake2012,0,431,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÂ®</a>",2009-03-06 17:32:35,2012-09-05 15:00:34,en,franknoc,,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['Official'],Low
14,14,243363055944232960,7.9 magnitude earthquake hits Costa Rica #earthquake,costaRicaEarthquake2012,0,71,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2012-06-27 01:25:35,2012-09-05 15:00:48,en,The_Republika,,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
15,15,243363244704677888,Birth pangs. 7.9 earthquake in Costa Rica,costaRicaEarthquake2012,0,1378,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2009-01-07 02:29:41,2012-09-05 15:01:33,en,ToneBaloneRocks,,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
16,16,243363487944937472,"RT @NewEarthquake: 7.9 earthquake, off the coast of Costa Rica. Sep 5 8:42am at epicenter (6m ago, 83km S of Liberia, depth 46km). http: ...",costaRicaEarthquake2012,1464,211,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÂ®</a>",2010-12-10 17:23:56,2012-09-05 15:02:31,es,Arky_Cesar,"Guatemala, Ciudad","The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
17,17,243363655750656001,Oh! any damage report? RT @Nids_ShriKant: 7.9 earthquake in Costa Rica..!! Now,costaRicaEarthquake2012,0,693,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2008-06-15 00:35:44,2012-09-05 15:03:11,en,kdpgrahi,Bhubaneswar,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['InformationWanted'],Low
18,18,243363672506896384,A Caribbean-wide tsunami watch is in effect after a 7.9-magnitude earthquake struck Costa Rica. #KeepSafe #GodBless,costaRicaEarthquake2012,0,258,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2009-05-15 08:02:34,2012-09-05 15:03:15,en,Sagiscor,"Manila City, National Capital ","The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['Official'],Low
19,19,243363680916488192,"costa rica earthquake 7,9SR",costaRicaEarthquake2012,0,468,"<a href=""http://www.writelonger.com"" rel=""nofollow"">Write Longer</a>",2011-03-18 07:25:24,2012-09-05 15:03:17,id,Sesatya,,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
20,20,243363781554606080,RT @Reuters: CHILE'S NAVY SAYS DECLARES TSUNAMI ALERT WARNING FOR CHILEAN COAST FOLLOWING COSTA RICA QUAKE,costaRicaEarthquake2012,400,1114,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2012-07-11 17:29:32,2012-09-05 15:03:41,es,CLP_Chicureo,Av. Chicureo 1920. 022-9483153,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['Official'],High
21,21,243363907387928576,RT @CP24: BREAKING: Coast of Costa Rica hit by a 7.9 magnitude earthquake. Tsunami warning in effect. No word of any damage/injuries.,costaRicaEarthquake2012,121,279,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2009-03-31 13:17:50,2012-09-05 15:04:11,en,Shwarmski,Everywhere,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['News'],Low
22,22,243364184228757504,"RT @TWCBreaking: Mag. 7.9 #earthquake just off the coast of Costa Rica.  #Tsunami warnings for Pacific Coast of Mexico, C. America. S. A ...",costaRicaEarthquake2012,170,7535,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2008-09-18 02:22:18,2012-09-05 15:05:17,en,capecodweather,"Cape Cod, MA","The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['Official'],Low
23,23,243364263891189760,"7.9 earthquake, off the coast of Costa Rica. Sep 5 8:42am at epicenter RT @NewEarthquake",costaRicaEarthquake2012,2,21663,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2010-02-03 20:23:21,2012-09-05 15:05:36,es,catatumbo77,Cucuta Colombia,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
24,24,243364461027659780,RT â€œ@BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGSâ€�,costaRicaEarthquake2012,0,4498,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2011-11-23 02:31:45,2012-09-05 15:06:23,en,LeahHardingAJE,Orlando // Doha,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
25,25,243364704293117952,"RT @YahooNews: BREAKING: Magnitude 7.9 earthquake strikes off the coast of Costa Rica, tsunami watch for Caribbean, Reuters reports",costaRicaEarthquake2012,0,72,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",2009-04-15 23:07:09,2012-09-05 15:07:21,en,aimes8609,"Springfield, IL","The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
26,26,243365094396928001,"Please pray! A powerful, magnitude-7.9 earthquake has shaken #CostaRica, according to the USGS.",costaRicaEarthquake2012,8,22413,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2008-07-27 19:58:19,2012-09-05 15:08:54,en,jackmooring,"Baytown, TX","The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
27,27,243365140496539651,RT @BBCWorld: Magnitude 7.9 #earthquake hits #CostaRica - USGS. Details soon: http://t.co/TcpLwxJJ,costaRicaEarthquake2012,219,375,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2009-02-10 17:44:08,2012-09-05 15:09:05,en,MarceloAldi,Costa Rica,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
28,28,243365165695922176,"RT @QuakeReports: earthquake: M 7.9, off the coast of Costa Rica http://t.co/iYnWzKuL",costaRicaEarthquake2012,35,1305,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÂ®</a>",2009-09-07 14:58:05,2012-09-05 15:09:11,en,arroyorcarlosf,"Caracas, Venezuela","The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
29,29,243365371187429377,"MEXICO CITY - A powerful, magnitude-7.9  earthquake shakes Costa Rica. USGS said quake struck about 50 miles from town of Liberia.",costaRicaEarthquake2012,0,17010,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2011-11-18 22:16:14,2012-09-05 15:10:00,en,CBSDC,D.C. Maryland. Virginia.   ,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
30,30,243365413155643393,A 7.9 magnitude earthquake struck northwestern Costa Rica on Wednesday.. =(.. hope everything is okay down there!!,costaRicaEarthquake2012,0,328,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2010-10-25 22:11:18,2012-09-05 15:10:10,en,bossrae,"Newark, NJ âœˆâœˆAtlanta, GA","The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
31,31,243365736121245697,"RT @fieldproducer: USGS revises Costa Rica earthquake to magnitude 7.6, details here http://t.co/3vxo2zBN",costaRicaEarthquake2012,0,48646,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2008-06-03 14:26:20,2012-09-05 15:11:27,pt,TiagoDF,"Porto, Portugal","The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['NewSubEvent'],High
32,32,243365824180662272,My prayers go to the people of Costa Rica.. They just had a massive earthquake!,costaRicaEarthquake2012,0,126,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2011-04-23 02:50:02,2012-09-05 15:11:48,en,cmarrero_PR,In a Baseball Field Near You,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['Sentiment'],Low
33,33,243366331687256065,Powerful earthquake reported in Costa Rica: http://t.co/6ZoS6sxc,costaRicaEarthquake2012,0,62907,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",2009-02-11 01:24:28,2012-09-05 15:13:49,en,KSLA,Shreveportâˆ™Texarkanaâˆ™Marshall ,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
34,34,243366520439332865,RT @CNBC: Magnitude 7.9 earthquake hits off the coast of Costa Rica; quake centered 98 miles from San Jose. - USGS,costaRicaEarthquake2012,82,841,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",2011-02-22 18:32:35,2012-09-05 15:14:34,es,MarMulato,Soy @JovenesCompaz â€¢SV,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
35,35,243366767903264768,RT @BreakingNews: Chile's navy declares tsunami alert warning for country's coastline following Costa Rica quake - @Reuters; USGS revise ...,costaRicaEarthquake2012,427,440,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2010-04-16 16:03:55,2012-09-05 15:15:33,en,dilitas,London and International,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['Official'],Medium
36,36,243367116034670592,"RT @NewEarthquake: Revised (7.9 -&gt; 7.6): 7.6 earthquake, Costa Rica. Sep 5 8:42am at epicenter (24m ago, 60km SSE of Liberia, depth 4 ...",costaRicaEarthquake2012,850,105,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2009-08-12 18:28:10,2012-09-05 15:16:56,en,jonathan_rojas,everywhere.,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['NewSubEvent'],High
37,37,243367120228974594,"@irasuwindro RT @YahooNews: BREAKING: Magnitude 7.9 earthquake strikes off the coast of Costa Rica, tsunami watch ... http://t.co/QXqN9Xo2",costaRicaEarthquake2012,0,46,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",2011-10-07 08:49:51,2012-09-05 15:16:57,en,olla85,Jakarta City,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
38,38,243367229297676289,"RT @RT_com: BREAKING: 7.9 - magnitude earthquake strikes off the coast of Costa Rica, Caribbean-wide tsunami watch in effect - details t ...",costaRicaEarthquake2012,83,231,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2011-06-02 04:31:46,2012-09-05 15:17:23,en,Cparks016,Kansas,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
39,39,243367720022855680,Costa Rica Earthquake 2012: 7.9 Magnitude Quake Hits Costa Rica http://t.co/dtHKXF2v #jcagain,costaRicaEarthquake2012,0,1142,"<a href=""http://www.linksalpha.com/"" rel=""nofollow"">LinksAlpha</a>",2012-05-12 07:31:27,2012-09-05 15:19:20,en,JCagain,Australia,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
40,40,243367816496029696,Damn a 7.6 earthquake hit #CostaRica ... Poor Costa Rica :(,costaRicaEarthquake2012,0,81,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2012-01-27 04:29:20,2012-09-05 15:19:43,en,SoooSiik,FL,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
41,41,243368005214552064,RT @cnnbrk: USGS: Magnitude of quake off Costa Rica reduced from 7.9 to 7.6. http://t.co/nVvZPUSG,costaRicaEarthquake2012,462,668,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2009-06-27 16:02:18,2012-09-05 15:20:28,en,ZARMORTO,El Salvador - LatinoamÃ©rica,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['NewSubEvent'],High
42,42,243368013594779648,"@ccbp Big Earthquake(M7.9) occurrred in Costa Rica. Please be careful for Tsunami, people lives around the Caribbean sea.",costaRicaEarthquake2012,0,91,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",2009-10-03 09:09:54,2012-09-05 15:20:30,ja,yasunorin,æ�±äº¬,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
43,43,243368231706963969,7.6-magnitude quake hits on Costa Rican coast http://t.co/WmdiDVXx #cnn,costaRicaEarthquake2012,0,1805,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",2011-05-24 01:38:52,2012-09-05 15:21:22,en,Anne_Connelly,"Toronto, Ontario","The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
44,44,243368294621532160,"RT @weathernetwork: Reports now of damaged houses and a collapsed church tower in Nicoya, Costa Rica, near the quake epicentre. #tsunami ...",costaRicaEarthquake2012,9,666,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",2010-06-24 19:21:31,2012-09-05 15:21:37,en,Ruvini_G,Ottawa,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['ThirdPartyObservation'],High
45,45,243368676298993666,Earthquake of 7.6 hits Costa Rica... Tsunami warning!,costaRicaEarthquake2012,0,585,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2009-07-26 09:27:26,2012-09-05 15:23:08,en,AlexandraAW,Miguel Hidalgo,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
46,46,243368693072023552,Tsunami alert as 7.6 quake strikes off Costa Rica: A tsunami alert is issued for Central America after a 7.6-mag... http://t.co/NyfZ4eSU,costaRicaEarthquake2012,0,683,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",2009-08-28 07:26:20,2012-09-05 15:23:12,en,jasonmigg,,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['Official'],Low
47,47,243368793773068289,For my friends in Hawaii.. just in case.. 7.9 mag. Quake off of Costa Rica prompted this...http://t.co/YOXlVpn4 - http://t.co/YOXlVpn4,costaRicaEarthquake2012,0,522,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",2009-04-21 21:15:35,2012-09-05 15:23:36,en,AndyPetrone,"Cornelius, NC","The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['Irrelevant'],Low
48,48,243368881853431810,RT @karmonan: 7.9 earthquake hits costa rica,costaRicaEarthquake2012,1,15537,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2011-06-22 20:12:47,2012-09-05 15:23:57,en,monaessa1,,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['OriginalEvent'],Low
49,49,243368961511677953,Tsunami alert as 7.6 quake strikes off Costa Rica: A tsunami alert is issued for Central America after a 7.6-mag... http://t.co/i98cKt0n,costaRicaEarthquake2012,0,231,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",2010-07-12 16:26:36,2012-09-05 15:24:16,en,tekasape,Malaysia,"The 2012 Costa Rica earthquake occurred at 08:42 local time (14:42 UTC) on September 5. The epicenter of the 7.6 Mw earthquake was in the Nicoya Peninsula, 11 kilometers east-southeast of Nicoya.",['Official'],Low
