,Unnamed: 0,ID,Tweet,Event,Retweet_Count,Follower_Count,Source,User_Created_at,Tweet_Created_at,User_Language,User_Screen_Name,User_Location,Event_Decrption,Categories,Priority
520,520,378050260792119297,"Evacuation order for the town of #Jamestown, #CO. Torrential #flooding rain in the Front Range Urban Corridor, N of I-70 #COwx #Boulderflood",floodColorado2013,1,113838,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2011-03-30 02:51:07,2013-09-12 06:59:40,en,WilliamScherer3,"DENVER, CO. 5,280'FT U.S.A.","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['MovePeople'],High
521,521,378054652215824384,"#Breaking: Jamestown, Colorado, is under mandatory evacuation order due to flash flooding - @dailycamera http://t.co/bN3gBLKHQg",floodColorado2013,0,4291,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",2011-08-11 00:52:08,2013-09-12 07:17:07,en,feedNL,Netherlands,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['MovePeople'],High
522,522,378054979380334592,"The weather is crazy over here..we have rivers now, &amp; some students are evacuating the dorms while others went mud sliding xD #boulderflood",floodColorado2013,0,268,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2010-12-22 22:19:43,2013-09-12 07:18:25,en,AliAlAthari32,Lake by the Ocean,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['FirstPartyObservation'],Medium
523,523,378055482704814082,Damnit @twitter take care of the spammers using #BoulderFlood,floodColorado2013,2,312,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2009-05-06 22:33:07,2013-09-12 07:20:25,en,ubstudios,"Minnesota, USA","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['Irrelevant'],Low
524,524,378056556413079552,RT @NWSBoulder Significant flooding at the Justice Center in #boulderflood #COwx,floodColorado2013,0,22691,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2011-09-14 22:12:39,2013-09-12 07:24:41,en,TheRyanParker,Hollywoodland,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['ThirdPartyObservation'],High
525,525,378056971686932480,RT @TimesCall: #Westminster and #Thornton swift-water dive teams en route to #Boulder in case they are needed. #boulderflood #cowx,floodColorado2013,9,1026,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2010-05-03 22:42:06,2013-09-12 07:26:20,en,victorBiii,Greeley CO,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['ServiceAvailable'],High
526,526,378057261081714688,"#russelladler #news Jamestown, Colorado, is under mandatory evacuation order due to flash flooding - @dailycamera http://t.co/yyqbHZajQz",floodColorado2013,0,63,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",2013-07-03 13:14:45,2013-09-12 07:27:29,en,Russell_Adler,Boynton Beach Fl,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['MovePeople'],Medium
527,527,378059840569880576,HOLY SHIT. Boulder creek water volume for the last year. Be careful. #boulder #boulderflood http://t.co/TfBOR1iUfF http://t.co/2qEYyqHbwk,floodColorado2013,2,308,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2007-09-04 02:33:05,2013-09-12 07:37:44,en,vrish88,Denver,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['Advice'],High
528,528,378061807681695744,"#Boulder #Colorado has like 340 days of sunshine a year. Now the #BoulderFlood ? That just proves if we are gonna do it, we do it big!",floodColorado2013,0,257,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2011-02-03 23:00:31,2013-09-12 07:45:33,en,TyFarmer,"Boulder, Colorado","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['Irrelevant'],Low
529,529,378066689885077504,Links for information on #Boulderflood from @BoulderOEM @CUBoulder @NWSBoulder @bouldercolorado #cowx  http://t.co/6QwHS0KLQ5,floodColorado2013,5,133143,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",2009-01-08 20:25:13,2013-09-12 08:04:57,en,KDVR,"Denver, Colorado","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['News'],Low
530,530,378067142844747776,#socy2044  will there be looting? Or an increase in crime this weekend?#boulderflood,floodColorado2013,0,2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2013-08-30 18:59:28,2013-09-12 08:06:45,en,Lee_potter_cu,,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['InformationWanted'],High
531,531,378069365855621120,RT @TxStormChasers: Scanner: Highway 66 going into Lyons is underwater from the west at the Diamond Shamrock. #cowx  #boulderflood,floodColorado2013,4,2146,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2010-09-17 19:46:20,2013-09-12 08:15:35,en,donnarn94,"Shreveport, LA","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['FirstPartyObservation'],High
532,532,378069734916251648,rain again picking up in dwtn bldr #boulderflood,floodColorado2013,0,122,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2011-11-17 16:19:12,2013-09-12 08:17:03,en,dr_stephenp,,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['Weather'],Medium
533,533,378071202931032064,For updates on additional evacuation points throughout Boulder County for #boulderflood visit http://t.co/zbOLD3UJEQ,floodColorado2013,3,12171,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2008-12-18 13:34:15,2013-09-12 08:22:53,en,RedCrossDenver,"ÃœT: 40.382836,-105.114478","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['Advice'],High
534,534,378073551749648384,RT @RedCrossDenver: For updates on additional evacuation points throughout Boulder County for #boulderflood visit http://t.co/zbOLD3UJEQ,floodColorado2013,3,28655,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",2007-06-11 20:40:19,2013-09-12 08:32:13,en,Greeblehaus,"Denver, Colorado","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['Advice'],Medium
535,535,378072872280788992,RT @dailycamera: VIDEO: Flooding at 28th St underpass in #Boulder tonight http://t.co/JhQBnOZWiF #boulderflood,floodColorado2013,36,28655,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",2007-06-11 20:40:19,2013-09-12 08:29:31,en,Greeblehaus,"Denver, Colorado","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['MultimediaShare'],High
536,536,378075674088448001,"Flash floods wash away homes, kill at least one near Boulder, Colorado - U.S. News http://t.co/P5mHLfbnLR via @NBCnews",floodColorado2013,0,976,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",2011-07-22 05:00:42,2013-09-12 08:40:39,en,imamover,Harlem Ny (NYC),"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['News'],Low
537,537,378078203228585985,RT @USATODAY: #BREAKING: Severe floods strike Colorado http://t.co/JkvGm4hDu8,floodColorado2013,20,335,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2011-03-25 13:02:05,2013-09-12 08:50:42,en,MarklKSHB,,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['News'],Low
538,538,378079067255238656,At least 1 dead in Colo. flooding: Severe flooding in Jamestown in Colorado's Boulder County killed one person... http://t.co/4IwenaofFy,floodColorado2013,0,283,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",2012-05-17 13:04:47,2013-09-12 08:54:08,en,fernandd13,Hatfield,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['News'],Low
539,539,378079650250907648,RT @denverpost: UPDATE: Massive flooding has destroyed multiple homes in Boulder County: http://t.co/b2SOQOEIWb #COwx #BoulderFlood,floodColorado2013,23,28655,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",2007-06-11 20:40:19,2013-09-12 08:56:27,en,Greeblehaus,"Denver, Colorado","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['News'],Medium
540,540,378081462223777793,"S/O to @CUBoulder, @dailycamera, and @bouldercounty for being on their game tonight. Thanks for the updates and alerts! #BoulderFlood",floodColorado2013,1,314,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2011-03-03 05:10:14,2013-09-12 09:03:39,en,JordynRook,"Chicago, IL","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['Sentiment'],Low
541,541,378082263302299649,Did you know? Via @bouldercolorado: #Boulder is the #1 flash flood risk community in Colorado. #Boulderflood http://t.co/BIuwhpDQfL #COwx,floodColorado2013,0,4470,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2009-02-25 13:31:44,2013-09-12 09:06:50,en,CarrieRosePace,"Richmond, Virginia","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['Irrelevant'],Low
542,542,378086805771268096,One Dead as Flash Flooding Hits Parts of Colorado http://t.co/K4XbG0R6gJ,floodColorado2013,0,124,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",2011-08-02 20:02:47,2013-09-12 09:24:53,en,worldsnews1,New York,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['News'],Low
543,543,378088110170451969,"Flooding in Colorado kills 1: 
    
 http://t.co/5iROFQunkN",floodColorado2013,0,161,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",2012-08-30 18:52:15,2013-09-12 09:30:04,es,vlady809,,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['News'],Low
544,544,378095349547552768,T'storms crossing I-25 toward #Longmont. Strong storm sitting over #Brighton tracking NE. #9wx forecast on #9News now http://t.co/uqO7mgWQoj,floodColorado2013,3,13528,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",2008-11-25 21:44:24,2013-09-12 09:58:50,en,theWXwoman,"Denver, CO","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['Weather'],High
545,545,378097819992592384,#BREAKING: @CUBoulderPolice say Approx. 400-500 #CUBoulder Family Housing residents evacuated.  #boulderflood #9NewsMornings,floodColorado2013,6,391998,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2009-01-15 18:32:46,2013-09-12 10:08:39,en,9NEWS,"Denver, Colorado","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['Factoid'],Medium
546,546,378101922013532160,BREAKING NEWS: US 36 is now open from Sheridan to McCaslin #9wx #cotraf #boulderflood,floodColorado2013,3,36735,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2010-04-15 22:53:07,2013-09-12 10:24:57,en,Amelia__Earhart,"Denver, CO","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['CleanUp'],High
547,547,378101930414710784,RT @JeremyHubbard: Another great pic of #Boulderflood from Instagram. #Boulder @KDVR brandash's photo http://t.co/Ng3nnDaDpg,floodColorado2013,12,3351,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",2006-11-15 16:38:36,2013-09-12 10:24:59,en,Julia_JJ,"Denver, Colorado","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['MultimediaShare'],Medium
548,548,378105671729684482,"RT @AP: Heavy rains cause flash flooding in Colorado, collapsing homes and leaving at least one person dead: http://t.co/8SuXHamB9g #Boulder",floodColorado2013,69,54,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2013-05-28 14:34:37,2013-09-12 10:39:51,en,hanskullberg1,"Florida,USA","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['News'],Low
549,549,378109257842827264,"RT @nicollefagan: Rivalries aside, keep those affected by the #BoulderFlood in your thoughts and prayers. Hopefully no more lives are takenâ€¦",floodColorado2013,2,421,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",2012-10-13 01:12:38,2013-09-12 10:54:06,ja,ATM09_STTC,,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['Sentiment'],Low
550,550,378111510205464576,"RT @breakingstorm: Extremely dangerous and life threatening situation in Boulder, Colorado, area as flash flooding continues - @usNWSgov htâ€¦",floodColorado2013,186,517,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2011-01-17 00:56:51,2013-09-12 11:03:03,en,ProfessorGrains,,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['News'],Low
551,551,378112919499579392,One person killed and homes destroyed after flash floods wreak havoc in Colorado http://t.co/mLSFP2d6GM,floodColorado2013,0,2681,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",2010-04-05 18:51:33,2013-09-12 11:08:39,en,bhorday_A,in your business,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['News'],Low
552,552,378115570287542273,#DEVELOPING | 1 Dead as Flash Flooding Hits Parts of Colorado http://t.co/RDMF3TkiQH [via @AP],floodColorado2013,0,2011,"<a href=""http://bitly.com"" rel=""nofollow"">bitly bitlink</a>",2011-03-01 23:29:12,2013-09-12 11:19:11,en,rePetePro,New York City,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['News'],Low
553,553,378122012742668288,One person #killed and homes #destroyed after flash floods wreak havoc in #Colorado - Sep 12 @ 7:44 AM ET http://t.co/V3o4BAZiFI,floodColorado2013,0,4393,"<a href=""http://pulpnews.com/twitter/index.php"" rel=""nofollow"">Crime News Updates</a>",2010-01-01 14:32:20,2013-09-12 11:44:47,en,PulpNews,USA,"The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['News'],Low
554,554,378122033697402880,"RT @reedtimmerTVN: LIFE THREATENING flash #flooding in Colorado Foothills including Colorado Springs, Fort Collins, and Boulder areas http:â€¦",floodColorado2013,32,993,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2010-06-15 10:06:58,2013-09-12 11:44:52,en,DylanSolis,"Weatherford, TX","The 2013 Colorado floods was a natural disaster occurring in the U.S. state of Colorado. Starting on September 9, 2013, a slow-moving cold front stalled over Colorado, clashing with warm humid monsoonal air from the south. This resulted in heavy rain and catastrophic flooding along Colorado's Front Range from Colorado Springs north to Fort Collins.",['MultimediaShare'],High
