,Words,Vectors
109,unable,"(-0.045870632, 0.037417732, -0.010478412, -0.04440519, 0.023782877, 0.023641339, -0.049167123, -0.04672467, 0.03515895, 0.05199803, -0.03167547, 0.0044003846, -0.0122467745, -0.02146312, -0.0019059549, -0.01407691, 0.023220947, -0.04475378, -0.025371078, -0.0013903069, 0.0028292607, 0.002650065, -0.026565677, 0.04899993, -0.027276216, 0.009701246, 0.037858423, -0.0017754288, -0.020919176, 0.031174151, 0.034337007, 0.013895127, 0.05375606, 0.04035092, -0.0011930278, 0.023557656, -0.031995352, 0.033279512, -0.051722623, -0.02902446, 0.0045975926, 0.0004630534, 0.041027248, 0.016894612, 0.014991762, -0.013591598, 0.026671115, 0.027012521, -0.02751902, -0.026776895, 0.019067336, -0.029968727, -0.026244609, 0.025849774, 0.023259526, -0.008693305, 0.012667376, -0.007265009, 0.032630328, -0.011198088, 0.016507173, 0.046936005, -0.034890424, 0.049533937, 0.027465284, 0.012331005, -0.030199246, 0.015516702, 0.03405211, -0.031129196, -0.032887716, 0.044758894, 0.04590184, -0.05292812, -0.008538034, -0.03830573, -0.03493511, -0.0013487947, -0.03083354, -0.041107014, -0.038729407, -0.039805006, 0.027543167, 0.038361646, 0.056777425, -0.021201989, 0.039356597, 0.017391467, 0.0021585498, -0.018317595, 0.027973115, -0.04263994, -0.03685507, 0.043777376, 0.018716907, -0.003473492, 0.0543119, 0.029077172, -0.02611443, -0.057868313)"
110,@,"(-0.024489084, -0.017644396, 0.046536118, -0.02232635, 0.011029284, -0.0010155035, -0.021899031, -0.04085849, -0.030878317, -0.05165964, -0.02933488, 0.009371985, 0.005745035, 0.018477866, -0.04347658, 0.012133625, -0.019349696, 0.0348945, -0.016208233, 0.023327071, 0.016943622, -0.029937733, 0.021068744, -0.052361835, 0.056832287, 0.036137793, -0.036679216, -0.0009277121, -0.048690382, -0.026974881, -0.019740364, -0.011904995, -0.058252785, 0.003715293, 0.01151293, -0.05925107, 0.028695565, -0.04757041, -0.027336579, 0.04766435, 0.029370114, -0.0044951634, -0.015295618, 0.033026885, -0.03069523, -0.00926273, 0.011167414, -0.025045354, -0.0011519552, -0.030835005, 0.031786133, 0.027385797, 0.013157994, -0.006705468, -0.014441006, 0.0050446265, -0.026868582, 0.00094616256, 0.054095887, 0.053944867, -0.04180328, 0.010995701, 0.019200137, 0.045188196, 0.020564077, -0.014931477, -0.016145114, 0.020237768, 0.003033753, -0.034469552, -0.032875165, -0.01003209, 0.009868341, 0.054833822, -0.030117193, 0.021476034, 0.04031331, -0.029947361, -0.0016012007, 0.023624126, 0.03574649, -0.033722803, -0.03236495, -0.020470284, 0.028211894, 0.0066207186, 0.027410885, -0.0399846, 0.019300066, 0.012732674, -0.013562009, 0.013099389, 0.02827458, -0.045099225, 0.051923104, 0.008341502, 0.011149996, -0.054523822, 0.0374389, 0.041359626)"
111,Everest,"(0.047547493, 0.02001344, -0.012764014, 0.03816027, -0.03795091, -0.0038479567, -0.024094034, 0.0017189384, 0.0066240653, -0.027134432, -0.037424944, 0.048552442, 0.024754826, 0.035827566, -0.013216484, 0.04656968, -0.0064155236, 0.031563465, -0.03477349, 0.02558652, -0.026785588, 0.032542538, -0.030140448, 0.02798647, 0.04209361, -0.017968953, 0.038303863, -0.035916828, 0.017009687, 0.03945898, 0.029993024, 0.016388547, -0.021340752, 0.024503876, -0.004713308, 0.007443834, 0.024139073, 0.049528036, 0.031357948, -0.024693012, 0.035158504, 0.014651824, 0.018046651, -0.027126944, -0.0004447922, -0.028870666, 0.036281873, -0.026139272, 0.008420598, 0.040768113, 0.039877485, -0.048104882, 0.049395803, -0.013886619, 0.012959305, -0.008625757, 0.04967994, -0.013752855, 0.02339102, 0.0076279864, -0.009041868, -0.032413088, -0.035940744, -0.040977348, -0.015033651, -0.0359532, -0.007518433, 0.033875074, 0.028060962, -0.036901653, 0.0035670623, -0.012720536, 0.00070087984, -0.017302584, -0.0007836446, -0.0034739599, -0.013626672, 0.030093525, -0.010636378, -0.045043446, 0.03753445, -0.010126125, -0.035923958, 0.04366109, -0.016994964, 0.047706727, -0.035064507, 0.029411402, -0.011914562, 0.038600374, 0.04552648, 0.0005783066, -0.029406691, 0.036066424, -0.03012327, -0.020296264, -0.028411305, 0.0400802, 0.03912613, -0.045955922)"
112,``,"(-0.041633844, 0.0011517033, 0.022558693, -0.011969864, -0.04057894, 0.023282561, -0.03279041, -0.006922759, 0.013836991, 0.018933464, -0.017245542, 0.035643745, 0.0040847063, 0.02458607, -0.037034463, -0.040428877, -0.00032563135, -0.03698169, -0.017133676, 0.009155251, 0.04754715, -0.0053422824, -0.044126716, 0.04905996, -0.01898818, -0.030909752, -0.018894255, 0.0024416074, -0.022153927, 0.014795456, 0.0197724, -0.045527674, 0.0017014854, -0.009890664, 0.0005176887, 0.0138362385, 0.049658645, -0.02788955, -0.032512985, -0.021158075, 0.042479467, 0.027157973, 0.014606599, 0.04558536, -0.008499552, -0.048326563, 0.03862449, 0.043888774, -0.010768186, 0.029284906, -0.009790458, -0.046959925, -0.002635561, 0.0035541542, -0.043283965, 0.038288783, 0.022281792, 0.013438795, 0.010430433, 0.036636937, -0.010968804, -0.014835358, -0.0067015663, -0.020167375, 0.008651804, -0.008500017, 0.038573194, -0.009426106, -0.011839092, 0.032324422, 0.0012819394, 0.04561695, -0.0109240785, 0.013415884, 0.008973371, -0.026612068, -0.018106103, 0.031776164, -0.032642342, -0.010192074, -0.009923708, 0.04117241, -0.026113903, -0.017808259, 0.043114554, 0.03411532, 0.025010232, 0.038581584, 0.037152518, -0.021740902, -0.005502809, -0.04557655, 0.024269532, -0.024500681, 0.01959579, -0.037111796, 0.03856561, 0.013409104, -0.023579944, 0.03175283)"
113,Important,"(-0.029596865, 0.012456797, 0.025494505, -0.010534454, 0.03217553, 0.02061471, -0.013954293, 0.01886462, -0.0011105165, 0.04620571, -0.021894276, 0.005094517, 0.012982, -0.024551107, 0.041217137, -0.035645057, -0.040664293, -0.045532133, -0.0012776256, 0.017996859, -0.028486384, -0.011757076, 0.0080532655, 0.009163283, -0.013909448, -0.001614593, 0.019568827, 0.03661478, -0.031971563, 0.048951592, -0.013475038, -0.042225577, -0.012404561, 0.04818369, -0.037298344, 0.014402319, -0.040050603, -0.041501306, 0.0077893846, 0.023931947, 0.03567345, 0.0323571, -0.04185442, 0.012006808, 0.01541147, -0.0008165464, 0.044209193, -0.040890656, -0.040723562, 0.018712211, -0.0018934123, 0.04456551, -0.033630632, 0.038874816, 0.0014169589, -0.039995514, -0.043607663, -0.0040491596, -0.03026539, 0.004053198, 0.037279975, 0.03455848, -0.012138702, 0.012066506, 0.03650072, -0.013840951, 0.041495744, -0.037802696, -0.0034227967, 0.021375123, 0.031823922, 0.015244629, 0.015499618, -0.02903825, -0.038809706, -0.006864868, -0.01565807, -0.020531429, 0.036005724, -0.047526896, 0.02756511, -0.019041777, 0.03890438, 0.033449028, 0.02740201, -0.012230575, 0.030586313, 0.03010038, -0.037643492, -0.038727093, -0.0011387579, -0.026119733, -0.0030079111, -0.020049263, 0.0055025592, 0.03309158, -0.04423299, -0.021185374, 0.007445954, -0.01266259)"
114,Times,"(0.017254373, -0.032752432, -0.04069235, -0.0027505783, 0.014618053, -0.047400996, -0.023758836, -0.00078139664, 0.028122088, 0.0033101817, 0.03205855, 0.016275669, -0.033627924, 0.036501095, -0.04412489, -0.020643061, 0.014505418, -0.01708068, 0.016586116, 0.025282819, 0.037612565, 0.026831202, -0.0077973325, 0.046685882, 0.032549787, -0.012242595, 0.032851446, -0.03460957, -0.007940163, 0.017913783, 0.022359041, -0.034209087, -0.03817923, -0.005940021, -0.01040609, 0.0034168328, 0.011764833, -0.0010245076, 0.013316346, -0.0041734036, -0.008335692, -0.049781177, 0.029832771, 0.028392212, -0.031176634, 0.040745836, 0.017808719, 0.0371575, -0.036737062, 0.02106202, 0.03787192, 0.011263908, -0.01254333, 0.016654322, 0.0016761248, 0.030610947, -0.031271335, 0.008523982, -0.01877293, -0.031944804, -0.0197441, -0.04522532, -0.00374969, 0.04033279, -0.02976146, 0.0074543175, 0.039493613, 0.048039075, 0.024525622, -0.016241886, -0.0061436575, 0.05156935, -0.022119867, 0.045852654, 0.023364736, -0.03916242, -0.041203424, 0.011692184, 0.0066906027, -0.041916072, 0.032969747, 0.009520525, 0.010751493, -0.060300484, 0.036631253, -0.011901387, -0.000815185, 0.017357836, 0.0021468534, 0.046999134, -0.04273308, -0.043790013, 0.008931767, 0.045217305, 0.0529064, 0.025083201, -0.024324322, -0.03965737, 0.013502293, -0.0502039)"
115,;,"(0.028412946, 0.020221474, 0.022971421, -0.012775202, 0.0031474351, -0.008273037, -0.021866243, -0.015554561, 0.037326332, 0.019894242, -0.035030168, 0.016652156, -0.0059635295, 0.0060979994, -0.051494874, 0.028915768, 0.0055473275, 0.016070062, 0.018857975, -0.015498599, 0.041364647, -0.008763914, 0.0057782675, -0.056007806, 0.0022232528, -0.0026990278, 0.015068942, 0.03682202, -0.01479863, -0.0046855635, 0.020259991, 0.019454133, -0.04917892, -0.011053128, -0.03996316, -0.040015336, -0.051288355, 0.0013282971, 0.013647278, -0.039041355, 0.05611707, -0.034363285, -0.033431906, -0.020737657, -0.054519393, -0.0065118046, -0.034976274, 0.010406882, -0.04944016, -0.05722807, 0.05979202, 0.047927123, -0.013689357, -0.04665494, 0.034251347, -0.0207227, -0.029311221, 0.018702654, -0.0021713907, 0.048313685, -0.024730068, -0.056082632, -0.037982363, 0.009362837, -0.030196521, -0.011697481, 0.020439448, 0.05213027, -0.033884525, -0.021300495, -0.006845523, 0.015488089, -0.02887532, -0.004034979, -0.030775495, -0.016708111, 0.03785349, -0.037018016, -0.015832288, 0.01855415, 0.00231619, 0.041043997, -0.006344484, -0.025752183, 0.014942883, -0.02914993, 0.017783739, 0.0013507119, -0.0026854887, 0.031658072, 0.018282788, -0.041700795, -0.008448908, -0.04653729, -0.0047410238, -0.010873937, -0.03374185, 0.007648595, 0.006454625, -0.04208421)"
116,ON,"(0.007972865, 0.03172892, -0.05464427, 0.0037801354, -0.014962111, -0.007997761, 0.017417755, 0.021471739, -0.06007894, -0.027812753, -0.042357024, -0.03218103, 0.003956987, -0.000101541664, 0.062446747, -0.031701628, -0.033034623, -0.043732367, -0.0073460406, 0.016095588, -0.056673385, -0.026469057, -0.028825086, 0.002184912, -0.060999565, 0.011880786, 0.053737715, -0.028083138, 0.009544512, 0.011236838, -0.008281938, -0.023930404, 0.03387972, -0.008661364, -0.057952147, -0.03600743, 0.02765882, 0.03469308, -0.049120642, -0.03840697, 0.023535075, -0.019744236, 0.019287368, -0.03702789, -0.010633867, 0.009652326, 0.032981124, 0.048842467, 0.044881947, 0.0111605, -0.017365487, 0.019886892, 0.040847465, -0.03471414, -0.03028283, -0.0271141, -0.027048856, 0.012282002, -0.0191585, 0.030084686, 0.04511867, 0.0022473217, -0.059517782, -0.0009342526, 0.061373625, -0.0451745, 0.007823026, -0.031777132, 0.0074251867, 0.0316521, -0.008085801, -0.0073202467, -0.0031480743, -0.013231863, -0.017652862, 0.004756143, -0.02605046, 0.012219814, 0.057879742, 0.0026523694, -0.028426822, -0.019009491, 0.02072926, -0.057772897, -0.03647176, 0.035599206, 0.0485354, -0.05670602, -0.042124834, 0.04153538, -0.03295295, -0.05800785, -0.030075207, 0.0011682174, 0.003895158, 0.03535263, 0.050205894, -0.015019234, 0.028763182, -0.020831317)"
117,[,"(-0.0083312765, 0.007979594, -0.030193066, 0.022377659, 0.045913044, -0.03610264, -0.0018370859, -0.04108863, -0.017144643, -0.023237824, 0.03859699, 0.02241477, 0.020881537, -0.04948449, 0.029658172, -0.003417123, 0.012352217, 0.04876479, -0.008294366, -0.0056915283, 0.022303749, 0.047632266, 0.026474562, -0.026564062, 0.019503903, 0.03809115, 0.0296891, 0.047394726, -0.04312811, -0.018142223, -0.04527172, -0.04132154, 0.03633822, -0.02086637, -0.0143250115, 0.01940817, 0.038215924, -0.04326693, 0.009042561, -0.049658682, 0.023461524, -0.021634674, 0.03150804, -0.034157, -0.035372198, 0.018557694, 0.012134232, 0.019079152, -0.016338326, -0.018153261, 0.0021668673, -0.0331993, 0.0349962, 0.024794172, -0.027882278, -0.009658564, 0.03779907, -0.035070024, -0.02201444, 0.0148986615, -0.0011429191, -0.011004865, 0.013739515, 0.01742578, -0.005021669, -0.0493943, -0.024463117, 0.017559145, 0.006037034, 0.04885442, 0.028597143, 0.022926774, 0.032410037, -0.017006386, 0.033283535, 0.014264595, -0.02109015, 0.032457117, 0.020652715, 0.0059201494, 0.011764456, -0.032548297, 0.038637187, 0.028686155, 0.04666606, -0.043304052, -0.029260589, -0.010559797, -0.04018394, 0.03945898, -0.00225202, -0.01931709, 0.008400582, -0.002111625, 0.025126997, -0.0017371178, 0.033754494, -0.025656426, 0.0041263923, 0.048868585)"
118,),"(-0.03483801, 0.01996896, 0.018400166, 0.012129225, -0.03693373, -0.014079548, -0.028203702, -0.0112555735, 0.0065037236, -0.045224585, -0.037068285, -0.00938338, 0.048328284, -0.014988352, 0.0332235, 0.022143904, 0.020721797, -0.0012433641, 0.024994802, -0.0031418316, -0.037193, 0.04575223, -0.011988379, 0.004642356, -0.046393108, -0.037088145, 0.00931748, 0.035445306, -0.044401135, -0.022579288, 0.0133072175, 0.049990032, -0.0035916679, 0.029843796, -0.015107024, -0.0049789064, -0.036033235, 0.04514977, -0.017043363, 0.006415747, 0.009965707, 0.021969106, -0.034122825, -0.018352427, 0.005325984, -0.046949517, 0.018591609, 0.043117177, 0.035581324, 0.016471114, -0.00449859, 0.018655647, 0.031682704, -0.047556806, -0.031609572, -0.041114785, 0.026936267, 0.021836702, -0.042443622, -0.011044681, 0.029057156, 0.041968334, -0.0076875463, -0.039597582, 0.01805425, 0.044477414, -0.041170478, 0.0013264418, 0.009066917, 0.011249434, -0.032907568, -0.014358986, 0.04785652, -0.018779933, 0.028290752, 0.039828453, 0.011967372, 0.015826251, 0.00013909489, 0.03634795, 0.027256299, 0.03470764, -0.02057842, 0.035157036, 0.03820492, -0.04722761, -0.005330216, -0.046777595, -0.040735256, 0.010502864, 0.042792965, 0.037805688, -0.033551894, 0.025974426, 0.0075988397, 0.0105142705, -0.048956778, 0.019775938, -0.024687314, 0.04389287)"
119,report,"(-0.03461232, -0.036077093, 0.017225597, -0.0043936, -0.011277627, -0.044874083, 0.007502161, 0.017584886, -0.026635969, -0.012643062, 0.007089019, -0.037130296, -0.021614194, -0.02871039, 0.0027087703, -0.049679577, 0.01561052, 0.015438054, -0.022922814, -0.04871968, -0.00889387, -0.015539169, -0.021522833, -0.048367586, 0.01547939, 0.033983063, -0.028941227, 0.011166096, 0.017056178, 0.020724718, -0.009601604, -0.020501424, -0.0055659786, -0.04799508, -0.021108901, -0.044514727, -0.047181156, -0.025374794, -0.03575046, -0.047816526, -0.0007472746, -0.012930535, 0.031844463, -0.00105872, 0.03920454, 0.028735172, 0.030675065, -0.031494953, 0.0073705427, 0.044130575, -0.041838087, 0.025600139, 0.019270543, 0.009399869, 0.044547085, -0.037094496, -0.003424596, 0.028862689, -0.026938712, -0.013748597, 0.0096285455, 0.034234572, -0.016192973, -0.026246345, -0.015770603, -0.04334581, 0.027671073, 0.030215096, 0.014063429, -0.02467817, 0.020946417, 0.007458914, 0.039941218, -0.037984468, -0.0031976476, -0.024337446, -0.0012413748, -0.018558431, 0.007374596, 0.017030302, -0.019142509, 0.014657643, -0.01574558, 0.033374462, -0.036406793, 1.4852732e-05, -0.047365308, 0.00392022, 0.016774688, 0.044806447, -0.0017709024, -0.023131466, -0.0053571835, 0.04177228, -0.027373124, 0.014228884, 0.003714811, 0.020115588, -0.049560618, -0.019741727)"
120,QLD,"(-0.0063968524, -0.017014205, 0.038628068, -0.037281238, 0.04894146, -0.023262477, -0.02574637, 0.00022158772, -0.020301986, -0.009973776, -0.010563862, -0.0043851845, 0.026736226, 0.03968766, -0.034617685, -0.013404585, 0.035691287, -0.04992522, 0.0064008236, 0.02654076, 0.029426228, 0.027621854, 0.041601267, 0.0016996637, -0.03566072, 0.0056681745, -0.026884545, -0.047452867, 0.037213217, -0.031961635, 0.021955084, -0.03344834, 0.028067593, -0.012721289, -0.00927981, -0.04915569, -0.008718181, 0.009671368, -0.04778999, -0.012527682, -0.016648293, -0.03967756, -0.030219031, -0.012025751, -0.017331958, -0.045603313, -2.4855137e-05, 0.026585374, -0.027414585, -0.019558776, 0.0037917495, 0.04826722, -0.009572208, 0.022401106, 0.042314414, 0.028999638, 0.028845262, 0.030445907, -0.032133617, -0.021995796, -0.02090739, -0.021364272, -0.0074180253, 0.044141058, -0.03483088, -0.043540478, -0.00567447, 0.04020932, -0.023804462, -0.037920047, 0.02184644, 0.029690769, -0.0022069812, -0.03974681, -0.0016505346, 0.020995107, 0.04773477, -0.016222227, 0.011648931, -0.04528557, 0.003181316, 0.049033497, -0.02915479, 0.042084347, -0.010739554, -0.04146253, -0.025014222, -0.028479446, 0.024842191, -0.022378301, -0.019318437, -0.02926041, 0.037594113, 0.014214899, -0.034046102, -0.026666021, -0.005043328, 0.030451845, -0.004102718, 0.027823273)"
121,locate,"(0.02645016, 0.01880959, 0.035303403, 0.016916338, -0.0064070113, -0.025001097, -0.031947933, -0.029852355, -0.011133421, 0.037278, -0.039750922, -0.042293083, 0.016525198, 0.004456021, 0.043514457, 0.020692471, 0.01115327, 0.006681215, -0.011074163, -0.0024679303, -0.0008844361, -0.002735544, -0.018330622, 0.01270647, -0.0064809546, -0.0054833293, -0.04005152, -0.003999807, -0.02825923, 0.027025785, 0.047740366, 0.03967661, 0.02573445, 0.010525394, -0.029338647, -0.032605313, 0.046886805, -0.048860908, -0.01902541, 0.025089715, -0.008537352, -0.034251407, -0.013711117, -0.048363876, 0.044041697, -0.04974122, -0.044669796, -0.011201598, 0.00591873, 0.035389666, -0.03768114, 0.009171985, 0.011678111, 0.018885698, -0.0038330927, -0.043302845, -0.029935885, -0.04083159, -0.044879712, -0.0010346994, -0.014397778, -0.02491852, 0.010614991, 0.0050738826, -0.02592572, -0.03625952, 0.0033330098, -0.022540962, -0.039881457, -0.0068591945, -0.004476823, 0.04706261, 0.0004952438, 0.0066484213, 0.020156626, -0.021523977, -0.015330862, -0.040807508, 0.00215156, 0.010450743, 0.002168823, -0.046259165, -0.040912606, 0.035969798, -0.030235672, 0.03691331, -0.020663476, -0.01333959, -0.0067358613, 0.031825963, 0.015973534, -0.002660405, 0.026605833, 0.049492944, 0.0015835874, 0.045162927, -0.03906276, 0.039184976, 0.03919517, 0.022793557)"
122,LANDSLIDE,"(-0.037340604, 0.0081632845, -0.049830046, 0.049707364, -0.024568582, -0.04584396, -0.01979295, 0.026106004, 0.040003147, -0.029368926, -0.0032492653, -0.044934656, -0.010127105, -0.046310246, 0.00045888498, -0.04217142, -0.042071484, -0.038544156, -0.00079287216, 0.041948143, -0.044809222, 0.00034423918, -0.0135911815, -0.019285416, -0.018154062, 0.020621631, 0.026649442, -0.029967606, -0.049285997, 0.03938875, 0.015745845, -0.009841859, -0.013480544, 0.040444385, -0.0072046407, -0.023095025, -0.04700259, 0.0017441288, -0.000883054, 0.006719481, -0.016803991, -0.03533963, -0.013976954, -0.01847769, 0.00029424578, -0.0073839054, -0.041276895, 0.011522997, 0.029302511, -0.044927478, 0.024703298, 0.034237813, 0.033613417, -0.025854731, -0.041639924, -0.03165865, -0.039724957, 0.049613748, 0.028976861, 0.016697418, -0.0048110858, -0.008363761, 0.014244985, -0.004666079, -0.027140928, 0.035464395, 0.02352598, -0.026664197, 0.00022774935, -0.003479708, 0.0014760382, -0.027989674, 0.019596968, -0.00068874285, 0.047675136, -0.025125576, -0.03905561, 0.033252385, 8.923933e-05, -0.017656695, 0.028684009, -0.00725957, -0.005272854, -0.04753412, 0.0031822212, 0.02504896, -0.012196697, 0.020821046, 0.029093158, 0.042663578, 0.038015854, 0.041794028, 0.016619597, 0.0038349032, -0.043301906, 0.044004764, -0.0017373785, 0.0016758665, 0.049692463, 0.026815463)"
123,INMARSAT,"(-0.022084028, -0.025043525, -0.0556636, -0.0018428954, 0.014986033, -0.031706627, 0.035466664, -0.036296193, -0.053177953, -0.02952087, 0.020719342, -0.024115054, 0.008064236, 0.016171722, -0.028750949, 0.037866026, 0.028899733, 0.016178159, -0.034764055, 0.022712898, -0.042205326, 0.010384495, -0.036279548, -0.03285803, 0.0063161794, -0.007647034, -0.01949083, 0.024104604, 0.009287432, 0.010999282, -0.015265978, -0.00049334404, 0.008989701, -0.018037366, 0.016571391, 0.022619614, 0.051370833, 0.055068992, -0.047860745, 0.041785996, -0.047086403, 0.034119096, -0.032459162, -0.0121654505, 0.04716959, 0.04312452, -0.054727152, 0.041847914, 0.052137516, -0.007141954, 0.027479418, 0.00030498143, -0.01824642, 0.038346663, 0.030309929, 0.02396013, -0.03160656, -0.021356089, -0.044453334, 0.0110291215, -0.014120571, 0.030894188, -0.021700315, 0.009697924, 0.01651976, -0.0045088795, -0.014425651, 0.01945353, 0.021180233, 0.0010569601, 0.027578287, 0.030922303, -0.037588947, -0.012281134, 0.05358146, 0.027605563, 0.0035566199, -0.013450575, 0.016181288, -0.01210565, -0.012341184, -0.021055214, -0.037677463, -0.036563024, 0.0129457265, -0.0025070715, 0.044781804, 0.009194081, -0.0034738067, 0.049895592, -0.046001956, -0.0555225, 0.023251986, -0.0065963827, 0.006277078, 0.05326902, 0.018069785, -0.012433794, -0.014183454, -0.032205045)"
124,Up,"(0.007757501, -0.025760671, 0.022964207, 0.033740684, 0.025419118, -0.013360437, -0.010756809, 0.027056625, -0.014565918, -0.007280037, 0.03653766, -0.030471575, -0.019714396, -0.008827287, 0.0093974015, -0.030918766, -0.02615814, 0.05218896, -0.0016631237, -0.0040433956, 0.057425216, -0.019740228, 0.021071041, 0.037768614, 0.027516255, -0.0028618588, -0.04413001, -0.013230528, 0.0022065456, 0.03899221, 0.030792609, -0.009344573, -0.026489927, -0.020230768, 0.012072419, -0.016922893, -0.02596162, -0.0052303607, 0.027924564, 0.030714916, -0.022655338, -0.027105205, -0.060528815, -0.0158622, -0.016572336, -0.0066997805, 0.052364048, -0.05759535, 0.0019852663, -0.02990344, -0.0017306386, 0.047683217, -0.044502422, -0.014772573, 0.023220172, 0.03352812, 0.049521536, 0.032197148, 0.03240856, 0.027937965, 0.038891863, -0.05439807, 0.015705077, -0.020414487, 0.008986884, 0.049536947, 0.034682125, 0.011354738, 0.015925065, -0.030420175, 0.05107804, 0.053530227, -0.04856711, 0.017503375, -0.0465986, 0.02845484, 0.0015223946, -0.005226884, 0.020765712, -0.007634219, 0.032564335, -0.011574327, 0.0003449199, 0.058962636, -0.054825816, -0.034072135, 0.0066625667, 0.04806027, -0.00016549647, 0.022957604, -0.029918611, -0.010088414, -0.017874472, -0.009744193, -0.000768795, -0.0047264067, -0.03900783, -0.032388844, -0.0029768115, 0.028958058)"
125,Front,"(-0.040365938, -0.02056845, -0.020399595, -0.02591005, 0.012052741, -0.016595725, -0.0021709385, -0.045102756, -0.0021967217, 0.03353738, 0.0021155928, -0.057274587, 0.04172879, 0.039524987, -0.009319467, -0.05470771, 0.0068510105, -0.05524596, 0.058676686, -0.03654267, -0.0001533885, 0.05051003, -0.0325683, 0.015758295, -0.019586923, 0.030290563, 0.057914462, 0.01651809, 0.036572307, 0.024589041, 0.045072593, -0.049395867, 0.053493295, -0.021127949, -0.040214717, 0.014719893, 0.01325058, 0.052098118, -0.049424756, -0.023574868, 0.018561644, 0.0108001735, 0.014249664, -0.037830666, -0.0013874175, 0.058916014, -0.03433944, 0.047753807, -0.00044333286, 0.039134976, -0.0037081237, -0.037434008, -0.001973145, -0.020765357, -0.025232434, 0.0002245507, 0.01774963, -0.001207591, -0.021344418, 0.029189907, 0.015337348, 0.037834395, -0.022950709, -0.011124071, 0.008743496, -0.059290964, 0.029316625, 0.05498462, 0.026335662, 0.0077611613, 0.008626854, 0.007778274, 0.023625964, 0.039242283, 0.033376675, -0.012888659, -0.030467559, -0.040784717, 0.010309466, -0.007342308, -0.0068690684, -0.03066393, -0.04211633, -0.018153226, 0.007993674, -0.019082239, 0.002827534, -0.018202385, -0.017746756, 0.03920603, 0.033620015, 3.1849544e-05, -0.024362287, 0.00832845, -0.010517979, -0.004373058, 0.042646714, -0.005293678, -0.018641813, -0.01228612)"
126,depth,"(-0.033109013, 0.0347854, 0.049122684, -0.019465443, 0.05957806, -0.047098722, -0.025618711, 0.041827053, 0.020237558, -0.049029887, 0.0030702383, 0.059357863, 0.036488865, -0.010705559, 0.02207919, 0.0054538706, -0.048063543, 0.022623457, 0.018394936, 0.0020321491, 0.059878115, -0.0476932, 0.05066543, -0.056511838, 0.0071986266, 0.008468997, 0.036128547, -0.019440988, -0.04397659, 0.039893318, 0.016492428, -0.028518662, -0.026567392, 0.020899698, 0.0036371772, -0.05798056, -0.059088938, -0.010152883, -0.03575609, 0.04815005, -0.009269982, -0.061623845, -0.057325963, -0.02406977, -0.034907807, -0.00051206053, 0.05737996, 0.035660576, -0.0028356633, 0.015130949, 0.056931, 0.009730885, 0.009165871, 0.030276798, -0.0056789718, -0.007994164, 0.048076708, -0.00034362677, 0.04181028, -0.008924889, -0.0066441717, 0.037740134, -0.02270018, 0.05545415, -0.0035113096, 0.019385057, 0.057723634, 0.019331915, 0.028630894, -0.03788093, 0.0084582195, -0.01624047, -0.005870553, 0.058604166, -0.0044807126, 0.0012650264, -0.06415918, -0.0026430977, -0.054344587, 0.036700737, 0.055124976, 0.00073955697, 0.040116694, 0.019826904, -0.055301975, -0.0104275625, -0.041765366, 0.04900812, 0.024814393, 0.03377155, -0.00784985, -0.016820852, -0.00036625215, -0.026234474, 0.026206443, 0.01828922, -0.03171053, -0.023868818, -0.043608166, 0.03668261)"
127,33km,"(-0.009186818, -0.012348203, 0.03910042, 0.0012409827, -0.007844224, -0.0052558254, -0.041791707, 0.033856466, 0.033964895, 0.015738146, 0.027243339, 0.012710524, 0.054268744, 0.01695472, -0.012173434, -0.012668427, 0.04639203, 0.025462294, 0.03321215, -0.054951306, -0.027795963, 0.020552061, -0.002706416, -0.020469952, 0.005439731, -0.038005244, 0.03192395, -0.04201986, 0.04314032, 0.015462603, -0.010045853, -0.024941426, -0.03304095, 0.02779763, -0.05119781, -0.0068861614, 0.055063173, 0.038595684, -0.0392653, -0.02033789, -0.053741176, 0.046454314, -0.005278027, 0.03401136, -0.039740033, 0.013443192, -0.0048237233, -0.00419247, 0.015268845, 0.0056340704, 0.0295748, 0.019062368, -0.017344566, 0.058445577, 0.0028486222, 0.015148032, 0.039221566, 0.0279371, 0.0050795656, 0.007021709, -0.026297374, 0.04922424, -0.021691374, 0.0039244946, -0.034546766, -0.0063580084, -0.0149474805, 0.057880986, -0.038074598, -0.040137555, -0.004320761, -0.004393248, 0.029283868, 0.026826484, 0.04504642, -0.055682987, -0.020151392, -0.057675213, -0.020629322, -0.024146289, -0.045196068, -0.040140938, -0.05105467, -0.035859726, 0.043225527, -0.028782114, -0.024914468, -0.054140292, -0.01367785, -0.031396728, -0.036010012, 0.0068284473, 0.017208587, -0.034974173, -0.034672882, 0.057195816, -0.020054987, -0.02115084, -0.015036098, -0.0260328)"
